cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
18_73,"['17_22', '17_48']",1,inf,-3231.9,-14.9216,-11.480006999999999
15_70,"['14_21', '14_87']",1,inf,-3697.16,-11.1144,-10.179847
17_32,"['16_10', '10_22']",1,inf,-4251.09,-14.9551,-8.684372
17_45,"['16_11', '16_63']",1,0.0,-3394.8,-11.8745,-13.480896999999999
18_87,"['17_45', '17_45']",1,0.0,-3398.7,-11.8455,-13.463726
18_69,"['17_62', '17_25']",1,0.0,-3317.17,-13.5672,-13.438828
17_28,"['15_70', '16_11']",1,0.0,-3405.57,-11.9831,-13.165997
17_60,"['16_29', '16_11']",1,0.0,-3350.86,-12.8896,-13.06954
18_24,"['17_28', '17_45']",1,0.0,-3432.14,-11.7997,-13.038843
17_62,"['16_11', '16_4']",1,0.0,-3414.53,-12.2195,-13.03132
18_57,"['17_60', '17_45']",1,0.0,-3352.73,-12.6049,-12.936119000000001
18_75,"['17_22', '17_62']",1,0.0,-3236.99,-13.7769,-12.475353000000002
18_3,"['17_60', '17_18']",1,0.0,-3245.53,-14.1054,-12.184297
18_48,"['17_62', '17_85']",1,0.0,-3289.29,-13.7346,-11.099817
18_19,"['16_50', '17_72']",1,0.0,-3400.61,-12.7497,-11.044724
18_27,"['17_85', '17_65']",1,0.0,-3328.09,-13.2993,-10.804647000000001
18_28,"['17_85', '17_18']",1,0.0,-3283.15,-14.5661,-10.635416000000001
18_83,"['17_28', '17_36']",1,0.0,-3586.84,-11.2246,-10.593421000000001
18_53,"['17_41', '15_70']",1,0.0,-4072.24,-12.3986,-9.94162
18_0,"['17_16', '15_70']",1,0.0,-3669.88,-13.0087,-9.771302999999998
18_79,"['17_32', '17_36']",1,0.0,-3986.54,-12.8963,-9.573051
18_50,"['17_45', '17_32']",1,0.0,-3371.81,-13.4191,-9.354461
18_1,"['17_32', '17_62']",1,0.0,-3967.7,-15.4043,-9.272945000000002
18_49,"['17_32', '15_70']",1,0.0,-4056.33,-13.2854,-9.270778
18_59,"['17_32', '17_29']",1,0.0,-3582.5,-15.4689,-9.008263999999999
18_22,"['16_50', '17_25']",2,0.0,-3247.7,-15.6841,-13.889349999999999
18_82,"['17_28', '17_45']",2,0.0,-3369.73,-12.677,-13.763194000000002
18_25,"['17_28', '17_48']",2,0.0,-3267.06,-14.7412,-13.66249
18_71,"['16_50', '17_48']",2,0.0,-3247.05,-16.3878,-12.897111
18_70,"['17_29', '17_48']",2,0.0,-3257.75,-14.8148,-12.664342
18_84,"['17_25', '17_45']",2,0.0,-3324.2,-14.0363,-12.602291
18_35,"['17_29', '17_16']",2,0.0,-3302.18,-15.7314,-12.302873
18_9,"['17_75', '17_29']",2,0.0,-3404.37,-13.1813,-11.657430000000002
18_13,"['17_28', '17_85']",2,0.0,-3332.65,-13.3772,-11.557697999999998
18_21,"['17_48', '17_22']",2,0.0,-3347.21,-14.6675,-11.415952
18_7,"['17_22', '16_50']",2,0.0,-3315.46,-15.4906,-11.307291
18_74,"['17_36', '17_5']",2,0.0,-3375.31,-14.2332,-11.034645000000001
18_36,"['17_48', '15_70']",2,0.0,-3783.43,-12.8041,-10.843407000000003
18_15,"['17_0', '17_5']",2,0.0,-3413.7,-14.8524,-10.788098000000002
18_58,"['17_53', '17_5']",2,0.0,-3459.95,-15.0106,-10.74731
18_5,"['17_62', '15_70']",2,0.0,-3719.26,-13.2669,-10.741167
18_39,"['17_22', '17_75']",2,0.0,-3400.03,-15.757,-10.635200999999999
18_16,"['17_45', '17_32']",2,0.0,-3462.81,-14.2517,-10.435498
18_38,"['15_70', '17_72']",2,0.0,-3661.88,-13.6075,-9.942784
18_67,"['15_70', '17_32']",2,0.0,-4259.52,-13.4256,-9.937644
18_2,"['17_32', '15_70']",2,0.0,-4411.32,-13.8122,-9.807512999999998
18_37,"['17_32', '17_15']",2,0.0,-3630.86,-15.4113,-9.444994
18_56,"['17_32', '17_85']",2,0.0,-3718.46,-14.3797,-9.426786
18_60,"['17_32', '17_79']",2,0.0,-4170.18,-14.6307,-9.354411
18_30,"['17_32', '17_25']",2,0.0,-4259.38,-15.1259,-9.30635
17_25,"['16_85', '16_11']",3,0.0,-3273.1,-15.7121,-14.133519000000001
18_12,"['17_75', '17_48']",3,0.0,-3278.39,-15.288,-13.145353
18_32,"['17_29', '16_50']",3,0.0,-3334.75,-14.7322,-13.081541000000001
17_48,"['16_50', '16_50']",3,0.0,-3291.34,-15.9569,-12.929275999999998
16_50,"['14_67', '15_49']",3,0.0,-3288.36,-16.0484,-12.902777
17_44,"['16_37', '16_6']",3,0.0,-3332.63,-15.63,-12.762254
18_78,"['17_79', '17_62']",3,0.0,-3448.71,-13.3927,-12.080009999999998
18_76,"['17_45', '17_42']",3,0.0,-3338.79,-13.457,-12.03262
18_8,"['17_5', '17_79']",3,0.0,-3495.49,-13.7214,-11.839519
18_40,"['17_5', '17_53']",3,0.0,-3350.84,-14.1796,-11.720286999999999
18_29,"['17_75', '17_79']",3,0.0,-3375.9,-15.3615,-11.547298
18_42,"['17_48', '17_5']",3,0.0,-3452.91,-14.4681,-11.440297999999999
18_68,"['17_48', '17_22']",3,0.0,-3386.54,-14.5179,-11.421966999999999
18_10,"['17_79', '17_36']",3,0.0,-3524.47,-14.5669,-11.307847
18_77,"['17_44', '17_5']",3,0.0,-3480.36,-15.0303,-11.179502
