cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
88_42,"['87_11', '84_20']",1,inf,-2800.98,-6.84907,-12.135053000000001
86_64,"['85_59', '85_28']",1,inf,-2890.11,-5.98238,-11.977481999999998
89_32,"['83_33', '83_33']",1,inf,-3343.86,-10.9657,-8.635766
89_25,"['88_43', '88_17']",1,0.0,-2840.09,-6.08228,-12.194820000000002
85_19,"['82_26', '82_26']",1,0.0,-2849.16,-6.06351,-12.19013
89_84,"['88_17', '88_83']",1,0.0,-2842.81,-6.1459,-12.17573
86_50,"['85_30', '85_45']",1,0.0,-2833.21,-6.23688,-12.151580000000001
88_1,"['87_37', '87_46']",1,0.0,-2851.27,-6.02512,-12.12799
88_19,"['85_19', '87_4']",1,0.0,-2884.21,-6.0561,-12.11993
87_4,"['86_44', '86_57']",1,0.0,-2835.98,-6.18588,-12.119710000000001
89_3,"['88_51', '88_69']",1,0.0,-2846.71,-6.12029,-12.08981
89_7,"['86_50', '88_19']",1,0.0,-2875.15,-6.10947,-12.055393
89_79,"['86_64', '88_83']",1,0.0,-2845.23,-6.17369,-12.041549999999999
89_63,"['88_34', '88_19']",1,0.0,-2881.2,-6.09253,-12.037090000000001
89_65,"['86_64', '87_4']",1,0.0,-2847.39,-6.11899,-12.021486
89_0,"['88_79', '86_64']",1,0.0,-2887.65,-5.99747,-12.007455
89_56,"['88_34', '88_79']",1,0.0,-2877.66,-6.09263,-11.982164000000001
89_29,"['86_64', '88_24']",1,0.0,-2837.18,-6.31013,-11.951730000000001
89_59,"['86_50', '88_24']",1,0.0,-2845.13,-6.9865,-11.932487
89_53,"['88_64', '88_64']",1,0.0,-2888.13,-6.03952,-11.88976
89_73,"['86_64', '88_79']",1,0.0,-2852.84,-6.6373,-11.875751
89_42,"['86_64', '88_51']",1,0.0,-2869.89,-6.12586,-11.375558000000002
89_61,"['88_52', '85_19']",1,0.0,-2920.28,-6.26875,-11.145547
89_50,"['88_59', '88_43']",1,0.0,-2905.86,-6.41335,-10.990123
89_58,"['83_33', '88_79']",1,0.0,-3025.32,-7.89537,-10.873972
89_18,"['83_33', '88_42']",1,0.0,-3039.79,-8.43765,-9.969443
89_66,"['86_50', '83_33']",1,0.0,-3085.06,-9.4971,-9.806192999999999
89_41,"['87_4', '83_33']",1,0.0,-3192.87,-10.3621,-9.386110999999998
89_22,"['88_42', '88_83']",2,0.0,-2874.93,-6.0895,-12.29357
89_23,"['88_19', '87_4']",2,0.0,-2880.95,-6.10004,-12.196030000000002
89_67,"['87_4', '88_51']",2,0.0,-2843.59,-6.1752,-12.17585
89_11,"['85_19', '86_64']",2,0.0,-2885.55,-6.09584,-12.14604
89_45,"['88_43', '88_19']",2,0.0,-2885.04,-6.09617,-12.13484
88_17,"['87_3', '87_46']",2,0.0,-2847.68,-6.13389,-12.124419999999999
88_43,"['85_19', '87_54']",2,0.0,-2850.35,-6.20323,-12.077519
89_14,"['88_83', '86_50']",2,0.0,-2875.45,-6.19868,-12.047039999999999
89_21,"['88_28', '88_42']",2,0.0,-2842.53,-6.6801,-12.045161
89_8,"['88_1', '88_64']",2,0.0,-2892.25,-6.01264,-12.04494
89_85,"['88_42', '88_83']",2,0.0,-2839.88,-6.68191,-12.021379
89_36,"['88_69', '88_1']",2,0.0,-2888.13,-6.02443,-12.020919999999998
89_68,"['88_79', '88_34']",2,0.0,-2884.56,-6.09901,-12.018351999999998
89_16,"['88_17', '88_64']",2,0.0,-2887.73,-6.02755,-12.012
89_77,"['88_28', '88_1']",2,0.0,-2885.78,-6.14991,-12.011909999999999
89_30,"['85_19', '88_32']",2,0.0,-2892.21,-6.04326,-11.992443
89_74,"['88_34', '88_34']",2,0.0,-2880.9,-6.19293,-11.976574000000001
89_51,"['88_19', '88_76']",2,0.0,-2873.08,-6.37938,-11.97571
89_60,"['88_19', '88_55']",2,0.0,-2893.08,-6.05509,-11.97505
89_1,"['86_50', '88_57']",2,0.0,-2873.34,-6.47037,-11.959999999999999
89_12,"['88_17', '88_79']",2,0.0,-2854.11,-6.71913,-11.957198
89_46,"['88_55', '88_83']",2,0.0,-2893.48,-6.04646,-11.92688
89_38,"['88_55', '88_1']",2,0.0,-2892.91,-6.06722,-11.91911
89_86,"['86_64', '88_57']",2,0.0,-2891.51,-6.09443,-11.914542
89_34,"['88_32', '88_24']",2,0.0,-2879.64,-6.2147,-11.871550000000001
89_88,"['88_34', '88_32']",2,0.0,-2880.39,-6.22231,-11.792733
89_24,"['85_19', '88_67']",2,0.0,-2904.13,-6.21349,-11.697629000000001
89_87,"['86_50', '88_52']",2,0.0,-2899.11,-6.22836,-11.591238999999998
89_76,"['87_4', '88_52']",2,0.0,-2887.37,-6.27449,-11.514958
89_48,"['88_67', '88_43']",2,0.0,-2918.37,-6.24384,-11.469852
89_26,"['88_86', '88_52']",2,0.0,-2920.91,-7.29308,-11.399238
89_2,"['88_52', '88_33']",2,0.0,-2944.08,-6.56821,-11.124455999999999
89_40,"['83_33', '85_19']",2,0.0,-2952.37,-7.40409,-11.116776000000002
89_47,"['83_33', '88_1']",2,0.0,-3012.31,-6.72598,-11.084498
89_69,"['83_33', '88_28']",2,0.0,-2986.01,-8.78304,-11.023277000000002
89_28,"['83_33', '88_69']",2,0.0,-3040.21,-9.84845,-10.442155
89_15,"['88_86', '83_33']",2,0.0,-3054.03,-8.5266,-10.056863
89_71,"['83_33', '88_57']",2,0.0,-3078.11,-9.71623,-10.039351
89_89,"['83_33', '88_43']",2,0.0,-3165.14,-10.238,-9.827709
83_33,"['82_27', '77_14']",2,0.0,-3348.58,-10.9878,-8.637046000000002
89_17,"['88_17', '88_1']",3,0.0,-2852.0,-6.29325,-12.684529999999999
89_9,"['88_1', '88_79']",3,0.0,-2846.47,-6.6661,-12.626720000000002
89_82,"['88_1', '85_19']",3,0.0,-2892.06,-6.05613,-12.20942
89_64,"['88_1', '88_57']",3,0.0,-2849.61,-6.6995,-12.133951999999999
89_10,"['88_83', '86_50']",3,0.0,-2876.61,-6.15804,-12.126202
89_19,"['88_17', '88_28']",3,0.0,-2868.75,-6.3815,-12.12378
89_6,"['85_19', '86_50']",3,0.0,-2875.27,-6.22286,-12.107739999999998
89_31,"['88_42', '88_28']",3,0.0,-2851.54,-6.69084,-12.09331
89_57,"['88_28', '87_4']",3,0.0,-2852.55,-6.73259,-12.081658000000001
89_44,"['88_19', '88_42']",3,0.0,-2843.26,-6.77526,-12.081653999999999
89_49,"['88_55', '86_50']",3,0.0,-2889.61,-6.13342,-12.073153000000001
89_20,"['88_67', '85_19']",3,0.0,-2888.81,-6.17304,-12.058530000000001
89_83,"['88_69', '88_79']",3,0.0,-2882.38,-6.50266,-12.01613
89_54,"['87_4', '88_32']",3,0.0,-2892.72,-6.18254,-11.970590000000001
89_5,"['88_24', '88_43']",3,0.0,-2916.51,-6.45619,-11.812071999999999
89_80,"['87_4', '88_59']",3,0.0,-2918.16,-6.45366,-11.640259
89_37,"['88_52', '88_57']",3,0.0,-2894.57,-6.57647,-11.554739999999999
89_81,"['83_33', '88_17']",3,0.0,-3004.01,-8.95455,-11.506249
89_35,"['88_51', '83_33']",3,0.0,-3012.25,-7.7513,-11.307196000000001
89_39,"['83_33', '88_79']",3,0.0,-3115.15,-10.6947,-10.418781999999998
89_43,"['88_24', '88_17']",4,0.0,-2850.85,-6.75069,-12.18182
89_27,"['88_69', '88_42']",4,0.0,-2861.85,-6.82326,-12.173329999999998
89_52,"['87_4', '88_55']",4,0.0,-2885.61,-6.16274,-12.15577
89_70,"['88_19', '88_76']",4,0.0,-2882.05,-6.41768,-12.13237
89_62,"['88_28', '88_24']",4,0.0,-2854.18,-6.89827,-12.1021
89_13,"['87_4', '88_33']",5,0.0,-2890.56,-6.29454,-12.18621
89_72,"['88_42', '88_24']",5,0.0,-2854.35,-6.92575,-12.14039
89_4,"['88_34', '88_42']",6,inf,-inf,-inf,-inf
89_33,"['88_55', '86_64']",6,0.0,-inf,-inf,-inf
89_55,"['88_19', '88_34']",6,0.0,-inf,-inf,-inf
89_75,"['88_34', '83_33']",6,0.0,-inf,-inf,-inf
89_78,"['88_57', '88_43']",6,0.0,-inf,-inf,-inf
