cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
77_33,"['76_67', '76_44']",1,inf,-2902.33,-6.28836,-12.337697
78_69,"['77_55', '76_46']",1,inf,-2829.42,-6.99912,-12.30199
77_14,"['63_36', '63_36']",1,inf,-3390.52,-12.8185,-8.637969
76_81,"['74_15', '75_15']",1,0.0,-2848.07,-6.70238,-12.332846
74_15,"['73_67', '73_23']",1,0.0,-2849.78,-6.88278,-12.31243
78_37,"['77_33', '77_33']",1,0.0,-2862.5,-6.28865,-12.298188
78_20,"['77_78', '77_33']",1,0.0,-2911.64,-6.38113,-12.289501
76_29,"['73_17', '75_1']",1,0.0,-2853.19,-6.72224,-12.250291
78_11,"['77_87', '77_55']",1,0.0,-2903.97,-6.41043,-12.227476999999999
78_1,"['77_73', '77_53']",1,0.0,-2830.02,-6.9901,-12.200439999999999
78_88,"['77_55', '77_83']",1,0.0,-2908.42,-6.39687,-12.157865
78_87,"['77_40', '75_15']",1,0.0,-2856.31,-6.68171,-12.155516
78_71,"['76_81', '77_21']",1,0.0,-2857.64,-6.5751,-12.154037
78_3,"['76_81', '77_55']",1,0.0,-2904.84,-6.46742,-12.122556
78_35,"['76_73', '76_81']",1,0.0,-2830.26,-6.98554,-12.112105
78_83,"['77_25', '77_55']",1,0.0,-2916.86,-6.44605,-12.096654
78_62,"['75_15', '77_53']",1,0.0,-2907.34,-6.44986,-12.091049
78_86,"['77_78', '76_29']",1,0.0,-2928.12,-6.45138,-12.059725
78_46,"['77_20', '77_53']",1,0.0,-2860.5,-6.47551,-11.8905
78_65,"['77_5', '76_81']",1,0.0,-2917.44,-6.61641,-11.860912000000003
78_29,"['77_73', '77_78']",1,0.0,-2926.58,-6.5702,-11.848986
78_28,"['77_73', '77_37']",1,0.0,-2927.15,-7.78314,-11.49835
78_52,"['77_70', '77_19']",1,0.0,-3092.11,-10.5679,-10.343407000000001
78_36,"['77_21', '77_14']",1,0.0,-3130.91,-8.92299,-9.476161000000001
78_39,"['77_14', '77_66']",1,0.0,-3343.54,-10.3657,-8.902594
78_76,"['77_33', '77_33']",2,0.0,-2903.68,-6.31787,-12.321697
78_5,"['73_17', '74_15']",2,0.0,-2830.7,-7.25124,-12.303028
78_32,"['77_33', '74_15']",2,0.0,-2908.57,-6.39078,-12.298458
76_46,"['72_67', '74_50']",2,0.0,-2830.91,-7.0106,-12.29625
78_73,"['76_73', '73_17']",2,0.0,-2832.68,-7.11758,-12.295393999999998
76_73,"['70_5', '70_5']",2,0.0,-2836.57,-7.19872,-12.282190000000002
73_17,"['70_5', '72_80']",2,0.0,-2839.54,-7.11377,-12.270791
75_15,"['74_70', '74_0']",2,0.0,-2858.14,-6.61884,-12.258441000000001
78_6,"['77_55', '74_15']",2,0.0,-2905.88,-6.49595,-12.252093000000002
77_64,"['73_17', '73_17']",2,0.0,-2836.92,-7.21291,-12.246086
78_34,"['77_64', '77_55']",2,0.0,-2858.86,-6.7875,-12.228297999999999
78_79,"['77_21', '77_64']",2,0.0,-2908.01,-6.50031,-12.180464
78_25,"['76_73', '77_83']",2,0.0,-2923.94,-6.50464,-12.086711
78_58,"['77_53', '75_15']",2,0.0,-2861.09,-6.52764,-12.060329000000001
78_77,"['77_55', '76_73']",2,0.0,-2899.25,-6.51832,-12.048438
78_82,"['77_53', '76_81']",2,0.0,-2906.66,-6.50475,-12.007012
78_22,"['77_5', '77_87']",2,0.0,-2909.63,-6.53499,-11.982264000000002
78_40,"['77_5', '74_15']",2,0.0,-2871.96,-6.65846,-11.969549
78_23,"['77_87', '75_15']",2,0.0,-2904.05,-6.57953,-11.968264000000001
78_60,"['74_15', '77_82']",2,0.0,-3094.39,-10.8923,-11.467772
78_19,"['77_14', '74_15']",2,0.0,-3105.31,-10.9328,-11.372994
78_54,"['77_14', '77_83']",2,0.0,-3137.87,-10.7006,-11.208224999999999
78_63,"['77_64', '77_14']",2,0.0,-3166.47,-10.4824,-11.061620999999999
78_30,"['77_14', '77_25']",2,0.0,-3189.71,-27.4671,-10.180654
78_10,"['77_78', '77_14']",2,0.0,-3285.75,-10.3244,-9.937097
78_21,"['76_73', '77_14']",2,0.0,-3214.53,-12.1948,-9.751394999999999
78_26,"['77_33', '76_46']",3,0.0,-2890.97,-6.52781,-12.4017
78_16,"['76_29', '76_46']",3,0.0,-2868.96,-6.85602,-12.317941999999999
78_70,"['77_73', '76_81']",3,0.0,-2890.46,-6.61433,-12.28621
78_66,"['77_87', '76_29']",3,0.0,-2891.91,-6.6166,-12.280131
78_43,"['75_15', '75_15']",3,0.0,-2896.21,-6.60551,-12.243661000000001
78_38,"['77_53', '75_15']",3,0.0,-2900.67,-6.51925,-12.237782000000001
78_50,"['76_81', '77_21']",3,0.0,-2874.17,-6.86067,-12.231710000000001
78_59,"['74_15', '77_53']",3,0.0,-2885.55,-6.73416,-12.188417000000001
78_2,"['77_55', '73_17']",3,0.0,-2903.08,-6.52242,-12.187667
78_64,"['77_20', '76_29']",3,0.0,-2868.96,-7.02119,-12.1829
78_81,"['76_46', '77_73']",3,0.0,-2870.05,-6.94632,-12.17846
78_61,"['76_46', '77_55']",3,0.0,-2877.92,-6.93748,-12.177733
78_84,"['76_81', '77_64']",3,0.0,-2866.16,-7.05431,-12.128338
78_44,"['77_55', '76_46']",3,0.0,-2880.66,-6.93875,-12.108925000000001
78_56,"['75_15', '76_29']",3,0.0,-2902.38,-6.53603,-12.096794999999998
78_8,"['77_66', '76_81']",3,0.0,-2893.31,-6.67727,-12.093008999999999
78_7,"['76_81', '77_83']",3,0.0,-2906.81,-6.6232,-12.05911
78_31,"['77_53', '77_78']",3,0.0,-2917.88,-6.54664,-12.054792
78_68,"['77_5', '77_55']",3,0.0,-2910.33,-6.55762,-12.016829
78_12,"['73_17', '77_73']",3,0.0,-2878.5,-7.17062,-11.999590000000001
78_78,"['76_73', '75_15']",4,0.0,-2894.6,-6.80352,-12.511660000000001
78_42,"['76_46', '77_33']",4,0.0,-2895.93,-6.64331,-12.410630000000001
78_48,"['77_83', '77_64']",4,0.0,-2902.68,-6.5867,-12.404204
78_67,"['76_73', '74_15']",4,0.0,-2897.33,-6.86097,-12.400319999999999
78_53,"['77_64', '76_46']",4,0.0,-2872.13,-7.03324,-12.337709999999998
78_80,"['75_15', '76_81']",4,0.0,-2898.49,-6.61716,-12.292292
78_15,"['76_29', '76_29']",4,0.0,-2897.37,-6.63428,-12.263198
78_85,"['76_46', '76_46']",4,0.0,-2875.02,-6.93878,-12.25665
78_75,"['73_17', '76_81']",4,0.0,-2901.53,-6.78077,-12.256641
78_9,"['77_40', '75_15']",4,0.0,-2907.05,-6.73922,-12.253945000000002
78_57,"['77_87', '73_17']",4,0.0,-2908.03,-6.61013,-12.209094
78_13,"['76_46', '74_15']",4,0.0,-2876.32,-6.96231,-12.20733
78_27,"['77_20', '73_17']",4,0.0,-2869.88,-7.11964,-12.201379
78_72,"['73_17', '77_87']",4,0.0,-2878.33,-6.94894,-12.194060000000002
78_41,"['77_25', '77_5']",4,0.0,-2921.03,-6.56274,-12.176641999999998
78_89,"['74_15', '77_53']",4,0.0,-2898.04,-6.79172,-12.137231000000002
78_18,"['77_83', '74_15']",4,0.0,-2908.31,-6.59348,-12.118678000000001
78_74,"['77_21', '76_29']",5,0.0,-2898.33,-6.99287,-12.726339999999999
78_24,"['76_73', '77_53']",5,0.0,-2904.42,-6.63319,-12.30223
78_49,"['73_17', '77_21']",5,0.0,-2900.19,-6.68249,-12.290631000000001
78_4,"['73_17', '77_87']",5,0.0,-2875.75,-7.0501,-12.284758
78_47,"['77_64', '73_17']",5,0.0,-2880.17,-7.13638,-12.247046000000001
78_0,"['76_46', '77_37']",5,0.0,-2887.03,-7.1345,-12.21321
78_33,"['77_5', '77_64']",5,0.0,-2917.66,-6.78679,-12.141188
78_17,"['76_73', '77_78']",5,0.0,-2928.91,-6.6043,-12.129104000000002
78_55,"['73_17', '76_73']",6,0.0,-2876.44,-7.06094,-12.304891000000001
78_45,"['77_55', '77_64']",6,0.0,-2907.86,-6.82187,-12.29401
78_14,"['77_21', '77_14']",7,0.0,-3017.78,-14.1978,-12.316399
78_51,"['76_73', '77_46']",8,inf,-inf,-inf,-inf
