cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
62_15,"['61_36', '60_33']",1,inf,-2851.93,-7.87332,-12.316920999999999
63_46,"['62_26', '62_21']",1,inf,-2934.13,-6.74475,-12.158559
63_36,"['59_30', '59_30']",1,inf,-3392.15,-12.7395,-8.642329
63_27,"['62_1', '62_39']",1,0.0,-2855.17,-7.71082,-12.378353999999998
63_2,"['62_29', '62_29']",1,0.0,-2875.59,-6.92749,-12.351306
63_12,"['62_29', '62_29']",1,0.0,-2913.22,-6.81857,-12.316963999999999
63_85,"['62_29', '62_39']",1,0.0,-2864.77,-7.02725,-12.302788
62_70,"['61_86', '61_10']",1,0.0,-2888.36,-6.96968,-12.300559
62_39,"['61_86', '61_38']",1,0.0,-2876.68,-7.02651,-12.283171
62_26,"['61_26', '60_26']",1,0.0,-2894.31,-6.93668,-12.279586
62_29,"['61_81', '61_36']",1,0.0,-2914.98,-6.87413,-12.279487
63_42,"['62_70', '62_29']",1,0.0,-2907.49,-6.95996,-12.249986999999999
63_77,"['62_29', '62_29']",1,0.0,-2913.65,-6.87482,-12.23184
62_11,"['61_86', '61_36']",1,0.0,-2922.71,-6.83131,-12.203266000000001
63_86,"['62_73', '62_88']",1,0.0,-2900.17,-6.98565,-12.203106000000002
63_71,"['62_13', '62_39']",1,0.0,-2855.78,-7.43398,-12.199898
63_72,"['62_26', '62_3']",1,0.0,-2929.58,-6.87228,-12.198345
63_43,"['62_39', '62_26']",1,0.0,-2920.12,-6.97106,-12.189575000000001
63_68,"['62_38', '62_13']",1,0.0,-2929.12,-6.92612,-12.14928
63_55,"['62_3', '62_26']",1,0.0,-2892.59,-7.00057,-12.146334000000001
63_81,"['62_16', '62_38']",1,0.0,-2930.04,-6.87958,-12.138567
63_10,"['62_73', '62_88']",1,0.0,-2948.03,-6.82564,-12.107292
63_50,"['62_81', '62_13']",1,0.0,-2903.5,-7.46645,-12.083232000000002
63_33,"['61_68', '62_16']",1,0.0,-2936.61,-6.99297,-12.053763
63_15,"['62_88', '62_13']",1,0.0,-2918.84,-7.03296,-12.028160999999999
63_60,"['62_3', '61_68']",1,0.0,-2935.44,-7.00588,-11.917661
63_67,"['62_11', '62_73']",1,0.0,-2954.6,-6.79074,-11.766699
63_73,"['61_68', '62_75']",1,0.0,-2914.74,-7.20606,-11.668647000000002
63_11,"['61_68', '62_21']",1,0.0,-2958.19,-7.19163,-11.471976999999999
