cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
29_88,"['27_53', '28_83']",1,inf,-2989.64,-12.0904,-12.954680999999999
32_19,"['31_80', '31_28']",1,inf,-3046.68,-8.71688,-12.610517
20_75,"['17_32', '17_32']",1,inf,-4254.06,-14.9838,-8.672723999999999
31_28,"['30_78', '30_13']",1,0.0,-3004.25,-9.51958,-13.075842
32_14,"['31_18', '29_88']",1,0.0,-3003.97,-10.1606,-12.891512
32_82,"['29_88', '31_62']",1,0.0,-3014.25,-10.3981,-12.866290000000001
30_13,"['29_13', '29_11']",1,0.0,-3023.04,-10.2216,-12.824321000000001
32_17,"['31_44', '31_28']",1,0.0,-3036.78,-10.1846,-12.711802
32_44,"['31_80', '31_80']",1,0.0,-3093.43,-9.5105,-12.568947999999999
32_76,"['31_44', '31_18']",1,0.0,-3046.9,-10.2745,-12.564224999999999
32_13,"['31_62', '29_13']",1,0.0,-3109.85,-9.24433,-12.461124
32_42,"['29_13', '31_44']",1,0.0,-3049.72,-9.98147,-12.183491
32_28,"['30_10', '31_10']",1,0.0,-3161.67,-9.24738,-12.145415
32_57,"['31_60', '31_38']",1,0.0,-3180.94,-9.22209,-12.10764
32_50,"['31_28', '31_44']",1,0.0,-3037.85,-10.4849,-12.106283
32_84,"['29_88', '31_45']",1,0.0,-3025.72,-11.8355,-12.077468
32_85,"['31_50', '31_44']",1,0.0,-3082.73,-9.6723,-12.071753000000001
32_88,"['30_78', '31_37']",1,0.0,-3101.94,-9.56235,-12.059982000000002
32_60,"['31_60', '31_60']",1,0.0,-3150.12,-9.91109,-12.059961
32_39,"['31_38', '31_47']",1,0.0,-3171.29,-9.62546,-12.033795000000001
32_86,"['31_45', '30_10']",1,0.0,-3200.83,-9.4239,-11.921536
32_29,"['30_78', '31_44']",1,0.0,-3081.41,-10.0396,-11.870325999999999
32_24,"['31_9', '31_37']",1,0.0,-3086.66,-9.93194,-11.850693
