cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy,Cost of energy next 10 years
6_80,"['5_33', '4_11']",1,inf,-3931.8,-15.5198,-10.333092
0_22,[],1,inf,-5165.43,-12.9868,-9.91821
6_72,"['4_85', '5_4']",1,inf,-4554.01,-14.3882,-9.014158
6_6,"['4_11', '5_44']",1,0.0,-3962.43,-16.7898,-10.322308000000001
4_11,"['0_41', '3_23']",1,0.0,-4026.11,-16.5238,-10.239925
6_70,"['4_11', '5_44']",1,0.0,-4032.69,-16.4217,-10.17876
5_64,"['4_46', '2_65']",1,0.0,-4012.34,-23.3318,-10.015753
6_39,"['5_44', '4_85']",1,0.0,-4379.98,-14.7626,-9.908603
6_77,"['5_64', '5_9']",1,0.0,-4161.22,-15.405,-9.906286999999999
6_86,"['5_33', '5_27']",1,0.0,-5046.54,-13.2698,-9.891238999999999
6_0,"['4_11', '3_64']",1,0.0,-4978.05,-13.7373,-9.886287000000001
6_54,"['4_85', '3_64']",1,0.0,-5381.84,-13.5739,-9.878203
6_25,"['5_64', '5_66']",1,0.0,-4038.35,-16.4862,-9.84063
5_4,"['3_42', '0_22']",1,0.0,-5021.04,-13.7565,-9.834875
6_47,"['5_16', '5_66']",1,0.0,-4260.43,-15.7232,-9.818414
6_12,"['4_85', '5_4']",1,0.0,-4242.24,-16.7361,-9.763577999999999
6_78,"['5_16', '5_44']",1,0.0,-4350.75,-14.9389,-9.723568
6_23,"['5_46', '4_85']",1,0.0,-4303.9,-15.4652,-9.404126999999999
6_38,"['5_4', '4_85']",1,0.0,-4298.73,-16.6153,-9.352089000000001
5_66,"['3_42', '4_85']",1,0.0,-4527.33,-14.2481,-9.107916
6_85,"['5_66', '5_66']",1,0.0,-4488.42,-14.4682,-9.104505999999999
6_42,"['5_44', '0_41']",2,0.0,-4043.25,-16.4695,-10.194891
6_14,"['4_11', '4_11']",2,0.0,-4035.85,-16.4806,-10.184903000000002
0_41,[],2,0.0,-4043.69,-16.4693,-10.179004
6_31,"['4_11', '0_41']",2,0.0,-4054.39,-16.5096,-10.144659999999998
6_82,"['4_46', '5_27']",2,0.0,-5201.53,-13.6894,-9.948921000000002
6_10,"['5_64', '5_66']",2,0.0,-4131.99,-18.338,-9.944998
6_88,"['5_44', '5_65']",2,0.0,-4069.14,-20.9712,-9.936852
5_33,"['4_59', '4_15']",2,0.0,-4237.15,-17.2267,-9.936596999999999
6_75,"['4_11', '5_65']",2,0.0,-4290.67,-15.828,-9.936592000000001
6_51,"['5_9', '3_42']",2,0.0,-4629.94,-14.8195,-9.933398
6_74,"['5_64', '5_4']",2,0.0,-4645.98,-14.6126,-9.916638000000003
6_34,"['5_66', '5_14']",2,0.0,-4716.1,-14.3104,-9.912897
6_45,"['5_83', '5_4']",2,0.0,-4392.16,-16.4526,-9.911837000000002
6_83,"['5_4', '4_11']",2,0.0,-4418.27,-15.2505,-9.909448
5_50,"['4_85', '3_69']",2,0.0,-4356.24,-24.6793,-9.893708
6_17,"['5_66', '4_46']",2,0.0,-4491.86,-15.908,-9.89177
6_66,"['5_75', '5_66']",2,0.0,-4752.01,-14.4251,-9.873614
6_56,"['4_11', '5_16']",2,0.0,-4369.61,-16.8997,-9.87261
6_1,"['5_16', '3_42']",2,0.0,-4186.45,-29.4199,-9.872181999999999
6_24,"['5_27', '4_46']",2,0.0,-4868.95,-14.8477,-9.868381000000001
6_55,"['0_41', '3_64']",2,0.0,-5412.63,-14.3593,-9.85348
6_7,"['5_16', '5_11']",2,0.0,-4488.04,-15.989,-9.662851999999999
4_85,"['0_22', '3_43']",2,0.0,-4500.5,-16.4215,-9.360953
5_16,"['4_85', '4_85']",2,0.0,-4501.75,-16.4292,-9.348066
6_13,"['5_16', '5_16']",2,0.0,-4517.46,-16.41,-9.335730000000002
6_22,"['5_11', '4_11']",3,0.0,-4322.31,-23.7202,-10.030266
6_37,"['5_4', '5_78']",3,0.0,-4363.02,-16.9708,-9.958798000000002
6_28,"['5_46', '0_41']",3,0.0,-4531.98,-16.4612,-9.943034999999998
6_71,"['5_50', '5_15']",3,0.0,-4716.58,-14.6104,-9.930562
6_15,"['5_63', '0_41']",3,0.0,-4739.05,-15.7234,-9.914038
6_33,"['5_50', '5_50']",3,0.0,-4356.67,-24.7239,-9.894919
6_81,"['5_15', '5_33']",3,0.0,-4802.24,-15.1229,-9.888142
6_35,"['5_46', '5_11']",3,0.0,-5146.86,-15.0556,-9.882926999999999
6_76,"['5_50', '5_46']",3,0.0,-4302.73,-32.393,-9.881111
6_60,"['5_15', '5_44']",3,0.0,-4439.33,-18.258,-9.880224
6_16,"['5_16', '5_50']",3,0.0,-4706.5,-16.026,-9.878373
6_29,"['4_85', '4_11']",3,0.0,-4489.72,-16.6841,-9.748715
6_58,"['5_4', '0_41']",4,0.0,-4897.32,-14.6533,-9.951922
6_3,"['5_65', '5_4']",4,0.0,-4947.49,-16.0073,-9.939161
6_27,"['0_22', '5_33']",4,0.0,-5073.93,-14.8234,-9.934003999999998
6_21,"['5_78', '4_46']",4,0.0,-4470.82,-19.2761,-9.925793
6_84,"['0_41', '0_22']",4,0.0,-5330.4,-15.1393,-9.923561000000001
6_18,"['5_27', '5_33']",4,0.0,-5447.84,-15.1435,-9.920285
6_62,"['5_78', '4_11']",4,0.0,-5051.49,-16.0394,-9.913824
6_30,"['5_83', '5_27']",4,0.0,-4973.7,-16.462,-9.896325999999998
6_59,"['5_4', '5_68']",4,0.0,-5142.84,-16.1557,-9.891490999999998
6_89,"['5_11', '5_15']",4,0.0,-4504.61,-22.5547,-9.877784
6_87,"['4_11', '4_85']",4,0.0,-4505.11,-16.7142,-9.870783
6_63,"['4_85', '5_66']",4,0.0,-4720.52,-17.0435,-9.766733000000002
6_40,"['5_15', '4_85']",4,0.0,-4538.99,-18.2736,-9.753275
6_61,"['0_22', '5_44']",5,0.0,-4990.23,-14.8523,-9.976215000000002
6_9,"['5_64', '5_50']",5,0.0,-4546.49,-19.0862,-9.955479
