cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
54_73,"['51_35', '53_142']",1,inf,-8.74319,12.9494,2042.0,0.024389972551755505
66_162,"['59_71', '59_71']",1,inf,-9.64282,76.9571,2038.0,0.025081995723895033
67_97,"['26_108', '26_108']",1,inf,-9.89811,66.6162,2042.0,0.023413434266287968
68_127,"['64_38', '64_38']",1,inf,61.2953,24.1686,2100.0,0.009526855158086763
70_31,"['49_151', '49_151']",1,inf,84.8919,19.435,2100.0,0.010556930466903461
70_87,"['40_20', '40_20']",1,inf,-0.00758698,71.1847,2100.0,0.014448946448730767
71_77,"['66_162', '69_47']",1,inf,-9.7052,76.9337,2039.0,0.02520927248843262
74_21,"['73_102', '73_10']",1,inf,-6.75428,83.8634,2076.0,0.016082727494030807
72_33,"['70_171', '71_105']",1,0.2429300957290141,34.4263,26.354,2100.0,0.011999524933140434
73_146,"['71_95', '72_8']",1,0.17205724538783446,49.7832,24.665,2100.0,0.01101788780477348
67_38,"['66_76', '66_132']",1,0.16698749418277498,0.173389,33.7525,2098.0,0.01579426713248279
74_99,"['72_11', '72_33']",1,0.1615258363411543,42.278,25.5737,2100.0,0.01099423055361173
73_83,"['67_38', '72_112']",1,0.1343203684141058,-0.710138,50.2459,2095.0,0.015229990613763112
71_30,"['70_31', '69_134']",1,0.12863985729292798,80.8907,20.3618,2100.0,0.010359463219035175
74_34,"['71_77', '73_146']",1,0.12405667239852386,-2.09955,19.0771,2061.0,0.020515982277909114
74_163,"['70_31', '73_24']",1,0.12247447751093639,66.9678,23.1452,2100.0,0.009933036593582464
73_10,"['70_87', '72_37']",1,0.11914342109833917,-2.27302,80.5073,2091.0,0.01513733423282028
74_42,"['73_85', '73_105']",1,0.114812038882342,-6.37459,37.6211,2052.0,0.020695574287818302
74_67,"['68_127', '70_31']",1,0.1125426468760198,75.6396,22.4937,2100.0,0.010178404393395707
74_38,"['73_48', '67_97']",1,0.1124190982646969,-9.39387,46.405,2046.0,0.02242809523761127
74_22,"['73_47', '73_6']",1,0.11038764584942101,-5.23824,43.8843,2078.0,0.016920890508266263
74_84,"['73_162', '73_122']",1,0.10789799285485192,56.9739,24.6614,2100.0,0.010200356269199524
73_103,"['72_112', '69_9']",1,0.10615099331511738,-6.44537,83.1821,2065.0,0.017343251361424474
74_73,"['73_8', '73_10']",1,0.10343339077493507,-3.796,71.3963,2084.0,0.015925770079292884
74_15,"['73_121', '54_73']",1,0.10115510248390441,-7.40981,16.3757,2048.0,0.02285468659231133
74_32,"['68_127', '73_45']",1,0.09575554401905079,46.7904,26.1477,2100.0,0.010800621485586243
74_107,"['73_48', '54_73']",1,0.09560593032469425,-9.33598,12.9977,2045.0,0.023238339167684436
71_95,"['70_130', '68_127']",1,0.09383194646067172,30.6945,26.8363,2100.0,0.012872496878282791
74_7,"['73_10', '73_83']",1,0.09109427863758837,-3.12124,66.109,2087.0,0.01587136648157783
74_128,"['67_97', '73_140']",1,0.09017595268880094,-8.18936,68.4199,2044.0,0.0225053479998997
74_93,"['73_8', '67_97']",1,0.09017116910364234,-7.45077,73.366,2053.0,0.01953805270765639
74_125,"['73_83', '72_51']",1,0.08958459022674649,-0.532814,51.9748,2094.0,0.016008368253390023
