cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
40_20,"['27_89', '27_89']",1,inf,0.064413,71.099,2100.0,0.014435969324852851
49_151,"['33_90', '33_90']",1,inf,84.8919,19.435,2100.0,0.010556930466903461
52_91,"['32_87', '32_87']",1,inf,-9.64583,76.9589,2038.0,0.02508355199316896
54_73,"['51_35', '53_142']",1,inf,-8.74319,12.9494,2042.0,0.024389972551755505
62_78,"['56_19', '56_19']",1,inf,-9.03225,79.081,2040.0,0.02398424868183072
64_38,"['62_165', '63_68']",1,inf,61.3261,24.1987,2100.0,0.00952869480182513
66_162,"['59_71', '59_71']",1,inf,-9.64282,76.9571,2038.0,0.025081995723895033
67_97,"['26_108', '26_108']",1,inf,-9.89811,66.6162,2042.0,0.023413434266287968
66_146,"['65_64', '49_151']",1,0.20971618859085034,73.3102,22.8826,2100.0,0.010167720115770204
67_95,"['66_29', '66_148']",1,0.20663803483051554,-1.97478,71.6761,2090.0,0.015436568849644774
67_146,"['64_38', '65_111']",1,0.16729276018294087,49.7007,25.5831,2100.0,0.010329810874316624
67_70,"['66_149', '66_172']",1,0.1662425571589901,41.228,26.6748,2100.0,0.011254047055854779
64_155,"['63_23', '61_83']",1,0.154669914581956,-0.163805,51.9764,2097.0,0.015356038280060252
67_38,"['66_76', '66_132']",1,0.13889310032710162,0.173389,33.7525,2098.0,0.01579426713248279
67_81,"['49_151', '66_146']",1,0.13569410164476556,76.5521,22.2502,2100.0,0.010247152738144144
67_131,"['66_149', '66_100']",1,0.12469587400145495,36.7607,25.0361,2100.0,0.012135901569322599
66_100,"['65_53', '65_159']",1,0.11476140904881382,54.5618,23.9748,2100.0,0.010927816668585713
67_149,"['66_132', '64_38']",1,0.09707945255158368,24.9048,28.399,2100.0,0.013444525544557374
67_158,"['66_93', '65_92']",1,0.09661429660653593,-4.41337,50.6224,2080.0,0.01652106267368179
67_42,"['66_177', '66_89']",1,0.09375783474315716,-7.03536,74.5974,2059.0,0.018217257440088647
67_167,"['66_12', '66_146']",1,0.09284056285025528,58.1136,25.5226,2100.0,0.009677394568247058
67_78,"['66_27', '66_27']",1,0.09095905917813156,-8.05649,55.7472,2045.0,0.0223239425871188
67_160,"['66_145', '66_160']",1,0.0904172212866848,-6.83055,63.0051,2060.0,0.01921419749844601
67_53,"['54_73', '66_134']",1,0.08844110493545815,-6.9197,47.0469,2054.0,0.019270712033778052
67_102,"['52_91', '66_15']",1,0.08815942995425124,-7.33762,65.1035,2041.0,0.024253238727135234
67_157,"['26_108', '54_73']",1,0.088055260867761,-8.7158,15.8812,2043.0,0.02363569825336906
67_68,"['66_29', '66_37']",1,0.08459867129564334,-5.77651,63.6693,2072.0,0.017640903339509156
66_160,"['65_144', '65_45']",1,0.08355837114030236,-2.5818,74.925,2088.0,0.01545147207885204
