cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
68_127,"['64_38', '64_38']",1,inf,61.2953,24.1686,2100.0,0.009526855158086763
75_87,"['54_73', '54_73']",1,inf,-8.68363,12.81,2042.0,0.02431157043789493
81_142,"['77_10', '79_130']",1,inf,-9.64335,76.9313,2038.0,0.024867369760295337
83_75,"['82_62', '82_62']",1,inf,84.9942,19.438,2100.0,0.01055132962680463
84_129,"['79_95', '79_95']",1,inf,-0.221196,71.5501,2100.0,0.014445744214582954
88_106,"['79_124', '79_124']",1,inf,-10.0051,69.9441,2044.0,0.023569163911446474
88_144,"['87_54', '87_67']",1,inf,-4.47827,87.8864,2072.0,0.016468472079040154
88_158,"['77_10', '81_142']",1,inf,-9.69357,76.9056,2039.0,0.02524498014253912
87_80,"['86_44', '86_27']",1,0.22544407224979957,32.3145,26.317,2100.0,0.012896093190133972
89_178,"['88_144', '84_129']",1,0.19253865433872913,-1.27934,75.7251,2095.0,0.015062637976060736
88_40,"['87_78', '87_133']",1,0.1858024597189833,37.899,25.7547,2100.0,0.011987512126783765
89_79,"['88_63', '84_129']",1,0.15931753191148632,-2.86791,63.4356,2087.0,0.015867365679007733
89_153,"['88_107', '88_144']",1,0.14763704225576815,-4.37464,83.8447,2076.0,0.016347069987712407
89_108,"['88_40', '88_106']",1,0.14603002384880803,-2.01805,48.9995,2064.0,0.018788050410220917
89_112,"['87_67', '87_78']",1,0.1380729251406278,24.531,29.3094,2100.0,0.01330061143752776
89_64,"['86_156', '87_80']",1,0.13764998514935084,52.5042,24.5348,2100.0,0.010971329107884528
89_121,"['88_144', '88_63']",1,0.1333588876296463,-2.61751,81.6965,2081.0,0.015736138092900042
89_149,"['88_145', '88_52']",1,0.13060561685777738,-8.08124,54.5503,2045.0,0.022236244396573245
87_50,"['84_129', '86_141']",1,0.1267959920793485,0.884887,33.5179,2097.0,0.016127677987730855
89_168,"['88_62', '88_169']",1,0.11683314944073322,0.245239,47.4075,2087.0,0.0172138856403062
89_23,"['88_76', '88_19']",1,0.11388935954393327,68.1278,23.356,2100.0,0.009693202108189527
89_45,"['88_133', '88_76']",1,0.11212536969762721,59.2533,23.2294,2100.0,0.010701205851397465
89_179,"['88_37', '75_87']",1,0.10623190701068363,-7.00462,24.3427,2055.0,0.019506811882791103
89_66,"['87_78', '88_76']",1,0.10523030325866672,82.9329,20.7492,2100.0,0.010490047988188802
88_89,"['87_158', '68_127']",1,0.10330795993398728,72.7729,22.1337,2100.0,0.009836857428220333
89_14,"['88_93', '88_98']",1,0.10218725383494044,-6.89182,42.8032,2049.0,0.021641231578028653
89_142,"['88_47', '87_50']",1,0.09690403300558437,-3.26269,28.7115,2077.0,0.018091255288984687
89_101,"['75_87', '88_151']",1,0.0947060223735881,-0.505792,31.6197,2083.0,0.017631322438851058
88_131,"['87_106', '75_87']",1,0.09303632885291985,-8.48203,37.2051,2043.0,0.022738131902834562
89_81,"['88_112', '88_144']",1,0.08934087181140257,-2.31083,71.1455,2085.0,0.015705085257302864
89_152,"['88_106', '88_4']",1,0.08646174434859112,-8.08269,71.9637,2046.0,0.022223343281719845
89_11,"['88_93', '88_89']",1,0.08485384747430341,8.43613,26.5438,2100.0,0.017883940002088986
89_19,"['86_30', '88_37']",1,0.08461863212601936,-4.2619,76.4808,2081.0,0.016065015643735067
89_5,"['88_106', '75_87']",1,0.08459003795383478,-8.61853,37.4671,2044.0,0.022868223687744247
89_43,"['88_169', '88_4']",1,0.08442926020334295,-7.65775,66.8721,2052.0,0.019979748278718828
89_133,"['88_40', '88_95']",1,0.08428071573806026,21.2072,29.3686,2100.0,0.014099786867971196
89_158,"['75_87', '84_129']",1,0.08264129390553207,-7.78772,62.4556,2058.0,0.01862729162674886
89_144,"['86_156', '88_64']",1,0.08074379369920895,12.8839,32.2222,2100.0,0.014903787331862265
89_89,"['88_112', '88_144']",1,0.08064225522597354,-3.97377,62.9367,2073.0,0.016918526440718656
89_22,"['84_129', '87_172']",1,0.07982148175965602,-6.58244,61.0739,2072.0,0.0177769390054482
89_30,"['88_37', '88_112']",1,0.07545119317690002,-5.33749,57.4859,2074.0,0.01715244677669015
89_143,"['84_129', '88_62']",1,0.07520174298361945,0.672841,31.723,2098.0,0.016509040353346157
89_31,"['88_62', '88_173']",1,0.074046062323628,42.9599,26.4128,2100.0,0.01189921867442655
89_157,"['88_41', '79_124']",1,0.07340907688879052,-7.21521,16.3443,2044.0,0.02356657472144936
89_120,"['88_0', '68_127']",1,0.07272799384951457,23.5112,27.8701,2100.0,0.013578282434741476
89_71,"['84_129', '75_87']",1,0.07103551299560838,-6.2927,41.6696,2068.0,0.0181020318911161
89_28,"['87_67', '88_133']",1,0.07075786836728809,4.08832,28.7716,2100.0,0.01596059005226643
89_57,"['88_40', '88_62']",1,0.06975589500516878,44.0296,25.2965,2100.0,0.01186987209886356
89_88,"['88_107', '88_83']",1,0.06840042908210428,-5.99085,64.9724,2069.0,0.017176125618245948
87_172,"['86_150', '86_134']",1,0.06824149998132156,-5.73724,16.6099,2048.0,0.022213388715692905
89_32,"['75_87', '88_112']",1,0.06772605373711765,-5.47432,17.0681,2056.0,0.020790583487447556
88_62,"['87_152', '87_74']",1,0.06748375096818379,46.6542,24.8543,2100.0,0.011426820719000351
89_172,"['88_64', '75_87']",1,0.06696510347328577,-7.11644,44.6792,2055.0,0.021098942089630382
88_67,"['87_59', '87_67']",1,0.0649902317758805,16.1237,43.9339,2100.0,0.014278503721334188
89_92,"['83_75', '88_62']",1,0.0641099610428313,71.2756,23.1383,2100.0,0.010208029515099862
