cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
0_3,[],1,inf,-9.57108,76.9662,2038.0,0.025214430924847563
3_67,"['0_4', '2_137']",1,inf,58.72,24.6057,2100.0,0.009636950205694847
3_91,"['0_1', '2_106']",1,inf,4.09024,62.1595,2100.0,0.013914856389782961
7_63,"['6_153', '0_3']",1,inf,-9.57108,76.9662,2038.0,0.025214430924847563
7_171,"['0_3', '4_78']",1,inf,-4.89114,16.7147,2045.0,0.023245430819434774
0_4,[],1,inf,84.855,19.4371,2100.0,0.010554404092316007
8_116,"['7_56', '0_3']",1,inf,-9.49603,77.0054,2039.0,0.02462425493902585
7_161,"['3_122', '6_137']",1,0.23640535155707623,68.3987,20.9136,2100.0,0.010185185559250272
7_102,"['0_4', '0_4']",1,0.1897700209365087,84.855,19.4371,2100.0,0.010554404092316007
8_163,"['7_65', '7_63']",1,0.1390236573332506,-5.9266,39.3043,2052.0,0.02078586892986825
8_151,"['7_38', '7_124']",1,0.13358197933134328,37.8735,26.4528,2100.0,0.01152696934326319
8_83,"['6_168', '5_19']",1,0.1331150062497475,-5.22826,43.5268,2065.0,0.01851399154094502
8_114,"['6_163', '7_74']",1,0.11925880055917354,28.0915,27.3428,2100.0,0.012704622659579256
8_41,"['7_69', '7_155']",1,0.1136624889033302,-0.321492,24.8763,2070.0,0.01931090974716196
8_90,"['6_168', '6_2']",1,0.1122152815128326,-5.5649,57.5306,2066.0,0.01802895634393635
8_170,"['0_3', '5_19']",1,0.11138335780063309,-6.66561,36.4294,2050.0,0.021223098862106902
2_78,"['0_3', '0_1']",1,0.10562764393875673,-1.90701,74.8192,2089.0,0.015618469624737836
8_161,"['7_41', '3_91']",1,0.1045728294527204,-8.5168,71.1238,2057.0,0.020268367846373102
8_142,"['7_9', '3_122']",1,0.1034648081675286,45.8987,24.8459,2100.0,0.011376723903917661
8_130,"['7_172', '7_102']",1,0.10332164420055341,53.2795,25.3063,2100.0,0.009956862820398043
8_40,"['7_74', '7_23']",1,0.10249357466156825,48.1301,23.4112,2100.0,0.01085267295210051
8_157,"['2_78', '6_163']",1,0.10245536466729742,-1.95657,31.8084,2085.0,0.01664255181817786
8_171,"['7_41', '7_27']",1,0.10148018230066247,-7.70289,64.9637,2043.0,0.02357346194683215
8_136,"['7_28', '7_172']",1,0.0978671828413324,27.1186,26.6318,2100.0,0.013093395272434243
8_85,"['7_172', '7_161']",1,0.09782428863979462,37.5718,23.6841,2100.0,0.01202217973317829
8_61,"['7_161', '3_122']",1,0.09656712051148203,65.9184,21.7762,2100.0,0.009891061516109117
7_8,"['3_91', '6_39']",1,0.09501610666815351,-5.77898,55.1093,2082.0,0.017531485357319347
7_109,"['6_22', '6_54']",1,0.09497585223152347,-2.68838,44.0771,2082.0,0.016790570203343604
8_30,"['7_65', '7_75']",1,0.09406656274138576,-6.73837,36.939,2053.0,0.02131413015062008
8_36,"['3_67', '3_122']",1,0.09319664570671686,62.9385,23.8789,2100.0,0.010106280579034567
4_20,"['3_91', '2_9']",1,0.09066205276021976,0.929265,68.0324,2098.0,0.015158445369076647
7_74,"['6_35', '6_66']",1,0.08938586301087076,32.1421,27.0717,2100.0,0.01208417709893892
8_92,"['0_3', '5_19']",1,0.08763236875857813,-6.96829,60.9971,2045.0,0.02214835078152923
8_96,"['6_168', '5_19']",1,0.08758737242263827,-4.33914,64.5201,2075.0,0.017379338254586117
8_121,"['2_78', '7_2']",1,0.08638438866528612,-6.4883,48.2661,2059.0,0.01944354060244963
8_26,"['7_109', '7_91']",1,0.0862082734674293,-4.77669,61.8869,2078.0,0.01697954376431323
8_1,"['5_19', '4_20']",1,0.08541091653465446,-2.56918,69.6045,2087.0,0.01606480952830595
8_80,"['7_74', '7_172']",1,0.08527667181932781,24.7526,27.6943,2100.0,0.013081602421153398
8_158,"['7_91', '2_78']",1,0.08333467831020977,-1.87819,53.4133,2092.0,0.0159141209153426
7_150,"['2_78', '6_158']",1,0.08159567480693777,-2.31498,70.3394,2091.0,0.015486439367173222
8_104,"['7_91', '6_168']",1,0.07956915973767482,-6.81042,51.9925,2063.0,0.019495883092861255
