cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
3_67,"['0_4', '2_137']",1,inf,58.72,24.6057,2100.0,0.009636950205694847
26_108,"['13_85', '13_85']",1,inf,-9.89452,66.6141,2042.0,0.023413678953710635
27_89,"['16_27', '16_27']",1,inf,0.22413,71.0288,2100.0,0.01440627223746824
32_87,"['29_37', '30_125']",1,inf,-9.64568,76.9597,2038.0,0.025078367830531252
33_90,"['22_85', '22_85']",1,inf,84.8919,19.435,2100.0,0.010556930466903461
35_49,"['32_87', '34_177']",1,inf,-9.05432,79.0484,2041.0,0.023315560969032128
36_20,"['32_96', '32_96']",1,inf,-6.76331,13.8143,2046.0,0.02215420056058759
37_79,"['36_167', '35_99']",1,0.19215000462383067,74.4126,22.8255,2100.0,0.010206209254797613
38_116,"['37_1', '37_78']",1,0.16165823318317174,-7.37103,37.2243,2045.0,0.02240455714472842
36_122,"['35_99', '35_172']",1,0.13816348801151151,79.7487,21.796,2100.0,0.010390452407495981
38_4,"['32_87', '36_53']",1,0.1351011538667966,-9.49524,76.9534,2039.0,0.025002633900552167
38_7,"['37_11', '37_127']",1,0.13312985098575075,1.12858,50.0962,2098.0,0.015560125273570256
38_77,"['37_2', '37_79']",1,0.12709413559663338,64.683,23.6838,2100.0,0.00979107835601713
37_166,"['36_36', '36_2']",1,0.12622164636334599,-4.82245,35.2941,2071.0,0.018253181364364414
38_90,"['37_14', '37_127']",1,0.12434297578775803,23.0234,26.9812,2100.0,0.013145498801979308
38_56,"['37_42', '37_14']",1,0.12301617689644036,-0.571097,33.123,2094.0,0.016174611985549456
38_14,"['3_67', '37_127']",1,0.12261452155752847,46.081,25.0351,2100.0,0.010957527570355207
38_73,"['37_50', '37_166']",1,0.11578070777129106,-3.63957,17.3214,2065.0,0.01942734794455834
38_113,"['37_42', '37_65']",1,0.11569790837475523,-5.37148,62.6233,2077.0,0.017140631746993373
38_156,"['37_69', '37_39']",1,0.11266718341311953,-9.14476,65.9943,2041.0,0.024130004489909908
38_101,"['36_169', '37_42']",1,0.11160132822856556,-2.76151,42.551,2079.0,0.01692617516237447
38_69,"['35_49', '35_49']",1,0.10809912907172363,-9.10194,79.0375,2042.0,0.02331537418883958
38_3,"['36_27', '3_67']",1,0.107866527122137,15.4657,30.4092,2100.0,0.014058109736922234
38_20,"['37_174', '27_89']",1,0.10667597561173765,-1.83166,74.4622,2093.0,0.015157156604310017
37_102,"['36_146', '35_44']",1,0.09731353945088003,38.6977,25.5986,2100.0,0.011911957062571499
38_60,"['37_14', '37_127']",1,0.09599125410693,29.2329,26.1622,2100.0,0.012601302188085379
38_47,"['37_102', '37_14']",1,0.09341934813218186,32.8454,26.6443,2100.0,0.011829577776364153
38_149,"['36_44', '37_102']",1,0.09263203550987695,36.4784,26.399,2100.0,0.01169730701967002
37_15,"['35_132', '36_20']",1,0.09247764880444742,-6.92955,48.4093,2047.0,0.021356407739275142
