cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
66_162,"['59_71', '59_71']",1,inf,-9.64282,76.9571,2038.0,0.025081995723895033
67_97,"['26_108', '26_108']",1,inf,-9.89811,66.6162,2042.0,0.023413434266287968
68_127,"['64_38', '64_38']",1,inf,61.2953,24.1686,2100.0,0.009526855158086763
75_87,"['54_73', '54_73']",1,inf,-8.68363,12.81,2042.0,0.02431157043789493
75_109,"['70_87', '70_87']",1,inf,0.00292302,71.2611,2100.0,0.014352527721614996
76_55,"['75_46', '74_21']",1,inf,-7.09378,84.4898,2064.0,0.017411943032404537
76_163,"['70_31', '70_31']",1,inf,84.8992,19.4343,2100.0,0.010556053228197037
77_10,"['71_77', '71_77']",1,inf,-9.71182,76.925,2039.0,0.025142081495143406
78_87,"['77_32', '77_76']",1,0.20854940364904878,22.9893,28.588,2100.0,0.013277944803004534
78_90,"['71_30', '77_89']",1,0.16965101685428374,50.7895,24.3742,2100.0,0.01085573341057724
78_88,"['77_88', '77_153']",1,0.1674087495737991,-6.80361,58.8992,2068.0,0.018437277601964355
78_133,"['76_149', '76_163']",1,0.16081054874141115,33.1087,27.4586,2100.0,0.012152275258044049
78_54,"['77_39', '71_30']",1,0.1500441122611348,68.6591,23.3923,2100.0,0.009798300909905184
77_1,"['76_133', '71_30']",1,0.13577036143821286,77.9225,22.1465,2100.0,0.010294591267147808
78_51,"['77_70', '77_156']",1,0.12800332379132776,-7.4619,79.1341,2067.0,0.017077669265802613
77_39,"['76_51', '76_79']",1,0.12186581464021874,35.1011,28.2122,2100.0,0.011995817848198125
78_13,"['66_162', '77_153']",1,0.12105164116776518,-8.5491,73.8231,2044.0,0.023059005879479573
78_101,"['76_163', '76_12']",1,0.11878124609836899,45.0773,25.9512,2100.0,0.011431545469914876
78_171,"['76_38', '77_80']",1,0.1109409708600791,-7.36621,16.8206,2046.0,0.022201654957512782
78_130,"['77_164', '76_149']",1,0.10912669992387486,-0.172015,46.2832,2097.0,0.015091665889467268
78_70,"['77_32', '71_30']",1,0.10770767160700678,50.3747,25.5954,2100.0,0.011272590188073032
78_118,"['77_112', '77_53']",1,0.10701124299010195,-2.79041,61.7998,2089.0,0.015490156536477409
78_24,"['76_154', '77_153']",1,0.10562270193071406,-7.52638,37.85,2053.0,0.020519582738198514
78_25,"['77_88', '77_144']",1,0.10432055649604202,-7.3161,42.4609,2062.0,0.01919852413897797
78_124,"['71_30', '76_12']",1,0.1035751313074417,40.8972,27.2482,2100.0,0.01134703049088176
78_122,"['77_21', '75_109']",1,0.1029153282190892,-3.87593,62.7966,2079.0,0.016794855626322464
78_93,"['68_127', '76_163']",1,0.10248066540801834,72.2126,22.9871,2100.0,0.010122823099795262
78_32,"['77_88', '77_17']",1,0.09998546294556311,-3.07554,32.3321,2071.0,0.017525079150347993
77_16,"['76_79', '76_9']",1,0.09656245784068584,34.617,27.0906,2100.0,0.012523100741984598
78_89,"['77_150', '77_50']",1,0.09493260604376172,1.18555,71.5456,2099.0,0.01507066737821969
78_139,"['77_63', '77_132']",1,0.09450859746026986,-5.38927,44.2012,2055.0,0.019370939121750034
78_94,"['66_162', '77_63']",1,0.0943379599437608,-7.74399,48.9546,2043.0,0.022629587519870733
78_170,"['77_1', '77_150']",1,0.09432414861971608,21.3,28.9633,2100.0,0.014033239574000891
77_70,"['75_109', '76_165']",1,0.09381277150420564,-4.73936,55.3362,2082.0,0.01673202482994743
78_14,"['77_132', '77_156']",1,0.09153526951330011,-6.93405,83.8013,2061.0,0.01750644299845034
78_33,"['66_162', '77_20']",1,0.08899164673011238,-5.41785,19.2323,2051.0,0.021736718789999807
78_104,"['76_12', '77_110']",1,0.08757649123568553,0.260282,68.6904,2095.0,0.015397043860640924
78_67,"['75_87', '77_51']",1,0.08731915030305978,-7.98963,34.0369,2042.0,0.02393881107671366
78_164,"['66_162', '77_135']",1,0.08524305248383417,-4.31166,16.7767,2050.0,0.021457892904489687
78_177,"['68_127', '77_1']",1,0.08276040321593886,74.7074,22.1496,2100.0,0.00993476316038941
78_78,"['77_122', '66_162']",1,0.07932078138468658,-8.85232,69.3976,2041.0,0.02370087329891097
78_156,"['77_89', '77_151']",1,0.07875695102601103,-0.411448,47.9763,2086.0,0.016449718958482306
78_84,"['77_156', '77_52']",1,0.07784944728238895,-7.08814,75.1271,2056.0,0.01936791172457512
78_146,"['77_70', '76_154']",1,0.07718438845178952,-7.06702,19.4044,2058.0,0.019486192187637856
78_117,"['67_97', '77_10']",1,0.07680317204371599,-9.61493,76.8782,2040.0,0.02465817036789841
78_145,"['77_153', '77_88']",1,0.07462077318332026,-5.60201,24.7825,2076.0,0.018154043811744833
78_72,"['66_162', '77_21']",1,0.07102100792877236,-7.59724,37.0745,2043.0,0.0232916851176875
78_34,"['77_132', '75_109']",1,0.0692715399252528,-6.46367,76.7191,2072.0,0.017055408434139753
78_107,"['77_87', '77_132']",1,0.06879785489972008,-5.28976,50.6118,2061.0,0.01860730839281524
78_157,"['77_1', '76_55']",1,0.06854246346347342,13.2475,30.4562,2100.0,0.01529803675234814
78_52,"['77_17', '75_109']",1,0.06624236202820492,-1.68401,53.9924,2091.0,0.015842527522535933
78_129,"['77_110', '76_149']",1,0.06579151332073926,-0.851097,47.8503,2093.0,0.015598179056577932
78_173,"['77_122', '67_97']",1,0.06565752306773415,-7.53222,41.0103,2049.0,0.021959897621309697
78_79,"['77_17', '77_70']",1,0.06539368441004653,-2.20936,30.7874,2087.0,0.016637636601005618
78_18,"['71_30', '75_109']",1,0.06473459117322786,9.27726,30.0757,2100.0,0.015792683968337884
78_174,"['75_87', '77_89']",1,0.06391140126107606,1.54143,19.3597,2079.0,0.020108095608079895
78_17,"['67_97', '77_50']",1,0.06224595128888451,-7.84992,68.2153,2058.0,0.020030840403745323
78_113,"['68_127', '77_86']",1,0.06200817067961335,14.1326,31.2211,2100.0,0.014747365207063292
78_23,"['77_150', '77_88']",1,0.06039825099392724,-1.05075,51.1313,2093.0,0.016541055765308985
78_71,"['77_150', '77_110']",1,0.05883495549713018,-3.352,69.1256,2084.0,0.015813522153834383
78_154,"['77_119', '77_110']",1,0.05742809333436877,-3.81373,29.9259,2074.0,0.01688703785027389
78_132,"['77_20', '77_1']",1,0.05666923581275508,44.0877,26.3776,2100.0,0.011342088896963875
78_97,"['77_144', '77_172']",1,0.056465085323705214,-7.48053,65.7661,2050.0,0.020749076023352974
78_22,"['75_87', '67_97']",1,0.056076038340753795,-9.20393,56.4997,2043.0,0.02339744398860252
78_143,"['75_109', '75_87']",1,0.05539152051258877,-6.67183,19.9634,2059.0,0.019144170002002112
78_147,"['77_132', '77_70']",1,0.05263061702350395,-6.04181,64.9834,2066.0,0.017612998501841483
78_168,"['77_151', '77_23']",1,0.051371935095087536,-4.3647,51.8955,2064.0,0.01757527766169469
78_112,"['77_52', '77_164']",1,0.05059092699514059,-4.34646,30.8767,2059.0,0.01900304538523052
78_148,"['77_156', '67_97']",1,0.050368377464196354,-8.72623,77.2139,2052.0,0.02055346566349755
77_17,"['76_16', '76_56']",1,0.050191453511642004,-0.270014,41.0774,2090.0,0.016132369586275033
78_152,"['77_119', '77_17']",1,0.04990490844650382,-1.52594,28.3016,2083.0,0.017455971597285437
78_19,"['77_86', '66_162']",1,0.049304599377070865,-7.97269,64.9026,2042.0,0.023658977630545763
78_175,"['66_162', '75_87']",1,0.04919959510112942,-9.46472,67.1546,2039.0,0.024932960652630166
78_105,"['77_103', '77_1']",1,0.048879789107710805,22.4355,21.3855,2100.0,0.016226499948760884
78_49,"['77_1', '77_124']",1,0.04613007400032981,2.37365,23.6148,2100.0,0.018064306787359104
78_7,"['77_23', '77_119']",1,0.045973856172579666,-2.36455,33.6432,2072.0,0.01735139195383619
78_142,"['77_10', '77_164']",1,0.04564712036152649,-7.27183,52.014,2049.0,0.02100710014447073
78_28,"['77_30', '67_97']",1,0.045485767703283456,-8.26149,68.2906,2047.0,0.02131510813818663
78_37,"['77_80', '76_12']",1,0.04348890456927629,-3.32529,22.1127,2067.0,0.018886785916764015
78_125,"['67_97', '77_125']",1,0.04308738892227411,-8.27019,70.9549,2048.0,0.02189114936313266
78_21,"['77_32', '77_89']",1,0.043018774612084615,19.4686,29.1429,2100.0,0.014196617631998414
78_128,"['77_86', '75_109']",1,0.042860323707037296,-5.68756,68.407,2077.0,0.016770516107737603
78_10,"['77_89', '75_109']",1,0.042821446785043155,-0.288464,46.6573,2090.0,0.016613448866856655
78_15,"['77_119', '77_16']",1,0.042759275089808355,15.5512,28.7616,2100.0,0.015717356775692293
78_144,"['66_162', '77_21']",1,0.041997193694282814,-7.46282,37.6887,2044.0,0.023269475931243556
78_20,"['77_151', '77_46']",1,0.041566665530120964,-3.50568,26.5379,2065.0,0.017847956629625617
78_131,"['77_70', '77_156']",1,0.041289913731543046,-6.14128,74.8543,2075.0,0.016534762897820802
78_82,"['77_53', '66_162']",1,0.040865044268225514,-8.02219,71.2865,2048.0,0.021254428591947958
78_140,"['77_122', '77_39']",1,0.04068621461728853,3.02957,33.6537,2100.0,0.016273114018125683
78_141,"['75_109', '67_97']",1,0.037953131528454725,-8.83682,84.0228,2065.0,0.018569200571106115
78_159,"['77_110', '77_89']",1,0.03644762291523198,7.69866,31.669,2100.0,0.015621141527799571
78_8,"['77_119', '77_20']",1,0.035698442672689734,4.85331,26.8337,2100.0,0.016367602873584765
78_74,"['77_46', '77_20']",1,0.03553626696874051,6.74495,27.0004,2100.0,0.01595971950121432
78_95,"['77_119', '77_86']",1,0.034969857074142276,-4.63585,28.5645,2072.0,0.01773447577358285
78_91,"['77_110', '77_70']",1,0.034192711048197426,-3.2502,67.5593,2089.0,0.015885047445759658
78_151,"['77_150', '77_16']",1,0.031228493279548922,17.901,30.607,2100.0,0.015187258827201388
78_39,"['77_16', '76_12']",1,0.03065435883212786,17.2364,30.9447,2100.0,0.01496537461863968
78_36,"['77_86', '77_104']",1,0.030598127168367927,0.325959,28.705,2091.0,0.016375666437321676
78_58,"['77_46', '77_124']",1,0.03050771397420367,-5.04657,21.899,2049.0,0.020552210643817497
78_120,"['77_70', '77_23']",1,0.030255074853175655,-5.01464,55.5647,2072.0,0.01692989376608068
78_150,"['77_76', '66_162']",1,0.029827717314815268,-4.20504,26.5108,2048.0,0.021513651387373958
78_69,"['77_156', '77_63']",1,0.029653800164350607,-6.70989,52.6071,2064.0,0.017649440330478775
77_89,"['76_149', '68_127']",1,0.029631451666529265,19.5752,28.5849,2100.0,0.01421951000169705
76_12,"['72_33', '75_65']",1,0.029217695254993892,8.18038,67.1801,2100.0,0.014928583669305405
78_0,"['77_151', '71_30']",1,0.02796060094051513,22.6654,27.6234,2100.0,0.0148244537981538
78_53,"['77_46', '77_103']",1,0.027626016178466675,-4.2437,22.2716,2052.0,0.020310956277070455
78_35,"['75_87', '77_156']",1,0.02750903907830662,-7.47597,66.3708,2055.0,0.02034073106822407
78_16,"['77_21', '76_149']",1,0.02732703384756319,-0.398412,31.1325,2077.0,0.01671349442703756
78_155,"['77_70', '77_176']",1,0.025723705746945602,-5.55098,68.3952,2074.0,0.01615642138081022
78_160,"['77_30', '77_103']",1,0.02548384430316318,-7.97605,67.4084,2046.0,0.02129445697141435
78_77,"['77_122', '75_109']",1,0.024638514918624458,-6.22519,68.9338,2075.0,0.016766052217395928
78_55,"['77_153', '77_17']",1,0.024618420980791377,-3.84678,53.7453,2079.0,0.0165833664812712
78_41,"['77_32', '77_30']",1,0.023922984360678377,-4.30402,30.3113,2067.0,0.01860913988050064
78_102,"['76_154', '77_89']",1,0.023883577944840265,5.39052,22.0705,2100.0,0.01755449356822562
78_134,"['77_70', '66_162']",1,0.023780530308883614,-8.02219,67.9764,2044.0,0.021576300202474367
78_48,"['77_17', '77_103']",1,0.022424019991109108,-6.28645,19.565,2050.0,0.02058737914087998
78_153,"['77_144', '77_153']",1,0.021907025080133535,-8.52668,67.0659,2052.0,0.020359890240922034
78_81,"['76_149', '77_10']",1,0.02166040140398926,-6.11905,22.0615,2052.0,0.020521522223100132
78_100,"['77_119', '77_10']",1,0.021341944569655734,-7.92475,69.0139,2043.0,0.02329620980520068
78_163,"['77_119', '75_87']",1,0.02049707128472497,-6.58226,19.3197,2050.0,0.02098513791100934
78_11,"['76_12', '76_149']",1,0.019610861157837965,0.903813,66.0107,2100.0,0.015022467527210096
78_123,"['77_32', '77_172']",1,0.017040248253281647,17.5489,27.3091,2100.0,0.015190937661743481
78_98,"['77_89', '77_119']",1,0.016130293532713898,6.91806,30.8522,2100.0,0.015721302493108092
78_179,"['77_103', '77_144']",1,0.015215845001186265,-9.18015,66.0385,2042.0,0.02331107992606517
77_153,"['75_109', '76_76']",1,0.014499159323485129,-8.24635,64.9725,2061.0,0.0193215268237523
78_83,"['77_119', '77_119']",1,0.012821925110049016,-3.51416,26.6975,2079.0,0.017677183767515165
77_150,"['76_12', '75_109']",2,inf,0.0461072,76.3645,2097.0,0.015416020398053261
78_27,"['76_163', '76_163']",2,inf,84.9317,19.4344,2100.0,0.010556350087456083
78_47,"['76_55', '77_10']",2,inf,-8.62517,69.0118,2042.0,0.023939912504892007
78_63,"['77_20', '75_109']",2,inf,2.48862,54.9067,2100.0,0.016552935446839397
78_68,"['68_127', '76_163']",2,inf,75.3075,22.4975,2100.0,0.010137991117583922
78_46,"['77_112', '76_163']",2,0.6147250706246791,26.7981,28.7351,2100.0,0.01416312532684778
77_122,"['67_97', '76_85']",2,0.38062161451203674,-6.95036,44.9257,2056.0,0.02084676908276434
77_20,"['76_170', '76_133']",2,0.31904579015475376,23.4067,29.1184,2100.0,0.013905018545978517
78_137,"['66_162', '77_20']",2,0.2916209757001585,-4.15745,21.9845,2052.0,0.021667708279285373
78_61,"['76_149', '66_162']",2,0.26184264796343143,-7.28028,49.1171,2046.0,0.022290666287262322
78_138,"['77_119', '77_150']",2,0.23351707304559144,-0.347346,63.0958,2096.0,0.01625911172247957
78_126,"['77_39', '75_109']",2,0.2207492167770083,3.40741,41.3382,2100.0,0.01685518071055826
78_149,"['77_70', '77_89']",2,0.2125808253472328,0.551152,57.7685,2092.0,0.01615595318867761
78_60,"['76_55', '77_164']",2,0.19803270790308536,-4.91558,71.2049,2076.0,0.01648824923080179
78_26,"['77_32', '77_132']",2,0.18960563348370854,0.0500085,32.9791,2089.0,0.016974969576170607
78_2,"['77_151', '77_150']",2,0.1867884761570118,-4.0119,69.7394,2082.0,0.016215182179277837
78_114,"['77_86', '77_10']",2,0.1670511043411899,-7.65039,68.2022,2043.0,0.022822895787492636
78_109,"['77_16', '77_164']",2,0.16543161344062268,12.1928,33.2418,2100.0,0.015855415976512344
78_162,"['77_150', '77_51']",2,0.16259693868247907,-6.11671,65.2157,2063.0,0.019631709533084626
78_116,"['77_23', '77_70']",2,0.1621933905378627,-5.09636,55.663,2068.0,0.017779807655291805
78_64,"['77_144', '77_21']",2,0.1590245551357502,-5.31746,19.946,2059.0,0.019984969072509903
78_29,"['66_162', '77_17']",2,0.1581591606978901,-7.05967,48.92,2044.0,0.023333172472798158
78_115,"['77_39', '67_97']",2,0.1579508964077718,0.106577,24.8826,2079.0,0.01878826280534944
78_111,"['76_12', '77_122']",2,0.14521493943760247,-3.72193,70.7846,2073.0,0.01716792965823565
78_6,"['77_103', '77_20']",2,0.1376345236797688,-3.16232,24.2486,2067.0,0.019056508461620984
78_12,"['77_16', '77_153']",2,0.1345260990225222,-1.88447,51.0324,2074.0,0.018111541305211632
78_50,"['71_30', '77_1']",2,0.11529879710974986,77.8738,22.3256,2100.0,0.010263483573702577
