cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
83_75,"['82_62', '82_62']",1,inf,84.9942,19.438,2100.0,0.01055132962680463
84_129,"['79_95', '79_95']",1,inf,-0.221196,71.5501,2100.0,0.014445744214582954
88_106,"['79_124', '79_124']",1,inf,-10.0051,69.9441,2044.0,0.023569163911446474
88_158,"['77_10', '81_142']",1,inf,-9.69357,76.9056,2039.0,0.02524498014253912
92_84,"['90_102', '90_102']",1,inf,-8.68342,12.7982,2042.0,0.02436496233999979
92_113,"['68_127', '68_127']",1,inf,60.8831,24.2515,2100.0,0.009518329101051036
94_87,"['88_144', '91_95']",1,inf,-4.6522,82.3458,2083.0,0.015698479922944975
94_145,"['81_142', '81_142']",1,inf,-9.65011,76.9299,2038.0,0.024865583775336545
98_51,"['97_128', '83_75']",1,0.2844969833525863,66.3776,22.8278,2100.0,0.010030050384235581
99_32,"['84_129', '98_94']",1,0.1356687416153113,-0.562294,52.3746,2091.0,0.016222994215363388
99_61,"['98_152', '84_129']",1,0.13190390226269513,-4.23917,41.9791,2079.0,0.01716337530303041
99_30,"['98_36', '98_89']",1,0.12872006108757747,34.9065,24.4425,2100.0,0.011849486913972264
99_178,"['97_140', '98_127']",1,0.1111703031439048,-6.45127,47.207,2051.0,0.020675599045734922
99_25,"['96_45', '83_75']",1,0.10815941927065781,55.2628,25.6616,2100.0,0.009840567110947055
99_27,"['88_106', '98_83']",1,0.10811238410322258,-9.78124,66.5561,2041.0,0.024109999116899213
99_73,"['98_105', '98_5']",1,0.10575147218173954,26.2253,28.0401,2100.0,0.013532654173988103
99_119,"['98_45', '84_129']",1,0.10574397091850588,-7.80242,50.1146,2063.0,0.018894215706367463
99_110,"['98_174', '97_140']",1,0.1027739921756925,-7.68227,54.5645,2054.0,0.020042320316230048
99_142,"['98_51', '98_36']",1,0.09605910927770123,60.8789,22.2198,2100.0,0.010226069517235483
99_124,"['92_84', '98_2']",1,0.09577772007289038,-7.48954,21.8046,2055.0,0.020356472800773243
99_5,"['98_120', '84_129']",1,0.09525953871764371,-8.08254,43.834,2066.0,0.018702981732360013
99_130,"['98_105', '92_113']",1,0.09079724380739002,23.2444,28.9114,2100.0,0.01327891561374977
99_78,"['98_76', '98_50']",1,0.08960722669662151,-4.22061,39.1906,2072.0,0.017975072380532676
99_16,"['98_45', '98_22']",1,0.08676975726757365,-8.60543,15.8018,2044.0,0.023335151396606035
96_148,"['83_75', '95_29']",1,0.08250058914471758,37.9336,27.4245,2100.0,0.011824922700556748
99_63,"['98_7', '98_7']",1,0.08193316491165621,-2.09032,63.2529,2088.0,0.01565464247099013
99_92,"['98_36', '97_115']",1,0.08145746368661841,0.469639,32.3186,2098.0,0.016059951858185133
99_29,"['98_58', '98_153']",1,0.08054598015396529,0.863232,31.9811,2095.0,0.01656212576630308
98_5,"['96_45', '97_123']",1,0.08016758307676233,46.1861,26.0426,2100.0,0.011371857059661795
99_134,"['98_175', '98_22']",1,0.07931532489836704,-6.93499,37.0993,2047.0,0.022587851187905923
99_75,"['97_115', '98_2']",1,0.07927428799083688,-4.37417,80.5816,2085.0,0.015434853777594808
99_98,"['92_113', '94_87']",1,0.07731644820095433,11.8742,31.1368,2100.0,0.014943983678904905
99_170,"['94_87', '98_176']",1,0.07677807622772508,-5.30448,80.6218,2080.0,0.015872005275457932
99_57,"['98_135', '98_2']",1,0.07557669511925244,-4.92684,70.3882,2087.0,0.015768464499778295
