cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
26_108,"['13_85', '13_85']",1,inf,-9.89452,66.6141,2042.0,0.023413678953710635
40_20,"['27_89', '27_89']",1,inf,0.064413,71.099,2100.0,0.014435969324852851
44_119,"['41_109', '43_16']",1,inf,61.3332,24.1633,2100.0,0.009569212427408897
49_55,"['35_49', '35_49']",1,inf,-8.99125,79.0499,2041.0,0.023310545766825827
49_151,"['33_90', '33_90']",1,inf,84.8919,19.435,2100.0,0.010556930466903461
52_91,"['32_87', '32_87']",1,inf,-9.64583,76.9589,2038.0,0.02508355199316896
54_73,"['51_35', '53_142']",1,inf,-8.74319,12.9494,2042.0,0.024389972551755505
54_38,"['52_32', '53_89']",1,0.225214928994518,-3.47641,74.1612,2084.0,0.015601122183980257
54_101,"['53_163', '53_31']",1,0.1807200649078827,-3.52014,33.2933,2074.0,0.016494800020220475
55_4,"['54_171', '40_20']",1,0.17810846781304118,-0.892728,62.7666,2096.0,0.015600488659237226
55_24,"['54_124', '54_52']",1,0.16788402809225467,-3.11622,24.1035,2077.0,0.01739504868190772
54_78,"['49_151', '53_8']",1,0.1596779234424699,74.128,22.742,2100.0,0.00993089596326556
55_146,"['54_171', '40_20']",1,0.15272635019929304,-2.0908,71.4743,2086.0,0.015040766462219784
54_168,"['53_0', '53_137']",1,0.1421187192303888,-2.1894,51.5114,2091.0,0.015807718905962668
55_33,"['53_140', '44_119']",1,0.13996585546716742,50.752,22.7942,2100.0,0.011397171216360514
55_101,"['44_119', '54_136']",1,0.13694984065491417,56.9979,23.8733,2100.0,0.010500970384417054
53_13,"['44_119', '52_81']",1,0.12710344527335354,72.7091,22.7791,2100.0,0.010268164019182105
55_107,"['54_78', '53_75']",1,0.11681232086501357,65.6381,23.2602,2100.0,0.009912988774593018
55_43,"['49_55', '54_73']",1,0.11653450495560239,-8.37726,55.8719,2041.0,0.023970647364710742
55_62,"['26_108', '53_79']",1,0.1083891223871662,-7.66648,37.508,2047.0,0.022048709195235213
55_116,"['54_171', '54_124']",1,0.10741912053958311,-1.09326,29.5087,2089.0,0.01695585551911525
54_64,"['40_20', '53_25']",1,0.10082078321518025,-7.48267,66.0309,2067.0,0.0179950127043591
55_162,"['54_73', '26_108']",1,0.09898205768112338,-8.71874,34.2488,2043.0,0.02330159112959647
55_0,"['54_78', '54_114']",1,0.09780205975226604,26.688,25.8251,2100.0,0.013516672754413742
55_30,"['40_20', '54_86']",1,0.0961051747671598,-6.27699,47.4346,2060.0,0.018578286467854248
55_42,"['54_56', '54_56']",1,0.0915939791755482,-9.49701,76.3052,2039.0,0.02476134051167775
55_83,"['54_64', '53_31']",1,0.09041167902318863,-5.77911,43.3983,2066.0,0.01764522897935656
55_51,"['26_108', '49_55']",1,0.08796922436837576,-9.207,79.018,2042.0,0.023023209465495433
55_38,"['54_101', '54_70']",1,0.08748929959446396,-4.60236,26.4558,2069.0,0.018079701997357703
55_124,"['54_130', '54_141']",1,0.08677834374719612,-8.09291,52.0734,2044.0,0.02231015731180779
55_22,"['54_179', '54_116']",1,0.08620482015283065,-8.03534,59.3026,2047.0,0.021266644739339344
54_130,"['52_92', '51_35']",1,0.08522839456067344,-8.43705,15.8099,2043.0,0.022760594350534874
55_148,"['54_38', '54_124']",1,0.08390075546213145,-4.98856,68.3816,2070.0,0.01692343884485211
55_140,"['44_119', '54_136']",1,0.08381708257186062,38.0456,26.0837,2100.0,0.011559054298094331
55_121,"['54_136', '54_41']",1,0.08304990848255997,33.3481,26.422,2100.0,0.012560067661546727
55_128,"['54_41', '54_136']",1,0.08213247814185448,39.5142,25.344,2100.0,0.01220614835137895
55_15,"['54_124', '54_156']",1,0.07878372419252146,-6.79658,49.1076,2046.0,0.021620684012835362
54_109,"['53_8', '53_44']",1,0.07685073319705818,63.4703,23.6603,2100.0,0.009725465212462132
55_60,"['54_73', '54_124']",1,0.07521278824890198,-5.86656,21.8684,2057.0,0.02018667325713042
53_114,"['52_90', '44_119']",1,0.07519759599682671,46.9857,26.4542,2100.0,0.010861682041784346
55_99,"['54_156', '54_98']",1,0.0740406696452592,-2.4307,24.2484,2058.0,0.01957006165388614
55_179,"['54_101', '26_108']",1,0.07377057635871484,-6.8525,39.8266,2063.0,0.018621096225834483
55_10,"['54_66', '54_62']",1,0.07269106612845672,-4.95385,50.7824,2052.0,0.0200419737240779
55_2,"['54_63', '54_91']",1,0.0726231807643953,-7.19132,62.7477,2062.0,0.019163566049461785
55_113,"['54_171', '54_116']",1,0.07114067279311784,-5.53848,60.6429,2063.0,0.017836731645960113
55_132,"['54_3', '40_20']",1,0.06890293854833442,3.72707,63.8437,2100.0,0.014693554502409003
55_170,"['54_114', '54_78']",1,0.06874788707078455,45.61,24.8941,2100.0,0.011808727269855514
55_176,"['54_160', '53_167']",1,0.0667008545799419,23.9934,29.9112,2100.0,0.014045845751845676
55_138,"['54_111', '53_79']",1,0.06599036756350089,-6.31434,40.9588,2064.0,0.017891252800385248
55_86,"['54_101', '54_51']",1,0.06573404728625899,-4.88961,28.4176,2076.0,0.017182791955642436
55_142,"['54_136', '44_119']",1,0.06519061235970552,43.9643,24.9827,2100.0,0.011659240687996304
55_109,"['54_3', '49_55']",1,0.06416992801943792,-7.43846,69.0867,2055.0,0.019008196461533015
55_91,"['54_111', '54_141']",1,0.0631993010428059,-7.07396,45.8517,2060.0,0.01875639927224002
55_19,"['54_136', '44_119']",1,0.06181955067113494,48.677,25.1141,2100.0,0.010740460119114234
54_141,"['53_148', '52_91']",1,0.06174130670388217,-8.08376,61.7194,2046.0,0.02198461778820387
55_112,"['54_62', '54_179']",1,0.060991285117096616,-5.33805,16.8906,2049.0,0.021165387797056626
55_75,"['54_109', '54_124']",1,0.060169722603107566,11.5926,28.6714,2100.0,0.015948845161193787
55_82,"['54_101', '54_66']",1,0.05975745856504423,-6.30479,58.0402,2056.0,0.018875186499848193
