cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
3_67,"['0_4', '2_137']",1,inf,58.72,24.6057,2100.0,0.009636950205694847
26_108,"['13_85', '13_85']",1,inf,-9.89452,66.6141,2042.0,0.023413678953710635
27_89,"['16_27', '16_27']",1,inf,0.22413,71.0288,2100.0,0.01440627223746824
32_87,"['29_37', '30_125']",1,inf,-9.64568,76.9597,2038.0,0.025078367830531252
33_90,"['22_85', '22_85']",1,inf,84.8919,19.435,2100.0,0.010556930466903461
35_49,"['32_87', '34_177']",1,inf,-9.05432,79.0484,2041.0,0.023315560969032128
36_20,"['32_96', '32_96']",1,inf,-6.76331,13.8143,2046.0,0.02215420056058759
39_166,"['38_20', '38_116']",1,0.1282126307516545,-6.25515,54.4314,2064.0,0.01864893128582285
36_122,"['35_99', '35_172']",1,0.12651664828204542,79.7487,21.796,2100.0,0.010390452407495981
39_135,"['38_65', '38_65']",1,0.11698579635554696,-4.82587,29.8958,2075.0,0.017570008923167887
39_146,"['38_66', '38_92']",1,0.11380108585466812,0.62296,20.5978,2087.0,0.017507489810874216
39_33,"['26_108', '27_89']",1,0.11376732885955135,-8.48004,72.2933,2065.0,0.018521884316683657
39_126,"['36_122', '3_67']",1,0.10750658384544885,72.0646,22.8771,2100.0,0.010223675686483132
39_176,"['38_92', '36_20']",1,0.10689432277744484,-7.1447,14.1557,2049.0,0.020978549396209707
39_3,"['38_7', '38_141']",1,0.10677833775211941,-4.25719,57.9043,2071.0,0.017164303365384728
39_128,"['38_116', '38_31']",1,0.10483832291018257,-7.31378,40.2076,2050.0,0.022001632509040515
39_101,"['36_122', '38_73']",1,0.104726097687725,28.2843,26.55,2100.0,0.013546600465274367
39_143,"['38_3', '38_111']",1,0.10279699697434552,-0.477826,45.278,2090.0,0.01629615986208508
39_108,"['38_77', '38_77']",1,0.10022384305400939,65.2418,23.567,2100.0,0.009783134765981225
39_68,"['38_101', '38_7']",1,0.09955351489249847,0.510741,31.5795,2097.0,0.016659559548569867
39_151,"['36_20', '38_73']",1,0.09888505854618271,-6.26277,17.2891,2057.0,0.020542703630182665
39_85,"['38_101', '37_11']",1,0.09806870596212008,-2.84546,55.7674,2082.0,0.01725121338690926
39_77,"['38_41', '37_11']",1,0.0973881737416606,14.1166,30.8401,2100.0,0.014895469167755858
39_39,"['27_89', '38_116']",1,0.09731849059842221,-7.90458,61.8102,2060.0,0.019079322449671792
39_54,"['27_89', '38_116']",1,0.09698741441995282,-7.12103,66.1229,2070.0,0.018003369149764734
39_117,"['38_113', '38_65']",1,0.09616346052518117,-3.2243,50.1073,2083.0,0.016636866745823
39_4,"['38_96', '35_49']",1,0.09489759031796025,-8.21117,45.994,2042.0,0.023821847686793646
38_7,"['37_11', '37_127']",1,0.09335465356471187,1.12858,50.0962,2098.0,0.015560125273570256
39_119,"['38_16', '38_14']",1,0.08992899282867578,31.7059,26.0418,2100.0,0.01240579838867548
