cand_id,parents,rank,distance,CO2 Equivalent Net Emissions,Adjusted cost of energy per GJ,Year Zero Emissions Reached,Average Percent Energy Change
26_108,"['13_85', '13_85']",1,inf,-9.89452,66.6141,2042.0,0.023413678953710635
40_20,"['27_89', '27_89']",1,inf,0.064413,71.099,2100.0,0.014435969324852851
44_119,"['41_109', '43_16']",1,inf,61.3332,24.1633,2100.0,0.009569212427408897
49_151,"['33_90', '33_90']",1,inf,84.8919,19.435,2100.0,0.010556930466903461
52_91,"['32_87', '32_87']",1,inf,-9.64583,76.9589,2038.0,0.02508355199316896
54_73,"['51_35', '53_142']",1,inf,-8.74319,12.9494,2042.0,0.024389972551755505
56_19,"['55_42', '49_55']",1,inf,-9.02851,79.081,2040.0,0.02398686428052513
56_133,"['55_128', '55_128']",1,0.29417286258749226,38.1221,25.4033,2100.0,0.012280325492092571
56_34,"['49_151', '55_24']",1,0.19450736245659372,42.6395,26.2935,2100.0,0.01156962337481409
56_122,"['55_101', '54_101']",1,0.181361361309205,28.4749,26.3351,2100.0,0.013800197381398085
56_76,"['55_176', '55_4']",1,0.16850461701722702,0.661883,32.0704,2097.0,0.015554899166173855
56_176,"['55_62', '55_4']",1,0.13716852522133993,-6.292,70.4561,2065.0,0.017702947407098563
56_150,"['55_4', '55_116']",1,0.13120415582841835,-1.75496,57.0999,2093.0,0.015022541049990129
56_79,"['54_101', '55_146']",1,0.1276032156229751,-3.30117,61.2064,2081.0,0.016080148126122205
54_101,"['53_163', '53_31']",1,0.12695504936945615,-3.52014,33.2933,2074.0,0.016494800020220475
55_146,"['54_171', '40_20']",1,0.12489406779662773,-2.0908,71.4743,2086.0,0.015040766462219784
56_111,"['55_116', '55_116']",1,0.1248253435826261,-0.839332,29.563,2089.0,0.016878478296888284
56_173,"['55_62', '55_4']",1,0.1244423301983181,-5.31156,24.7286,2070.0,0.018413032970575727
56_172,"['55_24', '55_146']",1,0.11551601747347189,-3.97841,54.5624,2084.0,0.016133692565957043
56_169,"['55_121', '53_13']",1,0.11242161992083144,51.6021,24.736,2100.0,0.010867085037879193
55_101,"['44_119', '54_136']",1,0.10909865151984105,56.9979,23.8733,2100.0,0.010500970384417054
56_135,"['55_179', '54_73']",1,0.1050013493437201,-7.3195,39.8174,2048.0,0.021045228402943074
56_53,"['44_119', '55_101']",1,0.10410206501430612,50.0131,25.5328,2100.0,0.010833616319643281
56_137,"['55_30', '54_168']",1,0.10241195134504454,-4.88374,31.5461,2078.0,0.01796629432430841
54_168,"['53_0', '53_137']",1,0.09951543682289452,-2.1894,51.5114,2091.0,0.015807718905962668
56_100,"['54_130', '55_113']",1,0.09901320257583396,-8.17257,16.0528,2048.0,0.021769022918912168
56_78,"['44_119', '55_116']",1,0.09789400876652192,21.9606,29.0329,2100.0,0.01362817673922225
56_107,"['55_38', '55_62']",1,0.09322779319250968,-5.58599,42.5028,2061.0,0.019077937817405487
56_130,"['55_4', '52_91']",1,0.09297235466427035,-6.97162,62.4833,2056.0,0.0193534677879678
56_80,"['55_124', '54_38']",1,0.09285850181024582,-6.31829,44.3825,2062.0,0.0182799936020107
56_108,"['55_101', '55_116']",1,0.08882778299603086,22.1829,26.7779,2100.0,0.01370175423208919
56_38,"['55_140', '55_38']",1,0.08819707433486648,11.2969,30.9172,2100.0,0.015069314079105812
56_28,"['54_73', '54_101']",1,0.08622563866268623,-6.08148,17.0461,2053.0,0.02020559570662005
56_103,"['54_130', '55_162']",1,0.08447290763274687,-7.92455,48.8224,2043.0,0.022841243107204864
56_64,"['49_151', '54_78']",1,0.0841151892394333,80.1846,21.9902,2100.0,0.010412458992510575
56_56,"['55_43', '55_42']",1,0.0836291358137604,-9.0256,75.6168,2040.0,0.024322580411063215
56_104,"['55_146', '55_42']",1,0.08348179924241515,-7.12578,60.4391,2049.0,0.020685083986087715
56_20,"['55_170', '54_38']",1,0.08205273633381815,8.40241,27.3151,2100.0,0.015200858443378745
56_30,"['55_91', '55_124']",1,0.08134101784234041,-7.21239,42.3886,2051.0,0.019901271610252163
56_67,"['55_140', '54_101']",1,0.08021200179197505,18.5298,28.5913,2100.0,0.014927436565300285
56_165,"['55_24', '55_42']",1,0.0793999750773091,-6.24843,36.8406,2052.0,0.020186412865727824
56_167,"['55_162', '54_168']",1,0.07551653251099458,-6.89917,49.709,2064.0,0.018355291459580154
56_75,"['49_151', '53_114']",1,0.0738188009071572,72.2827,23.0378,2100.0,0.01013432174877822
56_73,"['55_109', '55_109']",1,0.07185101730607307,-7.44353,69.0979,2055.0,0.018969372124080137
56_7,"['54_141', '40_20']",1,0.07184986334811568,-6.13474,70.9127,2074.0,0.017021938377541145
54_38,"['52_32', '53_89']",1,0.07017053599594915,-3.47641,74.1612,2084.0,0.015601122183980257
56_21,"['52_91', '54_73']",1,0.06977140519605046,-9.48226,57.3125,2039.0,0.025024573666032713
56_59,"['26_108', '55_43']",1,0.06951538963869971,-9.17592,66.0354,2042.0,0.023342539292005176
56_65,"['55_101', '49_55']",1,0.06950290682228537,1.45573,20.5021,2100.0,0.01876208709907203
56_40,"['55_38', '55_4']",1,0.06710924354370015,-4.05996,31.9085,2071.0,0.017320403465767957
56_174,"['54_109', '55_107']",1,0.06693506228405094,67.9892,23.1328,2100.0,0.009775215541054557
56_74,"['55_0', '55_22']",1,0.06644356327376454,1.09315,22.0462,2076.0,0.018633336184781527
56_17,"['53_114', '55_146']",1,0.06610169910059559,15.6109,30.3851,2100.0,0.014463384278476312
55_33,"['53_140', '44_119']",1,0.06541015720699177,50.752,22.7942,2100.0,0.011397171216360514
56_149,"['55_86', '52_91']",1,0.06391057218427255,-7.06391,59.1438,2046.0,0.02199732166049534
56_170,"['53_114', '55_4']",1,0.06355770811738665,16.9565,29.1522,2100.0,0.014064993184960711
56_112,"['55_22', '49_55']",1,0.06314135442586369,-8.14209,67.8617,2045.0,0.02255639614722434
56_164,"['55_51', '52_91']",1,0.06292421742496485,-9.53863,76.8808,2040.0,0.02475320672320604
