cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
51_8,"['48_82', '50_41']",1,inf,-3395.49,-11.7385
51_66,"['50_20', '50_64']",1,inf,-3646.18,-10.778
51_70,"['49_47', '50_32']",1,0.0600220360422755,-3578.77,-10.7871
51_39,"['49_47', '50_18']",1,0.0556753169517463,-3469.39,-11.217
48_64,"['47_60', '45_56']",1,0.0494407566420977,-3413.2,-11.6595
49_30,"['47_70', '48_64']",1,0.04091432771769497,-3416.44,-11.6168
50_62,"['49_32', '49_32']",1,0.03395313839132359,-3423.31,-11.5246
50_67,"['49_75', '49_73']",1,0.03088204239809364,-3436.03,-11.5068
51_78,"['50_0', '50_0']",1,0.029333783146723247,-3540.7,-10.8664
51_19,"['50_15', '50_48']",1,0.02882009597333431,-3482.07,-11.1612
50_13,"['49_75', '48_81']",1,0.026964563887008006,-3396.49,-11.6901
49_32,"['48_49', '48_88']",1,0.02524545454056681,-3419.7,-11.5325
51_65,"['50_62', '50_30']",1,0.02475744721286114,-3448.0,-11.3503
51_75,"['49_47', '50_30']",1,0.019271779339837865,-3531.98,-10.9652
51_14,"['50_15', '49_30']",1,0.018542613449341418,-3465.97,-11.2715
51_6,"['50_67', '50_30']",1,0.018147537127656176,-3515.03,-10.9924
51_4,"['50_20', '48_82']",1,0.014351673003921362,-3498.36,-11.0314
51_43,"['50_64', '50_20']",2,inf,-3678.29,-10.7808
50_20,"['49_69', '49_47']",2,0.10874853692862362,-3670.73,-10.8001
51_85,"['50_67', '49_47']",2,0.09078468981888164,-3593.98,-10.89
49_47,"['48_57', '48_82']",2,0.06697980894286973,-3637.45,-10.8426
51_57,"['49_47', '49_47']",2,0.050655494768739026,-3631.68,-10.8522
51_60,"['50_0', '48_64']",2,0.0439767779836383,-3400.95,-11.7498
51_36,"['48_18', '50_67']",2,0.036989447910971585,-3440.14,-11.5837
51_76,"['48_82', '50_42']",2,0.03608554883775986,-3514.89,-11.2374
51_87,"['50_13', '50_63']",2,0.033127469515073574,-3516.81,-11.0965
51_25,"['50_0', '50_13']",2,0.027077688101029156,-3538.55,-10.9842
51_69,"['50_36', '50_79']",2,0.025299506659668167,-3413.72,-11.7218
51_35,"['50_20', '48_64']",2,0.02493544126739661,-3574.07,-10.9577
51_38,"['50_68', '50_13']",2,0.02259299073105913,-3450.43,-11.485
51_47,"['50_64', '50_13']",2,0.0210794699427893,-3531.18,-11.014
51_50,"['50_13', '50_75']",2,0.020802537810941723,-3446.7,-11.5328
50_15,"['49_32', '49_47']",2,0.01489000491704151,-3477.42,-11.2615
51_32,"['50_33', '50_15']",2,0.013885564216475422,-3467.88,-11.2877
51_5,"['50_41', '50_32']",2,0.013307264538745235,-3422.32,-11.6201
51_77,"['49_32', '50_67']",2,0.011076436448604381,-3450.78,-11.4434
51_79,"['50_15', '50_32']",2,0.010561815951479828,-3453.16,-11.3576
51_71,"['50_13', '50_58']",2,0.008171009259416185,-3451.47,-11.3854
51_68,"['50_68', '48_64']",2,0.007269700831718014,-3413.34,-11.7346
51_1,"['49_47', '50_36']",3,0.1269050789019598,-3612.15,-10.9404
51_29,"['48_82', '49_47']",3,0.09643137139977942,-3624.57,-10.9107
51_46,"['49_30', '49_32']",3,0.057926075152456,-3406.93,-11.7515
51_88,"['49_32', '50_64']",3,0.05730506151064334,-3484.18,-11.2619
51_3,"['50_67', '48_64']",3,0.05723139038888544,-3430.95,-11.6387
51_48,"['50_20', '50_13']",3,0.0510967552520212,-3522.11,-11.1613
51_16,"['50_15', '50_42']",3,0.03521033314587563,-3573.18,-11.0057
51_2,"['50_0', '50_33']",3,0.02595686231462365,-3547.66,-11.0186
51_11,"['50_13', '50_13']",3,0.02572947699840996,-3435.64,-11.6219
51_80,"['49_32', '50_48']",3,0.02296823872439261,-3474.32,-11.3016
51_34,"['50_18', '48_18']",3,0.02122215709013723,-3451.31,-11.5389
51_28,"['50_42', '50_67']",3,0.018214842059731604,-3473.82,-11.3317
51_82,"['49_32', '50_64']",3,0.0168072477542816,-3464.57,-11.3835
51_63,"['50_75', '50_63']",3,0.014129828097132018,-3532.56,-11.0295
50_41,"['49_16', '49_62']",3,0.01211965425386989,-3453.52,-11.4304
