cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
59_88,"['58_86', '54_15']",1,inf,-3375.23,-11.5518
60_46,"['59_26', '59_26']",1,inf,-3499.12,-10.499
59_65,"['58_18', '58_4']",1,1.3404791710430243e-05,-3402.86,-11.1078
56_23,"['55_13', '55_65']",1,1.1656797144754341e-05,-3395.01,-11.2755
60_70,"['59_88', '59_88']",1,9.572684591293072e-06,-3376.89,-11.519
59_58,"['54_15', '58_38']",1,8.543227817499938e-06,-3384.76,-11.5016
59_59,"['58_40', '57_60']",1,7.867925567965776e-06,-3416.13,-11.0767
60_18,"['59_26', '59_5']",1,6.404045824315499e-06,-3495.12,-10.5691
60_17,"['59_76', '58_35']",1,5.2732853178554e-06,-3480.0,-10.5908
59_77,"['58_84', '58_23']",1,4.927399695160214e-06,-3391.26,-11.3049
60_25,"['59_14', '59_15']",1,3.026095663251812e-06,-3385.37,-11.3493
59_15,"['58_74', '58_4']",1,3.0143630509307404e-06,-3429.19,-10.9766
60_88,"['59_9', '59_15']",1,2.808451695942131e-06,-3425.25,-11.0748
60_64,"['59_15', '59_52']",1,2.3886613717539917e-06,-3435.04,-10.7386
60_84,"['59_15', '59_52']",1,6.532682348689094e-07,-3425.72,-11.0174
60_37,"['59_65', '59_31']",2,2.0948833192584865e-05,-3463.99,-10.8789
60_24,"['59_65', '58_73']",2,1.6100836978260623e-05,-3477.26,-10.8553
60_26,"['59_59', '59_40']",2,1.3333754564503092e-05,-3408.35,-11.3417
60_21,"['59_26', '57_60']",2,6.1696003799172765e-06,-3489.76,-10.7385
60_65,"['59_59', '56_23']",2,4.750989963298212e-06,-3416.18,-11.1262
57_60,"['54_43', '54_15']",2,4.355667443057134e-06,-3387.74,-11.4839
60_62,"['59_40', '59_15']",2,4.034950916260608e-06,-3496.21,-10.7298
60_60,"['59_52', '59_15']",2,3.7984054477146666e-06,-3437.09,-10.9806
60_12,"['57_60', '59_42']",2,2.931692009929313e-06,-3499.59,-10.7165
60_53,"['58_19', '59_59']",2,2.6566435308614484e-06,-3440.32,-10.9764
60_5,"['59_67', '58_35']",2,2.1130804091548826e-06,-3504.1,-10.5067
60_73,"['56_23', '59_58']",2,1.6301867915661718e-06,-3390.11,-11.3777
60_33,"['59_58', '59_65']",2,1.468544752109648e-06,-3429.31,-11.0314
60_19,"['59_32', '59_59']",2,4.01051211860732e-07,-3442.16,-10.8835
60_15,"['59_59', '56_23']",3,6.558754022743663e-06,-3420.85,-11.25
60_66,"['59_71', '59_88']",3,5.409958263712175e-06,-3489.85,-10.791
60_6,"['59_65', '59_15']",3,3.6248256580270433e-06,-3445.19,-10.9689
60_11,"['59_77', '58_35']",3,3.2011716184810496e-06,-3511.58,-10.556
58_35,"['57_29', '57_13']",3,3.071398751967828e-06,-3515.22,-10.515
60_4,"['59_15', '59_59']",3,2.513635466973586e-06,-3430.62,-11.0862
60_78,"['56_23', '54_15']",3,2.3954289721664115e-06,-3389.67,-11.5184
60_54,"['59_9', '59_71']",3,1.4449107190462386e-06,-3505.83,-10.5785
60_67,"['59_32', '59_67']",3,5.565295095113959e-07,-3439.1,-10.9822
