cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
82_74,"['81_60', '80_31']",1,inf,-3270.22,-10.6839
84_64,"['83_70', '83_26']",1,inf,-3416.8,-9.58866
84_21,"['83_58', '83_66']",1,9.771433532474392e-06,-3303.61,-10.094
84_81,"['83_29', '83_0']",1,5.903499805795417e-06,-3278.62,-10.1786
84_84,"['83_70', '83_72']",1,5.356572921626545e-06,-3362.98,-9.7174
83_87,"['81_67', '82_56']",1,4.07928480446946e-06,-3359.9,-9.73071
84_55,"['83_87', '83_58']",1,4.0637592134225e-06,-3368.84,-9.62366
83_72,"['82_4', '82_71']",1,3.7488463391629836e-06,-3313.35,-9.91165
84_19,"['83_70', '83_31']",1,3.6198224130619773e-06,-3399.02,-9.61616
84_43,"['83_36', '83_36']",1,3.4272315339163998e-06,-3353.22,-9.75082
84_24,"['83_5', '83_72']",1,3.3662164679159503e-06,-3344.54,-9.79172
84_86,"['83_58', '83_5']",1,2.8900193259611795e-06,-3296.07,-10.1062
84_37,"['83_0', '83_66']",1,2.541670671009798e-06,-3272.49,-10.1961
84_40,"['83_72', '83_5']",1,2.455888056079839e-06,-3305.85,-9.99705
83_36,"['82_43', '82_43']",1,2.1356051249586154e-06,-3306.05,-9.96998
84_16,"['83_70', '83_36']",1,1.8572462043856425e-06,-3402.27,-9.60562
84_23,"['83_36', '83_9']",1,1.0995546820062835e-06,-3340.22,-9.8819
84_29,"['83_81', '83_9']",1,5.522542272526463e-07,-3340.54,-9.84888
84_8,"['83_31', '82_27']",2,7.079850217539283e-05,-3419.16,-9.59492
84_73,"['83_31', '83_87']",2,7.70451727481624e-06,-3352.25,-9.87123
83_66,"['81_36', '81_8']",2,7.596046279669334e-06,-3296.12,-10.2087
83_0,"['81_60', '82_22']",2,5.904997961636738e-06,-3275.21,-10.2282
84_87,"['83_72', '81_52']",2,4.016595147389087e-06,-3314.55,-10.0243
83_31,"['82_69', '81_52']",2,3.272649197208673e-06,-3358.23,-9.7725
84_83,"['83_8', '83_58']",2,2.9171477531927325e-06,-3365.23,-9.7241
83_5,"['81_60', '82_69']",2,2.8167278500147376e-06,-3272.74,-10.361
84_78,"['83_48', '83_26']",2,2.737681586368974e-06,-3378.57,-9.67203
81_36,"['80_1', '80_11']",2,2.6480989312012255e-06,-3281.06,-10.2274
84_39,"['83_72', '83_13']",2,2.565838213586039e-06,-3310.52,-10.0544
84_79,"['83_0', '83_13']",2,1.8315932194288018e-06,-3318.04,-9.93547
84_77,"['83_56', '83_31']",2,1.446003316839001e-06,-3335.4,-9.9279
84_28,"['83_56', '83_81']",2,1.4189721773119475e-06,-3341.49,-9.89065
83_70,"['82_27', '82_71']",2,1.2899509645653216e-06,-3386.62,-9.62666
84_9,"['83_70', '83_9']",2,9.008255978879394e-07,-3385.84,-9.6506
84_18,"['83_64', '83_81']",2,6.790389829468899e-07,-3329.53,-9.9345
84_12,"['83_0', '83_69']",3,1.2037585312983785e-05,-3281.24,-10.3039
84_5,"['83_48', '82_27']",3,1.1622022379693647e-05,-3405.87,-9.62941
84_17,"['83_56', '83_63']",3,5.03304266944665e-06,-3355.66,-9.92863
84_2,"['83_72', '83_36']",3,3.507554091031663e-06,-3317.34,-10.0274
