cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
5_87,"['4_12', '4_48']",1,inf,-4160.31,-16.5272
4_35,"['3_41', '3_49']",1,inf,-4691.99,-13.9588
5_59,"['4_48', '4_48']",1,2.529969494353527e-05,-4179.05,-15.3142
4_48,"['2_64', '3_41']",1,1.417357823644458e-05,-4185.46,-15.2621
5_75,"['4_70', '4_37']",1,1.316414109569899e-05,-4319.14,-14.4768
4_37,"['3_87', '3_41']",1,9.920552798278901e-06,-4464.6,-14.1397
5_7,"['4_70', '4_37']",1,8.087713676466237e-06,-4417.14,-14.3403
5_57,"['4_37', '4_70']",1,2.6658988931836303e-06,-4447.39,-14.1606
5_79,"['4_68', '3_87']",2,2.9727122990555605e-05,-4308.25,-15.5229
5_47,"['4_70', '3_41']",2,1.3776790462199102e-05,-4345.09,-14.8431
5_73,"['3_11', '3_60']",2,1.3346351646533355e-05,-4572.26,-14.1589
5_53,"['3_87', '4_37']",2,1.2019369194997368e-05,-4325.37,-15.4367
5_58,"['4_12', '2_64']",2,1.110746660745491e-05,-4459.69,-14.2902
5_54,"['3_46', '3_87']",2,1.0303357089796757e-05,-4193.14,-15.7386
5_83,"['4_56', '4_48']",2,5.97613872567086e-06,-4340.4,-14.9621
4_70,"['3_60', '3_41']",2,2.817892265557677e-06,-4358.93,-14.578
5_11,"['4_55', '3_46']",3,4.452922556194978e-05,-4256.29,-15.9065
5_37,"['4_55', '4_56']",3,1.8652215233366276e-05,-4561.13,-14.3369
5_35,"['4_48', '4_46']",3,1.7956015513787048e-05,-4198.65,-16.2686
5_63,"['3_11', '4_70']",3,1.7321141263195835e-05,-4607.01,-14.2541
5_5,"['3_11', '4_37']",3,1.626352831212427e-05,-4488.3,-14.3711
5_46,"['4_48', '4_70']",3,1.39460339132663e-05,-4356.24,-14.995
5_66,"['3_46', '3_71']",3,1.1562971986494706e-05,-4334.56,-15.896
5_41,"['4_68', '4_56']",3,1.0859646891307415e-05,-4453.6,-14.6116
5_40,"['4_12', '3_11']",3,7.945887003277718e-06,-4427.59,-14.6826
5_19,"['4_67', '3_46']",3,6.3663370960798975e-06,-4195.62,-17.2129
4_12,"['3_41', '3_44']",3,4.82969989423904e-06,-4342.65,-15.6163
5_14,"['4_78', '4_56']",3,3.62223523960597e-06,-4386.9,-14.6891
5_29,"['4_33', '4_12']",3,3.207980298276805e-06,-4471.67,-14.5551
5_69,"['4_46', '4_46']",4,4.315300892103058e-05,-4220.05,-16.3113
5_78,"['4_21', '3_11']",4,3.345930933685712e-05,-4264.28,-16.2982
4_46,"['3_44', '3_41']",4,2.1528024733051945e-05,-4213.38,-16.375
5_1,"['4_37', '3_46']",4,1.1081741312309028e-05,-4409.71,-15.0103
5_50,"['4_85', '4_35']",4,9.566314763792565e-06,-4642.44,-14.3156
5_3,"['4_70', '4_88']",4,9.015483048458835e-06,-4526.43,-14.3763
5_39,"['4_55', '4_21']",4,8.259957531109614e-06,-4358.99,-15.5603
5_17,"['3_11', '4_85']",4,5.152870199499852e-06,-4386.93,-15.3429
5_64,"['4_37', '4_35']",4,5.1165614724870315e-06,-4469.37,-14.7644
3_41,"['2_64', '2_4']",4,3.953380753840003e-06,-4419.36,-14.7994
3_11,"['2_64', '1_39']",4,3.706127951968698e-06,-4491.06,-14.6461
5_82,"['3_41', '4_72']",4,2.8395758634688693e-06,-4492.55,-14.4759
5_2,"['3_46', '3_87']",5,4.461804433440894e-05,-4289.58,-17.6574
5_9,"['4_67', '3_11']",5,1.639401317887905e-05,-4374.14,-15.8715
5_8,"['4_37', '4_78']",5,1.2916121735257887e-05,-4383.38,-15.8361
5_12,"['3_87', '4_88']",5,1.2786669978163186e-05,-4533.69,-14.6115
5_52,"['4_68', '4_68']",5,1.1311927311778453e-05,-4516.59,-14.7955
5_18,"['3_41', '4_67']",5,1.0856846849422148e-05,-4400.37,-15.5404
4_55,"['3_79', '3_49']",5,7.472647906064864e-06,-4411.34,-15.4253
5_74,"['4_68', '2_64']",5,6.580887256598292e-06,-4440.55,-14.8321
5_24,"['4_37', '4_88']",5,5.448023717907482e-06,-4576.37,-14.3791
5_51,"['2_64', '3_87']",5,4.3729941385493026e-06,-4429.85,-15.0773
4_85,"['2_64', '2_64']",5,4.067082095981895e-06,-4574.4,-14.4853
5_84,"['4_46', '4_55']",5,4.049898565385397e-06,-4322.65,-16.2988
5_44,"['3_11', '4_70']",5,2.8011752890423555e-06,-4493.83,-14.8195
