cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
17_57,"['16_85', '16_25']",1,inf,-3661.05,-13.2896
18_57,"['17_85', '16_70']",1,inf,-4047.93,-12.357
17_73,"['15_42', '16_25']",1,2.120805366630565e-05,-3810.25,-12.938
16_25,"['14_68', '15_10']",1,1.973062388175569e-05,-3725.24,-13.1689
17_56,"['16_5', '16_85']",1,1.100544703644524e-05,-3759.1,-12.9697
18_81,"['17_56', '17_73']",1,8.439874403383375e-06,-3816.79,-12.91
18_63,"['17_56', '17_65']",1,5.4800217992865276e-06,-3861.12,-12.7517
18_25,"['17_85', '17_57']",1,3.577048247149347e-06,-3874.44,-12.6548
18_53,"['17_76', '17_73']",1,3.4675678799061064e-06,-3892.48,-12.4821
18_74,"['17_22', '16_25']",1,2.8866121733676547e-06,-3818.65,-12.8419
18_3,"['17_72', '17_72']",1,2.6141099024124655e-06,-3854.45,-12.7874
18_86,"['16_25', '16_25']",2,5.2914253162168985e-05,-3672.75,-13.4329
18_11,"['17_38', '17_57']",2,4.366380162782306e-05,-3713.71,-13.3334
18_33,"['17_57', '17_65']",2,2.4947636505190806e-05,-3778.86,-13.0554
18_22,"['16_5', '17_57']",2,2.3955187903171453e-05,-3843.28,-12.8575
18_51,"['15_21', '17_6']",2,2.0904550981278386e-05,-3824.62,-13.0493
18_61,"['17_72', '16_5']",2,1.9855128376181148e-05,-3767.5,-13.0818
18_16,"['17_72', '17_29']",2,1.5756968874569024e-05,-3906.81,-12.7204
18_69,"['16_85', '17_56']",2,1.1596078945723784e-05,-3716.2,-13.3131
18_71,"['17_14', '17_85']",2,1.1217435804588686e-05,-3987.02,-12.5024
18_5,"['17_73', '17_63']",2,9.552644338763154e-06,-3871.73,-12.8023
18_76,"['17_73', '15_21']",2,3.933361500681794e-06,-3857.21,-12.8342
18_1,"['17_22', '17_63']",2,1.6046075567585141e-06,-3961.87,-12.6623
17_29,"['15_21', '16_85']",2,1.0721595298326322e-06,-3958.0,-12.7129
18_31,"['16_5', '17_68']",3,1.806591122819365e-05,-3735.85,-14.1157
18_37,"['14_79', '17_65']",3,1.4128604653226068e-05,-3792.35,-13.5677
18_7,"['16_85', '16_50']",3,1.2402136290087625e-05,-3742.79,-13.8671
18_45,"['17_72', '17_72']",3,1.2078616442880758e-05,-3942.58,-12.7296
18_23,"['17_72', '16_25']",3,8.121198273607826e-06,-3756.55,-13.6906
18_60,"['17_57', '17_76']",3,7.598586999109282e-06,-3848.45,-12.9148
18_55,"['16_70', '17_56']",3,7.030592013229962e-06,-3919.26,-12.7964
17_22,"['15_21', '16_25']",3,6.144757529788735e-06,-3975.13,-12.6993
18_41,"['15_21', '17_72']",3,4.009445622127492e-06,-3988.11,-12.5487
18_18,"['16_25', '16_85']",3,3.6361687630500028e-06,-3852.71,-12.9019
18_70,"['17_57', '17_38']",3,3.385876651870791e-06,-3792.9,-13.4105
18_20,"['16_50', '17_29']",4,1.7492871153335644e-05,-3795.69,-13.4712
18_13,"['14_79', '17_27']",4,8.867053351288709e-06,-3751.02,-14.8439
18_85,"['16_50', '14_79']",4,8.586653806268553e-06,-3748.13,-15.0302
18_78,"['15_21', '17_29']",4,5.669229989377715e-06,-3922.14,-12.8896
18_40,"['17_63', '17_76']",4,3.929171307827349e-06,-3859.54,-12.9109
18_73,"['17_56', '17_63']",4,1.9502305306153122e-06,-3855.66,-12.998
18_10,"['17_22', '17_27']",4,1.7114019515162065e-06,-3991.63,-12.5674
17_63,"['16_70', '16_5']",4,1.362625419689588e-06,-3957.48,-12.7319
