cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
66_15,"['65_79', '65_36']",1,inf,-3345.11,-11.0245
66_16,"['64_60', '65_23']",1,inf,-3506.63,-10.2019
66_71,"['65_38', '64_60']",1,0.07058330065056342,-3477.93,-10.2539
65_37,"['63_49', '64_20']",1,0.057079371379274414,-3354.57,-10.8962
66_29,"['65_27', '64_60']",1,0.05071569166311839,-3437.31,-10.4561
66_20,"['65_37', '64_20']",1,0.042978950869177926,-3454.16,-10.3264
66_2,"['64_68', '65_37']",1,0.040361176789589046,-3358.3,-10.7527
66_87,"['65_37', '64_20']",1,0.019546126821418267,-3396.72,-10.655
66_53,"['65_27', '65_42']",1,0.018316425778504924,-3445.3,-10.426
66_70,"['65_41', '65_38']",1,0.008908619368870031,-3406.17,-10.4649
66_4,"['65_88', '65_37']",1,0.008769923333582882,-3385.03,-10.7254
66_25,"['65_5', '64_60']",2,0.06567107985804982,-3507.65,-10.2819
66_88,"['64_60', '65_11']",2,0.0482760026252301,-3483.78,-10.3379
66_12,"['65_27', '64_20']",2,0.04213433114365471,-3460.55,-10.4447
66_11,"['65_5', '65_38']",2,0.03977790794323621,-3463.02,-10.3582
66_79,"['65_77', '65_27']",2,0.037837749023618854,-3424.48,-10.4964
66_9,"['65_11', '65_41']",2,0.035900538716060006,-3368.16,-10.772
66_1,"['65_79', '65_86']",2,0.029418005825659756,-3345.74,-11.0508
66_40,"['63_2', '65_38']",2,0.02629963530583155,-3359.71,-10.8817
66_59,"['65_27', '65_38']",2,0.025971690301414413,-3406.51,-10.5941
66_28,"['65_53', '65_38']",2,0.022720697145355604,-3391.99,-10.7324
66_63,"['64_60', '65_38']",2,0.02005258339632221,-3492.26,-10.2901
66_46,"['65_37', '65_37']",2,0.018768351574996574,-3406.31,-10.646
66_6,"['65_79', '65_26']",2,0.014725340819913533,-3399.74,-10.6783
65_38,"['64_80', '64_68']",2,0.013894277291986123,-3398.84,-10.7231
65_79,"['63_49', '64_30']",3,0.12059413494542054,-3346.63,-11.0988
66_76,"['65_23', '65_23']",3,0.0820743292990103,-3433.48,-10.5645
66_75,"['65_32', '64_31']",3,0.06120372859227699,-3495.19,-10.3399
64_60,"['63_67', '63_64']",3,0.05613826342382676,-3523.23,-10.3044
66_3,"['65_71', '65_53']",3,0.05231956972220793,-3362.0,-11.0762
66_33,"['65_26', '65_30']",3,0.05098987549541415,-3369.27,-11.0368
65_42,"['64_80', '64_30']",3,0.048991847745987624,-3450.22,-10.5401
66_21,"['65_11', '65_88']",3,0.04808555752101758,-3375.78,-10.8141
66_34,"['65_38', '65_30']",3,0.04742714542891455,-3479.18,-10.3835
65_32,"['64_41', '64_37']",3,0.04114879001524986,-3427.22,-10.6084
66_35,"['65_42', '65_11']",3,0.022126737262187685,-3462.42,-10.4733
65_27,"['64_30', '62_9']",3,0.020208386944989415,-3465.17,-10.4206
66_81,"['65_79', '65_38']",3,0.019393531511033294,-3402.1,-10.6877
66_48,"['65_83', '65_32']",3,0.016987501158003425,-3469.23,-10.3893
66_39,"['64_20', '65_23']",3,0.014652293128647225,-3466.46,-10.3968
65_11,"['64_68', '63_71']",3,0.013504661788122149,-3392.22,-10.7907
66_14,"['65_37', '65_37']",3,0.01330583446597541,-3409.24,-10.649
66_62,"['65_37', '65_23']",3,0.010994576955349437,-3411.39,-10.6112
66_56,"['65_83', '65_83']",3,0.008616002075007642,-3464.89,-10.4651
66_85,"['65_11', '65_11']",3,0.006509858549980586,-3396.74,-10.7357
66_42,"['64_60', '64_60']",4,0.2429136715652852,-3524.29,-10.3429
66_23,"['65_5', '65_88']",4,0.06964215560565663,-3378.47,-10.9235
66_51,"['65_41', '65_32']",4,0.031090870280162466,-3442.17,-10.5984
66_78,"['65_26', '65_37']",4,0.0288435920878573,-3425.76,-10.6733
66_67,"['65_42', '65_37']",4,0.02828671239222061,-3471.3,-10.4078
66_82,"['65_79', '64_61']",4,0.02562039748199229,-3416.38,-10.6824
66_36,"['65_37', '65_27']",4,0.021544924177135216,-3466.55,-10.4305
66_57,"['65_37', '65_37']",4,0.021333180450581257,-3401.47,-10.7406
66_84,"['64_20', '64_68']",4,0.021208726767892948,-3393.94,-10.8194
66_13,"['65_21', '65_42']",4,0.017076330414455814,-3385.36,-10.8245
66_0,"['65_27', '65_32']",4,0.01693972993365256,-3492.53,-10.3944
66_55,"['64_60', '65_79']",4,0.015560168928025371,-3442.51,-10.5941
66_50,"['65_11', '65_42']",4,0.014681417627030787,-3404.56,-10.7219
65_5,"['63_2', '64_31']",4,0.012775770449845956,-3464.62,-10.5235
66_69,"['65_79', '65_30']",4,0.01226987021684236,-3396.79,-10.775
66_17,"['64_61', '65_88']",5,0.04486531152721697,-3384.42,-11.0674
66_68,"['65_23', '65_21']",5,0.04378653676899311,-3418.76,-10.7043
66_44,"['63_2', '65_21']",5,0.043552465187578514,-3384.94,-11.0144
66_37,"['65_5', '64_60']",5,0.02658737533571992,-3442.28,-10.6261
65_88,"['64_15', '64_61']",5,0.025098928948194033,-3388.18,-10.8297
66_32,"['65_86', '65_88']",5,0.02351314127316824,-3469.16,-10.5256
66_64,"['65_42', '65_79']",5,0.019587184853526698,-3404.15,-10.8021
66_86,"['65_30', '65_11']",5,0.019471113388774455,-3474.07,-10.481
