cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
50_13,"['49_75', '48_81']",1,inf,-3396.49,-11.6901
50_20,"['49_69', '49_47']",1,inf,-3670.73,-10.8001
49_47,"['48_57', '48_82']",1,0.09782616767523475,-3637.45,-10.8426
50_67,"['49_75', '49_73']",1,0.09672204754501385,-3436.03,-11.5068
50_62,"['49_32', '49_32']",1,0.059175030038770296,-3423.31,-11.5246
48_64,"['47_60', '45_56']",1,0.058895686310125824,-3413.2,-11.6595
49_30,"['47_70', '48_64']",1,0.05282183422312729,-3416.44,-11.6168
50_41,"['49_16', '49_62']",1,0.03879779726245627,-3453.52,-11.4304
49_32,"['48_49', '48_88']",1,0.027459445317197104,-3419.7,-11.5325
50_15,"['49_32', '49_47']",1,0.023964551503691228,-3477.42,-11.2615
50_0,"['49_32', '49_47']",1,0.022444217160263603,-3544.28,-10.8715
50_32,"['48_70', '49_47']",1,0.01886239003365238,-3572.25,-10.8675
50_18,"['48_15', '49_56']",1,0.015458671494533088,-3458.65,-11.3784
48_82,"['47_73', '47_60']",1,0.014131670901413986,-3488.64,-11.113
50_83,"['49_50', '49_56']",1,0.01311142004717034,-3512.57,-11.0824
50_64,"['48_82', '49_47']",1,0.010271371387319872,-3503.79,-11.107
50_30,"['49_34', '49_73']",1,0.010193483169181422,-3515.19,-10.9602
50_68,"['49_16', '48_18']",2,0.06778216132503076,-3409.11,-11.8696
48_18,"['44_29', '47_21']",2,0.06706032330350069,-3408.79,-11.8785
50_42,"['49_87', '49_73']",2,0.06133907931791027,-3566.55,-10.9486
50_58,"['49_39', '49_73']",2,0.05543782449592141,-3593.6,-10.8783
50_48,"['48_15', '49_47']",2,0.047989680939716735,-3495.04,-11.2736
50_38,"['49_16', '48_18']",2,0.044526816981813655,-3447.25,-11.5546
50_63,"['48_82', '49_62']",2,0.039412999979097474,-3488.01,-11.3325
50_33,"['48_82', '49_69']",2,0.037519193754262554,-3545.8,-10.9528
50_79,"['49_30', '49_56']",2,0.03435564624212847,-3410.31,-11.7352
50_53,"['49_30', '48_19']",2,0.027024906046385022,-3447.71,-11.5476
50_36,"['49_73', '49_62']",2,0.023380797748545318,-3527.63,-11.0783
50_47,"['49_73', '49_61']",2,0.015830149689992083,-3528.56,-11.0326
50_75,"['49_34', '49_50']",2,0.014939809348331593,-3502.51,-11.1576
50_86,"['49_32', '49_32']",2,0.013337671130193915,-3464.24,-11.3981
50_3,"['48_70', '48_64']",2,0.012366668980322766,-3472.78,-11.3792
50_57,"['49_16', '49_62']",2,0.011383975440113249,-3535.54,-10.9681
50_23,"['49_32', '49_32']",2,0.010651894677745063,-3459.05,-11.4106
50_28,"['48_81', '48_81']",2,0.009845550906758442,-3516.08,-11.0965
50_10,"['48_19', '49_32']",2,0.004185012148200326,-3461.43,-11.4099
50_43,"['49_16', '48_18']",3,0.10522573127244006,-3410.28,-11.914
50_22,"['48_64', '49_56']",3,0.08110370009358113,-3422.5,-11.7556
50_81,"['49_32', '48_70']",3,0.05178162678770569,-3555.83,-10.9966
50_24,"['49_85', '48_18']",3,0.03138585022205592,-3447.54,-11.6007
50_51,"['49_56', '49_85']",3,0.025199489345313793,-3499.48,-11.3874
50_6,"['49_61', '48_82']",3,0.024398402307414083,-3533.04,-11.0691
50_35,"['49_69', '49_85']",3,0.023956775769922858,-3572.75,-10.9501
50_29,"['49_73', '49_85']",3,0.023216302522020067,-3508.36,-11.1616
50_1,"['49_62', '49_87']",3,0.02281915741288424,-3504.93,-11.2429
50_54,"['49_4', '49_26']",3,0.02074117010568392,-3503.07,-11.3348
50_31,"['48_64', '48_64']",3,0.01995931532421238,-3456.8,-11.5554
50_87,"['49_56', '48_82']",3,0.016339115121782984,-3460.46,-11.4368
49_62,"['48_82', '48_82']",3,0.014476793716108518,-3537.31,-11.0182
50_73,"['49_73', '49_69']",3,0.012546970263776006,-3556.12,-10.9675
50_76,"['49_16', '49_32']",3,0.011935754919027288,-3478.24,-11.4048
50_45,"['48_82', '49_32']",4,0.03951227729196617,-3465.42,-11.4891
50_78,"['49_62', '49_62']",4,0.03199173711839473,-3540.95,-11.0437
50_4,"['49_87', '49_32']",4,0.030922635579814832,-3510.58,-11.3644
50_85,"['49_85', '48_82']",4,0.019389935112442577,-3538.19,-11.0662
50_56,"['49_69', '49_81']",4,0.0174818629172176,-3559.11,-10.9793
50_14,"['48_15', '49_85']",4,0.016161261123688913,-3479.42,-11.4084
50_82,"['48_15', '48_70']",4,0.014591912943564852,-3477.52,-11.4572
50_34,"['49_61', '49_16']",4,0.014304395461118473,-3535.35,-11.0849
50_27,"['49_69', '49_39']",4,0.013072557514279149,-3586.64,-10.9524
50_5,"['49_88', '49_69']",4,0.010930004902854566,-3510.84,-11.1663
50_59,"['49_30', '49_69']",4,0.009461239254458072,-3504.18,-11.3959
50_2,"['48_70', '49_32']",4,0.009269246580665559,-3461.16,-11.5003
50_46,"['49_16', '48_19']",4,0.006720467907478602,-3464.53,-11.4953
50_70,"['49_73', '49_16']",5,0.061197803719704985,-3517.42,-11.232
50_80,"['49_61', '49_32']",5,0.04921463062989423,-3529.61,-11.1693
50_74,"['48_19', '48_70']",5,0.04649965349128732,-3482.09,-11.4709
49_85,"['47_4', '48_46']",5,0.028660976369037517,-3588.08,-11.0096
50_25,"['49_85', '49_85']",5,0.02587951195557713,-3578.5,-11.0111
50_37,"['48_70', '49_26']",5,0.02519765881172497,-3490.1,-11.4196
48_70,"['47_45', '45_21']",5,0.021384451163699886,-3592.68,-10.9573
50_16,"['49_62', '48_64']",5,0.02022459209248322,-3497.77,-11.4183
50_66,"['49_69', '49_30']",5,0.020220314273537533,-3560.28,-11.0263
50_8,"['49_32', '49_4']",5,0.017927405111278823,-3474.43,-11.5309
50_71,"['48_81', '49_32']",5,0.017584602287245225,-3462.03,-11.5429
49_69,"['48_70', '48_70']",5,0.01694833678058841,-3597.28,-10.9564
50_11,"['48_18', '49_61']",5,0.012599844177665106,-3515.68,-11.2479
50_65,"['48_81', '49_61']",5,0.010698497086741776,-3545.76,-11.1005
50_50,"['48_70', '49_88']",5,0.0060241139255548205,-3563.78,-11.0216
50_55,"['49_85', '48_18']",6,0.04050441394717772,-3558.25,-11.3027
50_88,"['49_85', '49_69']",6,0.03695409136144004,-3612.42,-10.9763
50_12,"['48_15', '48_64']",6,0.026184865038558543,-3464.53,-11.5583
50_69,"['49_39', '49_73']",6,0.025671060615429144,-3579.82,-11.0115
50_52,"['49_47', '49_69']",6,0.017879008026353428,-3563.26,-11.0562
50_21,"['49_16', '49_69']",6,0.011450172267912426,-3513.94,-11.4235
50_84,"['48_19', '48_64']",7,inf,-3472.22,-12.7655
50_7,"['49_47', '49_88']",7,0.12317191862650452,-3650.63,-11.0533
50_49,"['49_39', '49_87']",7,0.07578989953733968,-3618.06,-11.0744
50_44,"['48_18', '47_62']",7,0.027351648224098284,-3514.26,-11.7083
50_26,"['48_70', '49_32']",7,0.022171363668241715,-3571.57,-11.0806
50_72,"['49_61', '49_85']",7,0.02045087903316624,-3563.8,-11.1399
50_19,"['49_69', '49_47']",8,inf,-3680.28,-11.0553
50_61,"['49_32', '49_39']",8,0.44210328660813586,-3522.82,-12.077
50_9,"['49_75', '49_69']",8,0.037718635857109,-3584.76,-11.1203
50_60,"['49_16', '49_73']",8,0.03254152291136228,-3605.32,-11.0932
50_77,"['49_39', '49_61']",9,0.36000063331800686,-3564.53,-12.7122
50_40,"['48_15', '49_85']",9,0.02433403601320373,-3597.76,-11.1553
50_17,"['48_81', '48_70']",10,0.03701898297038285,-3601.63,-11.4479
50_89,"['48_18', '49_62']",10,0.02705370871250705,-3609.19,-11.1598
50_39,"['49_47', '49_85']",11,0.07153062438052094,-3632.6,-11.5294
