cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
96_81,"['95_21', '95_28']",1,inf,-3229.61,-9.79301
96_29,"['95_65', '95_59']",1,inf,-3379.63,-9.2208
96_40,"['94_64', '94_29']",1,0.05668022738294401,-3338.13,-9.34559
96_6,"['94_64', '95_18']",1,0.03825883108903489,-3332.76,-9.3773
96_48,"['94_64', '95_26']",1,0.03605234481852938,-3259.54,-9.67254
96_28,"['95_62', '95_0']",1,0.02952834481282826,-3350.58,-9.27309
95_51,"['94_66', '92_39']",1,0.0234887641515974,-3254.4,-9.78919
96_27,"['95_21', '95_2']",1,0.02196430381193462,-3281.7,-9.63656
95_21,"['92_8', '94_63']",1,0.018660568869782387,-3288.85,-9.55724
94_64,"['93_48', '93_27']",1,0.01289128646280668,-3296.75,-9.44328
95_50,"['93_27', '94_67']",1,0.012014135446612955,-3317.19,-9.38529
95_59,"['93_53', '92_55']",2,inf,-3393.32,-9.24435
96_73,"['92_17', '95_26']",2,0.858515907624916,-3237.17,-10.1243
92_17,"['91_36', '88_32']",2,0.0866049360169822,-3238.34,-10.0984
96_20,"['94_29', '95_10']",2,0.07836576687434402,-3363.38,-9.30335
92_8,"['91_0', '91_55']",2,0.07254635288577782,-3246.94,-10.0024
94_35,"['93_61', '93_83']",2,0.06039828892687813,-3249.96,-9.90074
96_38,"['95_59', '94_35']",2,0.04137059187313678,-3341.8,-9.3999
96_32,"['92_8', '95_1']",2,0.031800477978506506,-3252.25,-9.86095
96_77,"['94_64', '94_80']",2,0.03032362649891686,-3263.56,-9.72885
96_88,"['92_8', '94_64']",2,0.0286863253208457,-3330.12,-9.44582
96_11,"['92_17', '95_58']",2,0.02394966720272695,-3290.99,-9.66668
96_36,"['95_26', '92_8']",2,0.02333207297596797,-3255.64,-9.83207
96_33,"['95_51', '95_2']",2,0.021759412316342274,-3302.17,-9.52797
96_71,"['95_18', '95_0']",2,0.01820151640200587,-3346.98,-9.35161
96_62,"['94_35', '95_50']",2,0.011118889039167279,-3351.28,-9.31951
96_65,"['95_51', '95_0']",2,0.010282510924698056,-3315.01,-9.46136
96_19,"['95_18', '95_21']",2,0.010065105347340293,-3351.25,-9.34022
96_24,"['92_8', '94_45']",2,0.007862086344333014,-3297.77,-9.54001
96_4,"['95_1', '95_1']",2,0.007760287175280982,-3348.14,-9.3468
95_26,"['93_42', '92_39']",2,0.0056011552554037485,-3271.16,-9.68858
96_21,"['95_81', '95_21']",2,0.003999740180701388,-3347.32,-9.35028
96_22,"['94_29', '95_2']",2,0.00389540934094873,-3314.45,-9.47995
96_16,"['93_42', '94_35']",3,0.04638915181531866,-3257.74,-9.99594
96_67,"['95_84', '95_59']",3,0.03630092176935772,-3359.2,-9.36018
96_17,"['94_45', '92_17']",3,0.034456029831131704,-3344.7,-9.45737
96_58,"['95_40', '94_35']",3,0.021345482733024185,-3286.41,-9.68927
96_1,"['95_2', '95_28']",3,0.01983283925212114,-3301.1,-9.59076
96_61,"['95_40', '95_9']",3,0.019133174067368138,-3284.53,-9.70295
96_10,"['94_29', '95_51']",3,0.018783626018452276,-3327.06,-9.48189
96_51,"['95_50', '95_72']",3,0.01869024274599897,-3270.45,-9.73772
95_2,"['92_55', '94_80']",3,0.015267106126787867,-3264.09,-9.76151
96_54,"['94_64', '95_9']",3,0.014638371654027085,-3347.46,-9.40178
96_46,"['95_81', '95_9']",3,0.014460090022935237,-3378.44,-9.30499
96_45,"['95_62', '94_35']",3,0.014066269533486029,-3299.61,-9.6064
96_31,"['95_59', '95_2']",3,0.010136356874116976,-3285.11,-9.70243
96_57,"['95_1', '95_51']",3,0.00830659312935429,-3305.4,-9.53876
96_15,"['95_26', '95_59']",3,0.007791635091802275,-3332.31,-9.47755
96_85,"['94_80', '95_51']",3,0.006760595215782286,-3298.13,-9.67179
96_25,"['95_59', '95_62']",3,0.006357349741129867,-3351.79,-9.37309
96_50,"['95_52', '94_80']",3,0.0009848344111438587,-3271.17,-9.73023
96_35,"['95_9', '95_10']",4,0.09125377156188287,-3370.87,-9.37095
96_52,"['95_18', '95_2']",4,0.04203123616287048,-3352.09,-9.3962
96_37,"['95_51', '93_42']",4,0.03717540579229717,-3265.37,-9.86997
96_8,"['94_80', '95_26']",4,0.03488628218874802,-3268.73,-9.78048
96_83,"['95_50', '94_29']",4,0.021086758489146387,-3327.66,-9.53451
96_63,"['95_84', '95_18']",4,0.01746827902103772,-3348.56,-9.44868
96_2,"['95_1', '95_72']",4,0.016065362197134735,-3288.2,-9.73552
96_76,"['94_29', '95_72']",4,0.014886604467948395,-3292.6,-9.70552
96_7,"['95_26', '95_81']",4,0.0117844658223426,-3313.8,-9.57611
