cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
54_15,"['53_10', '53_17']",1,inf,-3378.94,-11.5869
56_78,"['55_10', '55_5']",1,inf,-3537.77,-10.634
53_17,"['52_69', '52_69']",1,1.6155200199164074e-05,-3389.39,-11.5572
56_23,"['55_13', '55_65']",1,6.035348590938647e-06,-3395.01,-11.2755
56_3,"['53_10', '55_82']",1,5.493015835748359e-06,-3511.66,-10.7834
56_79,"['55_78', '55_7']",1,3.869323176149586e-06,-3461.02,-11.142
55_10,"['54_57', '53_10']",1,3.403329282013738e-06,-3536.04,-10.6487
56_40,"['55_57', '55_30']",1,3.252054359981917e-06,-3509.3,-10.8143
56_87,"['55_78', '55_10']",1,3.1822803861316685e-06,-3470.16,-11.019
56_18,"['55_45', '55_10']",1,2.318098954234243e-06,-3520.48,-10.6845
56_82,"['55_26', '55_30']",1,2.2319951687454693e-06,-3491.12,-10.8242
56_53,"['55_13', '54_54']",1,2.1953595533554696e-06,-3440.48,-11.1706
56_64,"['54_75', '55_31']",1,2.011682862482801e-06,-3437.21,-11.2036
56_52,"['55_65', '55_57']",1,1.6305265363971373e-06,-3450.94,-11.1609
55_41,"['54_75', '52_40']",1,1.5741568941284274e-06,-3452.15,-11.1455
56_55,"['53_17', '55_45']",1,9.831897758333756e-07,-3484.85,-10.8997
56_21,"['55_79', '55_10']",1,8.154456757348441e-07,-3484.07,-10.9649
55_78,"['54_82', '54_79']",1,1.0827163797473886e-07,-3431.16,-11.2058
56_31,"['54_54', '55_30']",2,1.0935163485111072e-05,-3481.09,-11.0775
54_54,"['52_64', '53_88']",2,7.740313966285364e-06,-3401.73,-11.3908
53_55,"['51_8', '52_57']",2,6.026680895513054e-06,-3398.17,-11.5562
56_11,"['52_40', '54_15']",2,5.313872994915545e-06,-3514.73,-10.8638
56_9,"['55_10', '52_40']",2,5.304105286692402e-06,-3487.2,-10.9168
54_43,"['53_80', '53_30']",2,5.117462358603572e-06,-3405.87,-11.3733
56_68,"['55_10', '55_10']",2,4.962452203944348e-06,-3538.63,-10.6559
56_76,"['55_10', '54_43']",2,4.275313588447595e-06,-3445.33,-11.1789
56_80,"['55_41', '52_40']",2,4.128371122233939e-06,-3521.76,-10.8428
56_29,"['55_13', '54_15']",2,3.7001466539714258e-06,-3424.32,-11.3372
56_83,"['53_55', '55_79']",2,3.5681395506870334e-06,-3442.49,-11.1942
