cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
92_17,"['91_36', '88_32']",1,inf,-3238.34,-10.0984
91_59,"['90_69', '90_32']",1,inf,-3379.17,-9.35035
92_41,"['91_7', '91_66']",1,8.611021500152161e-06,-3302.57,-9.52971
91_66,"['90_29', '89_31']",1,8.324999089523037e-06,-3274.03,-9.87965
92_8,"['91_0', '91_55']",1,7.051212182079082e-06,-3246.94,-10.0024
92_50,"['88_43', '91_38']",1,6.882899307134374e-06,-3288.43,-9.67668
91_47,"['90_69', '88_43']",1,6.582654354462819e-06,-3282.11,-9.79076
92_55,"['91_59', '91_7']",1,2.153694786052623e-06,-3319.18,-9.42692
92_39,"['91_66', '91_43']",1,2.029479972704598e-06,-3262.28,-9.88368
92_68,"['91_17', '91_20']",1,7.417425002044509e-07,-3359.67,-9.42159
92_86,"['91_64', '91_47']",1,6.490856186574627e-07,-3362.45,-9.39151
91_46,"['90_49', '90_75']",2,1.351052328572399e-05,-3294.38,-9.75026
90_0,"['89_19', '89_37']",2,1.1091628699397695e-05,-3270.1,-9.90389
92_7,"['88_32', '90_13']",2,1.016595639876796e-05,-3253.86,-10.0308
88_32,"['87_61', '86_79']",2,8.814350789184817e-06,-3246.89,-10.1583
92_37,"['90_0', '91_66']",2,8.12646913798108e-06,-3281.89,-9.90263
90_13,"['89_66', '89_52']",2,7.899194519915063e-06,-3262.57,-9.91838
88_43,"['87_51', '87_61']",2,6.743906735665982e-06,-3257.05,-10.0288
92_89,"['90_0', '91_36']",2,5.273397079887694e-06,-3260.57,-10.0187
92_40,"['91_59', '91_47']",2,4.715257192219124e-06,-3366.8,-9.41755
92_25,"['91_66', '91_7']",2,2.5068122601458335e-06,-3341.56,-9.45272
92_42,"['91_79', '91_17']",2,1.3684898618252317e-06,-3305.06,-9.68929
92_18,"['91_46', '91_59']",2,9.079449326423777e-07,-3320.8,-9.54917
92_43,"['91_38', '91_13']",2,8.341350100083984e-07,-3310.14,-9.60368
92_3,"['91_55', '91_64']",2,7.945974162775725e-07,-3360.37,-9.4519
91_64,"['89_64', '90_59']",2,7.503449840773144e-07,-3326.72,-9.49148
92_66,"['91_34', '91_78']",2,6.910100009336871e-07,-3288.95,-9.77175
92_62,"['91_55', '91_17']",2,2.672026365003784e-07,-3326.57,-9.54129
92_29,"['91_68', '91_59']",3,6.955501612103232e-06,-3375.46,-9.42833
92_44,"['91_59', '91_79']",3,6.536514297559586e-06,-3353.61,-9.49855
92_23,"['91_55', '90_13']",3,5.469907010522183e-06,-3289.11,-9.85076
92_59,"['88_43', '91_7']",3,3.984532411217779e-06,-3273.61,-9.95767
92_74,"['88_32', '91_35']",3,3.718029781962264e-06,-3324.14,-9.57509
92_48,"['91_66', '91_20']",3,2.6023224073838196e-06,-3338.31,-9.55472
92_26,"['91_59', '91_79']",3,2.317400008140199e-06,-3365.07,-9.46487
92_32,"['91_57', '91_38']",3,2.1261773167342915e-06,-3370.91,-9.45069
92_88,"['91_0', '90_13']",3,1.7064823897007513e-06,-3305.9,-9.7145
92_87,"['91_47', '91_78']",3,1.4369549394689895e-06,-3303.38,-9.75281
91_13,"['90_63', '88_43']",3,1.4224499996690376e-06,-3317.47,-9.60905
92_4,"['91_47', '91_68']",3,1.4173023412231177e-06,-3343.67,-9.52812
92_58,"['91_38', '91_68']",3,1.3091524838217573e-06,-3316.63,-9.64914
92_1,"['91_0', '91_13']",3,1.3003623928412378e-06,-3345.15,-9.51606
92_16,"['91_13', '91_13']",3,6.675749687041534e-07,-3310.22,-9.69479
92_83,"['88_43', '91_66']",3,5.707976238459665e-07,-3302.95,-9.78021
92_5,"['88_32', '91_43']",3,5.125674418057066e-07,-3308.52,-9.71411
92_10,"['91_59', '91_13']",4,4.1499672305443305e-06,-3369.89,-9.49061
92_70,"['91_59', '91_35']",4,3.759134576417515e-06,-3345.33,-9.51883
92_28,"['88_43', '91_35']",4,2.9763372822757924e-06,-3336.85,-9.58306
92_9,"['91_47', '91_59']",4,2.3317573412469702e-06,-3379.4,-9.4299
92_73,"['90_13', '91_38']",4,2.0105773822215683e-06,-3362.36,-9.50687
92_52,"['91_66', '91_38']",4,1.9472523577796157e-06,-3310.8,-9.69766
92_61,"['91_36', '91_38']",4,1.8721848169629945e-06,-3334.34,-9.59758
92_79,"['90_13', '91_55']",4,1.6971698984786055e-06,-3304.54,-9.7626
92_36,"['88_43', '91_59']",4,1.6410649487669548e-06,-3320.17,-9.62158
92_54,"['91_13', '91_46']",4,1.492689885351429e-06,-3344.04,-9.5461
92_49,"['91_20', '91_46']",4,1.4727148889344776e-06,-3337.57,-9.58079
92_22,"['91_20', '91_36']",4,4.492676279559443e-07,-3303.12,-9.8259
92_27,"['88_43', '91_0']",4,3.1101266928704705e-07,-3306.95,-9.72737
92_12,"['88_43', '91_46']",4,2.1902016362282335e-07,-3306.75,-9.74517
92_30,"['91_13', '91_59']",5,3.6023922418949116e-06,-3381.48,-9.44258
92_78,"['91_47', '91_78']",5,3.353454584112202e-06,-3321.07,-9.68816
92_15,"['91_64', '91_55']",5,2.201067250546306e-06,-3355.39,-9.5255
92_13,"['91_47', '91_46']",5,2.120777260841823e-06,-3342.63,-9.62485
92_34,"['91_13', '91_47']",5,1.7448123657669145e-06,-3365.22,-9.51266
92_82,"['88_32', '91_79']",5,1.736487489932788e-06,-3332.09,-9.6255
92_77,"['91_64', '91_0']",5,1.6180699210911673e-06,-3313.22,-9.7251
92_85,"['90_13', '88_32']",5,1.229294893427359e-06,-3307.7,-9.80606
92_76,"['91_64', '88_43']",5,1.1773775922242746e-06,-3325.51,-9.64578
92_81,"['91_79', '91_66']",5,1.03097494405854e-06,-3314.14,-9.71081
92_63,"['90_0', '88_32']",5,9.203630870025257e-07,-3306.75,-10.0519
92_45,"['91_57', '91_55']",5,8.873799301186576e-07,-3308.77,-9.74603
92_72,"['88_32', '91_66']",5,7.971678635451066e-07,-3307.04,-9.96014
92_31,"['91_47', '90_13']",5,7.376524578710815e-07,-3324.75,-9.68399
92_56,"['91_47', '91_59']",6,0.9998564069641025,-3382.97,-9.46062
92_64,"['91_20', '91_78']",6,4.823074651345901e-06,-3331.05,-9.66074
92_46,"['91_13', '91_47']",6,4.348241969114405e-06,-3327.31,-9.68669
92_20,"['90_25', '91_15']",6,3.885197014054952e-06,-3359.64,-9.52699
92_0,"['91_38', '91_13']",6,3.728727077186362e-06,-3378.93,-9.52304
92_71,"['90_0', '91_47']",6,1.393412514617556e-06,-3309.4,-9.81966
92_14,"['91_13', '91_0']",6,1.1068748883245175e-06,-3316.18,-9.71359
92_75,"['90_13', '88_43']",6,8.515551903138191e-07,-3308.26,-9.86559
92_6,"['88_43', '90_0']",6,7.675099514099391e-07,-3324.87,-9.70593
92_84,"['90_0', '91_47']",6,4.597325259395933e-07,-3326.24,-9.70577
92_33,"['91_55', '91_79']",6,3.981575196104852e-07,-3312.47,-9.76918
92_24,"['91_66', '91_47']",7,2.5254672428997258e-06,-3334.62,-9.68141
92_38,"['91_66', '90_0']",7,2.2628122586349926e-06,-3332.76,-9.69223
92_2,"['91_46', '91_47']",7,2.002017293622111e-06,-3360.46,-9.55112
92_11,"['90_13', '91_66']",7,1.716417282199113e-06,-3318.03,-9.74574
92_65,"['91_38', '91_66']",7,1.688657415536827e-06,-3312.15,-9.84333
92_47,"['91_47', '91_15']",7,7.550074271698349e-07,-3312.54,-9.77141
92_19,"['91_66', '91_64']",8,2.6430348029439163e-06,-3362.94,-9.59754
92_80,"['90_13', '90_0']",8,1.4098174740838318e-06,-3314.24,-9.80161
92_69,"['91_66', '91_47']",8,3.37652524356821e-07,-3326.47,-9.76452
92_35,"['90_0', '90_0']",9,1.9637349232140813e-06,-3315.53,-9.83753
92_21,"['90_0', '91_7']",9,7.459725439864281e-07,-3326.02,-9.80694
92_51,"['91_79', '91_57']",10,0.9999988114660193,-3340.14,-15.3085
92_57,"['88_32', '88_32']",10,1.1821545280000356e-05,-3348.89,-10.4728
92_60,"['88_32', '91_0']",10,4.578315191777338e-06,-3355.8,-10.2848
92_53,"['91_38', '91_47']",11,9.400536948491968e-06,-3372.0,-13.7994
92_67,"['91_59', '91_34']",12,inf,-999999.0,-999999.0
