cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
32_27,"['31_88', '31_57']",1,inf,-3541.61,-12.1895
32_38,"['30_78', '31_52']",1,inf,-3790.15,-11.4592
32_80,"['30_78', '31_52']",1,2.0640588821039194e-05,-3776.66,-11.486
32_2,"['31_88', '31_75']",1,1.858874242724529e-05,-3631.9,-11.8179
32_5,"['31_57', '31_71']",1,1.2535598240586399e-05,-3654.06,-11.5681
32_32,"['31_60', '31_30']",1,1.0573200950341091e-05,-3647.99,-11.7536
32_59,"['30_21', '31_75']",1,6.972437790373245e-06,-3570.03,-11.9433
31_75,"['30_14', '30_39']",1,4.863171838069109e-06,-3565.61,-12.0782
31_71,"['30_39', '30_31']",1,4.614247634358183e-06,-3650.36,-11.6389
32_62,"['31_65', '31_66']",1,2.6776215192252555e-06,-3694.32,-11.4968
32_64,"['31_61', '31_66']",1,1.940626164970347e-06,-3582.09,-11.9117
32_3,"['30_78', '31_61']",1,1.8126994469608438e-06,-3616.48,-11.8204
32_60,"['31_61', '31_52']",1,1.7729863900950007e-06,-3590.29,-11.8474
32_13,"['31_66', '31_88']",1,1.1179108996049905e-06,-3588.99,-11.8809
31_60,"['30_4', '29_57']",1,1.0498620626866027e-06,-3565.2,-12.1735
32_40,"['30_21', '31_71']",2,9.33039251644319e-06,-3638.97,-11.8644
32_63,"['31_8', '31_60']",2,7.468209036854718e-06,-3549.81,-12.2715
32_68,"['31_61', '31_61']",2,6.1168095528665735e-06,-3574.41,-12.0875
32_4,"['30_58', '30_39']",2,5.931540412367592e-06,-3709.76,-11.5042
32_21,"['30_21', '31_52']",2,5.266158512431503e-06,-3689.56,-11.5969
31_46,"['29_61', '30_14']",2,4.667848302179166e-06,-3543.51,-12.4682
32_9,"['31_71', '31_46']",2,4.408971963557374e-06,-3572.54,-12.1799
32_19,"['30_50', '31_88']",2,3.715306295131988e-06,-3547.39,-12.3991
32_49,"['31_71', '31_60']",2,3.3894457058433956e-06,-3664.7,-11.6841
32_85,"['31_78', '31_66']",2,3.087479133218673e-06,-3583.37,-12.0459
32_25,"['31_75', '30_78']",2,2.391826002103561e-06,-3649.49,-11.8263
32_74,"['31_57', '31_57']",2,2.103030447603342e-06,-3606.81,-11.8875
32_66,"['31_57', '31_61']",2,2.013010482917667e-06,-3602.32,-11.8906
32_29,"['31_66', '31_52']",2,1.9852975755645437e-06,-3671.31,-11.6695
32_57,"['31_71', '31_78']",2,1.9175841698367535e-06,-3663.66,-11.7251
31_61,"['30_78', '30_50']",2,1.797863835108683e-06,-3615.68,-11.8648
32_26,"['31_88', '31_61']",2,1.4292775893476534e-06,-3591.26,-11.9613
32_71,"['31_66', '29_61']",2,1.29991542644135e-06,-3588.34,-12.0232
32_50,"['31_52', '31_66']",2,1.2004307708455021e-06,-3607.57,-11.8659
32_10,"['31_75', '31_10']",2,8.007732839375076e-07,-3596.19,-11.9545
31_22,"['30_39', '30_15']",3,1.4226641901692238e-05,-3715.72,-11.5901
31_52,"['30_78', '30_58']",3,1.358306027337055e-05,-3788.16,-11.5174
32_46,"['30_39', '31_73']",3,9.655230228048167e-06,-3662.82,-11.8376
32_88,"['31_46', '31_60']",3,7.800417694319936e-06,-3554.79,-12.3889
32_20,"['30_50', '31_46']",3,7.110793784299026e-06,-3558.62,-12.331
32_33,"['31_88', '30_50']",3,7.093728998697755e-06,-3578.59,-12.215
32_76,"['31_61', '30_36']",3,4.840405988275811e-06,-3546.18,-12.4807
32_35,"['31_66', '30_39']",3,4.763316323828049e-06,-3667.02,-11.7791
32_22,"['31_30', '31_66']",3,4.33805223684584e-06,-3669.43,-11.7181
30_50,"['29_70', '28_56']",3,3.901517155411902e-06,-3557.55,-12.3629
32_82,"['31_61', '31_75']",3,3.481801126638835e-06,-3601.85,-11.999
32_61,"['31_0', '31_10']",3,3.087814564410183e-06,-3692.7,-11.687
32_77,"['30_21', '31_22']",3,2.704863566687686e-06,-3683.19,-11.691
31_57,"['30_15', '30_78']",3,2.394226032005557e-06,-3603.85,-11.9198
32_58,"['31_88', '31_73']",3,1.7632508417860065e-06,-3672.1,-11.6923
32_23,"['31_75', '31_71']",3,1.3188219430378836e-06,-3589.44,-12.1637
32_69,"['31_57', '31_57']",3,1.0820687449921057e-06,-3619.21,-11.906
31_66,"['30_68', '30_15']",3,7.870376857906365e-07,-3596.32,-12.0016
32_8,"['31_10', '29_57']",4,8.950106124907706e-06,-3695.35,-11.749
32_16,"['31_73', '31_65']",4,7.77807570790789e-06,-3806.03,-11.5493
32_44,"['31_81', '30_50']",4,7.113035520277577e-06,-3638.71,-11.9788
32_48,"['30_39', '30_50']",4,6.613593374035931e-06,-3564.58,-12.3958
32_45,"['31_10', '31_78']",4,5.9840536287127265e-06,-3610.24,-11.9797
32_56,"['31_52', '31_81']",4,4.778851944401759e-06,-3802.61,-11.5806
32_0,"['30_78', '31_81']",4,4.547963392412929e-06,-3801.29,-11.6177
32_67,"['30_50', '31_88']",4,3.516843271284238e-06,-3581.45,-12.2624
32_72,"['30_21', '31_46']",4,3.2324414904909192e-06,-3587.72,-12.2483
32_81,"['31_10', '31_71']",4,2.588736995698119e-06,-3592.58,-12.1869
32_28,"['31_66', '31_71']",4,2.2724348174513686e-06,-3596.96,-12.0844
32_79,"['31_10', '31_8']",4,2.0588173346704e-06,-3605.48,-12.0133
32_1,"['31_61', '31_60']",4,1.9105549362827387e-06,-3598.58,-12.0587
32_43,"['31_61', '29_61']",4,9.266708306893166e-07,-3604.69,-12.0576
32_15,"['31_30', '31_81']",4,8.183089294294721e-07,-3671.37,-11.7648
32_47,"['30_50', '30_78']",4,7.033886545058517e-07,-3619.13,-11.9792
32_55,"['31_66', '31_66']",4,1.1302025125084642e-07,-3604.77,-12.0387
32_42,"['31_52', '31_65']",5,0.9997346705331535,-3810.31,-11.6457
32_51,"['31_73', '31_46']",5,1.1191605129911749e-05,-3798.12,-11.7813
32_14,"['30_36', '31_88']",5,4.424965881792794e-06,-3585.15,-12.3071
32_7,"['31_75', '31_52']",5,3.287725595383264e-06,-3598.86,-12.0614
32_12,"['31_60', '31_52']",5,3.2315414792775e-06,-3673.1,-11.7911
32_84,"['31_46', '31_46']",5,1.7493798149399541e-06,-3595.01,-12.2182
32_73,"['29_61', '30_50']",5,9.865487117804322e-07,-3591.18,-12.2608
32_37,"['31_33', '31_46']",5,8.145443095376283e-07,-3615.74,-12.0553
32_18,"['30_50', '30_21']",6,1.0000014171264202,-3593.83,-13.4148
32_78,"['31_81', '31_60']",6,1.2740815618708783e-05,-3620.19,-12.0648
32_53,"['31_52', '31_61']",6,9.422147929763476e-06,-3675.29,-11.9346
32_86,"['30_21', '31_22']",6,7.95448644608658e-06,-3682.48,-11.8115
32_31,"['31_57', '30_58']",6,5.472740480543736e-06,-3613.95,-12.0671
32_30,"['29_61', '30_78']",6,2.7090927653555056e-06,-3608.0,-12.1483
32_34,"['30_36', '31_66']",6,1.1966952972921833e-06,-3595.54,-12.2493
32_39,"['30_39', '31_46']",7,6.407646840853015e-06,-3685.17,-11.871
32_6,"['31_73', '30_50']",7,5.9574824436333165e-06,-3708.76,-11.8175
32_24,"['31_52', '30_50']",7,2.043417142796786e-06,-3617.54,-12.0831
32_41,"['30_50', '30_50']",7,7.216243087198215e-07,-3604.78,-12.2652
32_54,"['31_73', '29_61']",8,4.7765092265360656e-05,-3767.63,-11.8242
32_89,"['31_61', '31_88']",8,3.896461312883092e-05,-3729.07,-11.885
32_52,"['30_21', '31_81']",8,1.7114084878234397e-06,-3690.39,-11.8934
32_87,"['31_66', '31_46']",8,1.656453533007884e-06,-3618.51,-12.1297
32_11,"['31_52', '31_33']",9,8.518248236808471e-06,-3703.21,-11.9275
32_75,"['31_81', '31_60']",9,2.3253126113269955e-06,-3691.25,-11.9279
32_17,"['31_70', '31_61']",10,1.3406162091191626e-05,-3728.81,-11.9367
32_65,"['30_21', '31_52']",10,5.5890316265714715e-06,-3703.83,-11.9921
32_70,"['31_73', '30_36']",11,5.9965892119079145e-06,-3714.65,-12.1593
32_36,"['31_78', '31_75']",12,inf,-999999.0,-999999.0
32_83,"['30_21', '31_30']",12,1.9997283890921305,-999999.0,-999999.0
