cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
22_83,"['21_70', '21_44']",1,inf,-3620.0,-13.0225
22_78,"['21_58', '21_46']",1,inf,-3893.4,-12.0689
22_12,"['21_46', '21_5']",1,2.2671142172915222e-05,-3855.87,-12.1456
21_46,"['20_52', '20_61']",1,1.959738540060391e-05,-3879.5,-12.1025
22_49,"['21_18', '21_35']",1,1.0309850428091618e-05,-3716.79,-12.4243
22_65,"['20_71', '21_70']",1,1.0133968762648453e-05,-3620.47,-12.7836
22_45,"['21_46', '21_35']",1,8.133800536857273e-06,-3722.89,-12.3468
22_2,"['20_71', '21_70']",1,7.499802362887106e-06,-3651.16,-12.7145
21_70,"['20_4', '19_11']",1,6.929475756610011e-06,-3674.77,-12.6167
22_89,"['21_70', '21_46']",1,3.9109645480132595e-06,-3807.84,-12.2434
22_70,"['20_11', '21_3']",1,3.270511131395991e-06,-3682.12,-12.5982
22_6,"['21_47', '21_63']",1,3.1466301455445084e-06,-3819.57,-12.1998
22_62,"['21_56', '21_59']",1,2.241331796542037e-06,-3775.43,-12.2441
22_4,"['21_73', '21_46']",1,1.3668338500669458e-06,-3690.09,-12.444
22_79,"['21_56', '21_76']",2,1.758013421413095e-05,-3630.09,-12.8854
22_54,"['21_46', '21_46']",2,1.7476725916692432e-05,-3840.16,-12.2172
22_37,"['21_70', '21_46']",2,1.6935327267614924e-05,-3873.95,-12.1718
22_40,"['21_39', '21_70']",2,1.039347741486516e-05,-3749.53,-12.4563
22_21,"['21_70', '21_73']",2,5.587969816693082e-06,-3648.12,-12.8375
21_47,"['19_9', '20_52']",2,5.531443184091815e-06,-3791.1,-12.2667
21_35,"['20_4', '20_52']",2,3.2368020595688674e-06,-3724.88,-12.4637
21_5,"['20_52', '19_9']",2,3.0063489453598072e-06,-3771.03,-12.3658
22_51,"['21_5', '21_63']",2,2.525985619094276e-06,-3698.24,-12.5019
22_19,"['21_49', '21_70']",2,1.9897956693753697e-06,-3692.56,-12.6618
22_36,"['21_44', '21_70']",2,1.972023016248437e-06,-3658.22,-12.7839
22_14,"['21_70', '21_5']",2,1.6605240011432434e-06,-3680.77,-12.6623
22_84,"['21_5', '21_73']",2,9.024345220041282e-07,-3697.55,-12.5666
22_66,"['21_38', '21_47']",2,8.821256253025542e-07,-3693.17,-12.6361
22_77,"['21_3', '21_55']",2,8.070349605180759e-07,-3655.96,-12.8213
22_20,"['21_73', '21_55']",3,1.5390511724659307e-05,-3637.98,-12.9795
21_49,"['20_64', '19_9']",3,8.989989612768474e-06,-3665.97,-12.8132
22_60,"['21_73', '21_18']",3,7.7432832264957e-06,-3712.64,-12.5126
22_0,"['21_5', '21_35']",3,7.6049106825425824e-06,-3776.01,-12.4599
22_34,"['21_56', '21_5']",3,7.510547345028021e-06,-3795.77,-12.3413
22_42,"['21_63', '21_45']",3,5.9949597631918e-06,-3729.71,-12.465
22_85,"['21_44', '21_70']",3,4.838044233818842e-06,-3655.55,-12.863
22_24,"['21_5', '21_71']",3,3.907128287448829e-06,-3687.38,-12.7424
21_39,"['19_9', '20_80']",3,2.538258200341322e-06,-3707.25,-12.5862
22_8,"['20_11', '21_3']",3,2.273413267956121e-06,-3656.33,-12.8391
22_29,"['21_3', '21_46']",3,1.9294965666137024e-06,-3800.19,-12.2957
22_82,"['21_63', '21_5']",3,9.7865278066711e-07,-3708.9,-12.5274
22_11,"['21_70', '21_55']",3,9.104622060592203e-07,-3693.42,-12.6864
22_53,"['21_39', '21_44']",3,6.964076208796208e-07,-3697.81,-12.5887
22_57,"['21_24', '21_38']",4,1.8176606003811734e-05,-3862.68,-12.3194
22_47,"['21_49', '21_38']",4,7.772956035144576e-06,-3786.64,-12.4952
21_3,"['20_26', '20_44']",4,7.743629758022035e-06,-3645.42,-13.1726
21_55,"['20_79', '20_4']",4,7.715510442678056e-06,-3663.65,-12.9056
22_7,"['21_22', '21_3']",4,5.293015859529869e-06,-3684.37,-12.8988
22_41,"['21_73', '21_39']",4,3.5341198371958866e-06,-3696.92,-12.7476
