cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
88_32,"['87_61', '86_79']",1,inf,-3246.89,-10.1583
91_59,"['90_69', '90_32']",1,inf,-3379.17,-9.35035
88_43,"['87_51', '87_61']",1,1.57594931531397e-05,-3257.05,-10.0288
91_47,"['90_69', '88_43']",1,1.3790171477143618e-05,-3282.11,-9.79076
91_66,"['90_29', '89_31']",1,1.05541341743863e-05,-3274.03,-9.87965
90_0,"['89_19', '89_37']",1,7.5289561145857615e-06,-3270.1,-9.90389
90_13,"['89_66', '89_52']",1,6.183994792607713e-06,-3262.57,-9.91838
91_64,"['89_64', '90_59']",1,5.437278439690347e-06,-3326.72,-9.49148
91_46,"['90_49', '90_75']",1,4.1645077120379425e-06,-3294.38,-9.75026
91_13,"['90_63', '88_43']",1,3.6255231270341083e-06,-3317.47,-9.60905
91_38,"['90_70', '90_79']",1,3.1107739075296813e-06,-3359.56,-9.41366
91_7,"['89_31', '90_32']",1,2.9901277734544033e-06,-3352.91,-9.43033
91_79,"['90_81', '90_75']",1,2.163605785612266e-06,-3298.76,-9.63135
91_68,"['90_33', '90_70']",1,7.265961446661686e-07,-3297.5,-9.69683
91_78,"['88_43', '90_18']",1,9.850334756155882e-08,-3326.17,-9.5783
91_36,"['90_75', '90_71']",2,7.91428445315788e-06,-3287.77,-9.95118
91_55,"['88_32', '90_33']",2,5.128828339507227e-06,-3289.94,-9.81966
91_57,"['90_33', '90_69']",2,4.12683739857315e-06,-3363.9,-9.45163
91_0,"['90_77', '88_43']",2,3.3642234384376577e-06,-3306.41,-9.67647
91_34,"['90_13', '90_75']",2,3.1356364928835764e-06,-3297.0,-9.80324
91_17,"['89_64', '90_25']",2,2.8368989741196982e-06,-3366.37,-9.42125
91_43,"['90_0', '90_25']",2,2.46632086465375e-06,-3357.59,-9.47164
91_76,"['88_43', '90_33']",2,2.3431073377702374e-06,-3348.09,-9.52123
91_20,"['90_33', '90_25']",2,2.1766384013950243e-06,-3340.6,-9.56842
91_35,"['90_79', '90_0']",2,1.931806325916918e-06,-3333.79,-9.57379
91_15,"['89_74', '90_13']",2,1.5871709658581293e-06,-3263.18,-10.0011
91_87,"['90_75', '90_29']",2,1.0318437308115247e-06,-3300.83,-9.74142
91_26,"['90_29', '90_64']",2,8.909850595119752e-07,-3309.54,-9.63726
90_25,"['89_19', '89_55']",2,8.379245867541061e-07,-3348.55,-9.49188
91_18,"['90_79', '90_25']",2,5.869074854771122e-07,-3341.16,-9.53572
91_65,"['90_49', '90_77']",2,5.285344768415567e-07,-3326.34,-9.60656
91_77,"['90_29', '88_43']",2,2.2242688179480805e-07,-3297.72,-9.74646
91_45,"['90_0', '90_70']",3,7.071349967422756e-06,-3264.12,-10.0521
91_52,"['90_69', '90_32']",3,6.9428236753489465e-06,-3331.75,-9.62812
89_64,"['88_40', '86_23']",3,5.527001696375347e-06,-3382.59,-9.42137
