cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
76_41,"['74_30', '74_34']",1,inf,-3274.97,-10.6493
77_36,"['75_42', '76_4']",1,inf,-3555.15,-9.71395
78_13,"['77_49', '77_18']",1,1.271254641138479e-05,-3296.88,-10.3494
79_5,"['77_67', '78_52']",1,1.168436112772842e-05,-3286.07,-10.5387
79_15,"['78_13', '78_23']",1,5.769365984327599e-06,-3321.33,-10.1718
78_75,"['76_52', '77_52']",1,5.423748445448722e-06,-3312.08,-10.2853
79_24,"['78_3', '78_5']",1,5.229691168710748e-06,-3369.94,-10.0452
78_3,"['77_50', '77_36']",1,4.966133828186648e-06,-3508.85,-9.72789
79_48,"['78_52', '78_82']",1,4.16174165961784e-06,-3353.48,-10.0817
79_67,"['78_13', '78_45']",1,3.418174981657514e-06,-3376.81,-10.0239
79_21,"['78_44', '78_49']",1,2.3504282346171814e-06,-3378.26,-9.91288
79_85,"['77_52', '78_83']",1,1.087356957143143e-06,-3396.78,-9.83187
79_11,"['77_36', '76_41']",1,4.412134020167613e-07,-3334.44,-10.1043
79_74,"['78_75', '77_36']",1,2.2649382485645517e-07,-3434.83,-9.76429
79_10,"['78_3', '78_3']",2,4.4651507104080986e-05,-3511.74,-9.73388
79_33,"['78_82', '78_23']",2,1.52899588348025e-05,-3308.24,-10.5239
76_51,"['75_25', '74_9']",2,8.486110940070606e-06,-3295.63,-10.5943
79_26,"['76_41', '78_49']",2,7.724075103756607e-06,-3318.94,-10.4132
79_22,"['77_67', '77_67']",2,7.291229031506349e-06,-3327.55,-10.2784
79_40,"['76_41', '78_75']",2,6.965547906820599e-06,-3313.64,-10.488
79_45,"['77_36', '78_13']",2,6.635481574079621e-06,-3415.51,-9.86148
79_13,"['76_41', '78_5']",2,6.267343793920002e-06,-3324.68,-10.3858
79_56,"['78_5', '78_6']",2,6.086614939624488e-06,-3394.58,-9.96464
79_63,"['78_83', '78_83']",2,4.477526118985491e-06,-3385.79,-10.04
79_42,"['78_25', '77_52']",2,3.932395725156091e-06,-3434.78,-9.83301
79_53,"['78_83', '78_16']",2,3.566489689264408e-06,-3397.7,-9.94524
79_66,"['78_82', '77_52']",2,3.463706509003531e-06,-3372.14,-10.0962
79_84,"['78_82', '78_49']",2,3.155287648311837e-06,-3343.31,-10.1564
79_23,"['78_52', '78_16']",2,3.1354546759412568e-06,-3379.14,-10.0408
79_73,"['78_13', '78_65']",2,2.9920562216022354e-06,-3402.93,-9.92481
79_35,"['78_3', '78_3']",2,2.929908996474706e-06,-3510.66,-9.74317
79_72,"['78_81', '78_5']",2,2.7392400356822978e-06,-3373.38,-10.056
79_31,"['78_3', '78_45']",2,2.6526415090612336e-06,-3404.12,-9.89281
76_52,"['75_25', '74_9']",2,2.5030202281700534e-06,-3286.55,-10.6273
