cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
9_11,"['8_76', '8_16']",1,inf,-3852.54,-14.775
9_23,"['6_84', '8_71']",1,inf,-4274.4,-13.5502
9_89,"['8_64', '8_65']",1,3.3908544885505566e-05,-3942.03,-14.5527
9_78,"['7_74', '8_5']",1,2.174797501236315e-05,-4105.74,-13.7106
9_39,"['8_76', '8_17']",1,6.658332228879574e-06,-4067.67,-14.546
8_5,"['7_82', '6_84']",1,2.990258185377527e-06,-4075.12,-14.4833
9_33,"['8_18', '8_17']",2,4.5224234008807536e-05,-3912.16,-15.2681
9_40,"['8_18', '8_11']",2,4.494615819530775e-05,-3881.18,-15.4331
9_65,"['8_48', '7_2']",2,2.6440555342478557e-05,-4339.56,-13.6278
9_60,"['8_11', '8_17']",2,1.6436887994340423e-05,-3945.88,-14.9876
9_50,"['8_55', '7_74']",2,1.0575096274239582e-05,-4095.22,-14.5015
8_48,"['7_2', '6_63']",2,9.093716881964015e-06,-4257.4,-13.7718
9_22,"['8_71', '8_17']",2,8.69950814826376e-06,-4023.29,-14.8046
9_55,"['8_73', '8_84']",2,8.646291758732565e-06,-4164.26,-13.8183
9_24,"['8_16', '7_9']",2,7.488020065623439e-06,-4049.16,-14.6118
9_46,"['8_16', '8_30']",2,5.82963709861644e-06,-4042.4,-14.6133
9_69,"['8_17', '8_76']",2,5.031442412140406e-06,-3970.49,-14.8347
9_37,"['7_74', '8_71']",2,3.752175267191674e-06,-4121.08,-14.3292
9_66,"['7_82', '8_73']",2,2.1978479678445897e-06,-4029.59,-14.619
9_9,"['8_48', '8_71']",2,5.717508546756143e-07,-4124.52,-13.8608
9_53,"['8_18', '8_46']",3,3.133224787627001e-05,-3897.12,-16.0902
8_18,"['7_28', '7_39']",3,2.167968763540038e-05,-3958.39,-15.5839
9_82,"['8_73', '8_71']",3,1.8621105532711215e-05,-4224.99,-13.8958
9_59,"['8_11', '8_11']",3,1.830599794994807e-05,-4085.83,-14.7231
9_67,"['8_64', '8_16']",3,1.6948383818664613e-05,-3973.75,-14.8896
9_19,"['8_84', '8_84']",3,1.564783928731108e-05,-4350.9,-13.6894
9_16,"['8_73', '8_84']",3,9.579627949246042e-06,-4254.4,-13.882
8_11,"['7_39', '6_39']",3,6.662270824593986e-06,-4033.55,-14.8433
7_74,"['5_59', '6_28']",3,3.2856113270800087e-06,-3972.28,-15.0753
9_30,"['8_16', '7_9']",3,1.4054002106533187e-06,-4067.12,-14.8312
9_18,"['8_11', '8_76']",3,1.3003903754818493e-06,-4124.29,-14.3317
9_47,"['8_82', '8_48']",3,8.162178719028734e-07,-4127.76,-13.9231
8_17,"['7_18', '7_39']",4,2.756923491227465e-05,-3989.13,-14.9575
9_77,"['8_73', '8_84']",4,1.707956380346913e-05,-4263.4,-13.8836
8_16,"['7_18', '6_39']",4,1.3167176898612418e-05,-4019.44,-14.8946
9_79,"['8_17', '8_11']",4,1.2885318956793588e-05,-3967.28,-16.1635
9_8,"['8_43', '8_18']",4,7.148789208676854e-06,-4134.5,-14.2689
8_73,"['7_39', '6_84']",4,4.725643272075242e-06,-4151.45,-14.215
8_71,"['6_63', '6_84']",4,4.444244487041036e-06,-4155.21,-13.929
8_84,"['7_26', '7_5']",4,4.395466700500374e-06,-4355.08,-13.6956
9_88,"['8_43', '8_5']",4,3.2598182597490676e-06,-4123.23,-14.7435
9_61,"['8_87', '8_46']",4,3.1566084507665127e-06,-4124.82,-14.7349
9_83,"['7_74', '8_11']",4,2.9822736844235225e-06,-4127.65,-14.5199
9_1,"['8_48', '8_73']",5,3.589325852175975e-05,-4367.01,-13.708
9_38,"['8_18', '8_16']",5,1.8479539013412765e-05,-4001.16,-15.9311
9_41,"['8_5', '6_84']",5,1.3069258859369261e-05,-4236.08,-13.9704
9_27,"['8_30', '8_73']",5,1.1671397296811378e-05,-4213.66,-14.2134
9_76,"['7_74', '8_73']",5,9.105232664743042e-06,-4007.26,-15.0889
9_52,"['8_71', '8_11']",5,8.459064112758034e-06,-4139.87,-14.4201
9_80,"['6_84', '7_82']",5,6.102081599734885e-06,-4132.79,-14.7376
9_63,"['7_9', '8_16']",5,5.072558625611162e-06,-4128.43,-14.9061
9_73,"['8_76', '8_73']",5,4.953932977104345e-06,-4143.08,-14.2723
9_58,"['8_64', '7_82']",5,3.9794191106324215e-06,-4030.13,-14.9815
9_3,"['8_84', '8_84']",5,1.2156496047833308e-06,-4355.26,-13.7423
9_31,"['7_74', '8_10']",5,6.521603319083255e-07,-4042.54,-14.9252
9_87,"['8_82', '8_84']",6,0.9994522856824533,-4402.97,-13.8012
9_44,"['8_73', '8_84']",6,1.6356531672215792e-05,-4319.28,-14.0957
9_48,"['8_11', '8_73']",6,1.225431808286295e-05,-4010.19,-15.1933
9_49,"['8_16', '8_64']",6,1.1197679098974237e-05,-4055.68,-15.1169
9_54,"['8_46', '8_64']",6,7.484920020517162e-06,-4073.72,-14.9825
9_12,"['8_16', '8_73']",6,6.663409379567703e-06,-4043.01,-15.1626
9_14,"['7_2', '8_48']",6,6.067288401450238e-06,-4356.23,-13.8343
9_56,"['7_2', '8_76']",6,5.372364986443538e-06,-4147.76,-14.3547
9_25,"['8_71', '8_5']",6,3.8308461807208784e-06,-4237.93,-14.1588
9_74,"['8_73', '8_76']",7,3.215831373642244e-05,-4308.51,-14.1684
9_32,"['8_73', '7_2']",7,2.7228619650407236e-05,-4287.3,-14.2309
9_5,"['7_82', '8_5']",7,1.542154230331403e-05,-4119.54,-15.0149
9_35,"['7_2', '8_48']",7,1.0848202246575963e-05,-4361.28,-13.8423
9_86,"['8_12', '8_46']",7,9.276490309499641e-06,-4077.1,-15.0226
9_26,"['8_76', '8_30']",7,9.144110307235086e-06,-4155.83,-14.6041
9_71,"['8_17', '8_16']",7,8.908936117257431e-06,-4036.74,-15.2242
9_17,"['8_11', '8_84']",7,6.873167584515608e-06,-4247.88,-14.2838
9_43,"['8_17', '8_54']",7,6.625475598590485e-06,-4028.05,-15.8108
9_21,"['8_54', '7_9']",7,6.576122725456578e-06,-4050.46,-15.206
