cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
37_29,"['35_56', '36_47']",1,inf,-3475.72,-12.1061
37_47,"['36_52', '36_7']",1,inf,-3724.62,-11.3217
37_17,"['36_37', '36_5']",1,1.6851577824330404e-05,-3511.34,-11.907
37_24,"['36_61', '36_52']",1,1.636196831382719e-05,-3499.3,-11.9878
37_57,"['36_47', '35_7']",1,1.5346170723305012e-05,-3490.95,-12.0703
37_88,"['34_73', '36_58']",1,8.535520530326728e-06,-3656.22,-11.3331
35_7,"['34_2', '34_77']",1,6.892333612814173e-06,-3495.04,-12.0301
36_47,"['35_56', '35_46']",1,5.50781900385049e-06,-3531.58,-11.8909
37_85,"['36_59', '36_59']",1,5.085153672167636e-06,-3578.41,-11.6544
37_18,"['36_61', '36_13']",1,4.79190711335224e-06,-3592.05,-11.6524
37_63,"['36_24', '35_7']",1,4.1344350023335305e-06,-3492.44,-12.0323
37_86,"['36_29', '36_59']",1,4.05349065100679e-06,-3648.46,-11.3561
37_83,"['35_4', '36_52']",1,3.706534841298263e-06,-3549.59,-11.6963
37_68,"['36_11', '35_7']",1,3.4778367263353962e-06,-3538.97,-11.7962
37_3,"['36_5', '36_34']",1,3.4537626054483164e-06,-3563.67,-11.6599
37_56,"['35_47', '36_84']",1,2.5970665668927322e-06,-3547.15,-11.7874
37_11,"['36_59', '36_52']",1,2.442143185213435e-06,-3612.73,-11.3691
37_0,"['36_7', '36_20']",1,2.184670891450785e-06,-3597.41,-11.4687
36_13,"['34_73', '35_81']",2,3.3221981006939933e-05,-3697.54,-11.3376
37_28,"['36_84', '36_59']",2,8.82879755981629e-06,-3613.4,-11.5365
37_87,"['35_47', '36_58']",2,7.808708505519834e-06,-3646.22,-11.3698
37_59,"['36_84', '35_56']",2,7.381743120853015e-06,-3537.73,-11.9045
37_67,"['36_61', '36_5']",2,6.888498800711897e-06,-3556.15,-11.7176
37_9,"['36_11', '36_61']",2,5.240211820357898e-06,-3516.09,-11.9094
37_22,"['36_59', '35_83']",2,4.30376285605211e-06,-3635.26,-11.4039
37_55,"['36_59', '36_59']",2,3.601320661224691e-06,-3623.01,-11.4699
37_80,"['36_20', '35_47']",2,3.566750705562782e-06,-3595.3,-11.7037
37_60,"['35_56', '36_55']",2,3.234899376518834e-06,-3544.32,-11.879
37_30,"['36_69', '36_85']",2,3.099976241276573e-06,-3599.21,-11.5794
35_56,"['34_2', '34_72']",2,1.855902830625227e-06,-3490.96,-12.1084
36_52,"['35_19', '35_60']",2,1.310200809635331e-06,-3627.73,-11.4217
