cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
54_15,"['53_10', '53_17']",1,inf,-3378.94,-11.5869
55_10,"['54_57', '53_10']",1,inf,-3536.04,-10.6487
52_40,"['51_78', '51_66']",1,2.1480176107119052e-05,-3490.29,-10.9877
53_55,"['51_8', '52_57']",1,1.2422250380397182e-05,-3398.17,-11.5562
54_43,"['53_80', '53_30']",1,1.1271250301030281e-05,-3405.87,-11.3733
53_17,"['52_69', '52_69']",1,1.0144885697215898e-05,-3389.39,-11.5572
54_54,"['52_64', '53_88']",1,7.749314071333629e-06,-3401.73,-11.3908
55_41,"['54_75', '52_40']",1,4.290277182896824e-06,-3452.15,-11.1455
55_7,"['54_23', '54_23']",1,4.162840509843993e-06,-3448.38,-11.1815
55_78,"['54_82', '54_79']",1,3.980030031723918e-06,-3431.16,-11.2058
55_30,"['54_45', '54_57']",1,3.7298821891936607e-06,-3533.08,-10.6858
55_82,"['54_69', '53_10']",1,3.30152392212752e-06,-3525.52,-10.6907
55_63,"['54_26', '54_43']",1,1.8353386626129527e-06,-3427.59,-11.3097
55_9,"['54_77', '54_77']",1,1.483747492639065e-06,-3499.22,-10.8976
55_45,"['54_69', '54_54']",1,1.2263699430541764e-06,-3507.79,-10.7138
55_26,"['53_17', '54_43']",1,1.0504933428498533e-06,-3433.1,-11.185
55_57,"['54_43', '53_10']",1,9.023170653187364e-07,-3457.38,-10.9931
55_31,"['53_55', '54_23']",2,1.119231419294598e-05,-3412.92,-11.4167
55_65,"['54_23', '54_15']",2,9.222631819642247e-06,-3386.23,-11.5953
55_12,"['54_54', '54_77']",2,9.022385949840813e-06,-3498.68,-11.0271
55_5,"['54_69', '53_10']",2,5.578921011395662e-06,-3510.46,-10.7844
55_81,"['54_0', '53_10']",2,3.912858872104718e-06,-3527.45,-10.7435
55_79,"['54_68', '54_69']",2,3.761883953408327e-06,-3439.95,-11.2142
54_69,"['53_20', '52_40']",2,2.9854387314959033e-06,-3533.17,-10.7226
55_13,"['54_69', '54_9']",2,2.52691251872224e-06,-3441.89,-11.206
53_10,"['52_40', '52_50']",2,2.296631110464575e-06,-3508.69,-10.8415
55_23,"['53_55', '54_53']",2,2.254896827169342e-06,-3454.7,-11.1994
55_14,"['54_43', '54_82']",2,1.6869637742039918e-06,-3463.99,-11.0587
54_57,"['53_10', '53_59']",2,1.126397009901242e-06,-3537.13,-10.653
54_75,"['53_3', '53_55']",2,9.556218605583602e-07,-3431.85,-11.3273
55_53,"['54_79', '54_53']",2,4.101566636049522e-07,-3457.31,-11.1762
55_22,"['54_54', '54_26']",2,3.051174685812845e-07,-3427.73,-11.3296
55_35,"['54_82', '54_53']",2,2.9248213281524617e-07,-3464.07,-11.0552
55_61,"['54_59', '52_40']",3,1.2140534575850121e-05,-3552.85,-10.6814
55_75,"['52_40', '54_43']",3,1.1618202054072136e-05,-3417.02,-11.5168
55_76,"['53_17', '53_55']",3,8.955783782576434e-06,-3424.42,-11.47
55_33,"['54_23', '52_40']",3,6.8918651229612125e-06,-3521.74,-10.9855
55_56,"['54_57', '54_53']",3,4.915347481453777e-06,-3471.35,-11.0766
55_38,"['54_15', '54_18']",3,4.472758034339686e-06,-3438.15,-11.3965
55_50,"['54_23', '54_57']",3,3.826519894914732e-06,-3524.17,-10.7891
55_8,"['54_57', '54_57']",3,3.78718563957625e-06,-3537.67,-10.6826
55_62,"['53_55', '54_54']",3,3.3362187605335124e-06,-3388.09,-11.6285
55_87,"['54_43', '54_57']",3,2.31566652078407e-06,-3475.52,-11.0665
55_85,"['54_68', '54_9']",3,2.0715849517724703e-06,-3433.14,-11.4177
55_48,"['54_16', '54_79']",3,1.3288429053296574e-06,-3458.33,-11.1985
55_77,"['54_15', '53_17']",3,1.3065398626563193e-06,-3432.11,-11.4514
55_20,"['54_43', '53_17']",3,1.1355971170705303e-06,-3442.46,-11.3475
55_58,"['54_57', '52_40']",3,1.134597105421695e-06,-3536.58,-10.7489
55_59,"['54_26', '54_75']",3,1.2180698463679132e-07,-3443.03,-11.2316
55_55,"['54_53', '54_82']",4,0.9999996498096158,-3425.92,-14.523
55_67,"['54_69', '54_0']",4,1.5254581762647282e-05,-3540.9,-10.7003
55_42,"['54_59', '54_0']",4,1.3410209197656021e-05,-3553.51,-10.6899
55_54,"['52_40', '52_40']",4,3.715880634657583e-06,-3529.46,-10.8197
55_70,"['53_17', '54_15']",4,3.4884330565558946e-06,-3427.89,-11.477
55_4,"['53_30', '54_63']",4,3.385529074986399e-06,-3462.4,-11.232
55_89,"['54_15', '54_57']",4,2.0281168511349793e-06,-3529.4,-10.9705
55_46,"['54_24', '54_45']",4,1.6418942634759833e-06,-3464.25,-11.2152
55_2,"['54_45', '54_45']",4,1.144464814658307e-06,-3471.37,-11.1727
55_28,"['54_57', '53_17']",4,4.786940419932855e-07,-3443.1,-11.2362
55_84,"['54_82', '54_0']",5,3.531987599074134e-05,-3566.33,-10.8181
55_36,"['54_54', '54_82']",5,1.4836491209477743e-05,-3477.28,-11.2306
55_32,"['54_26', '54_69']",5,1.1198680469959746e-05,-3599.17,-10.7292
55_51,"['54_79', '54_26']",5,3.825054480354108e-06,-3435.13,-12.8637
55_68,"['54_68', '53_55']",5,1.894175928008034e-06,-3445.56,-11.2505
55_24,"['54_45', '53_17']",5,1.2886072480552999e-06,-3446.82,-11.2428
55_39,"['54_24', '54_82']",5,7.183389793069211e-07,-3552.97,-10.8587
55_43,"['54_75', '53_55']",5,6.970725287255027e-07,-3443.5,-11.2826
55_6,"['54_77', '54_75']",5,6.900344752881883e-07,-3442.98,-12.128
55_37,"['53_30', '54_77']",6,3.296637384064103e-05,-3588.68,-10.9791
55_1,"['53_17', '53_10']",6,2.7124333067010424e-05,-3620.37,-10.9678
55_52,"['52_40', '54_82']",6,7.770449506115227e-06,-3507.01,-11.2357
55_29,"['53_55', '54_53']",6,4.3257571273346875e-06,-3435.51,-13.8745
55_0,"['54_54', '53_30']",6,2.08488649815391e-06,-3443.77,-11.3314
55_60,"['52_40', '54_75']",6,2.0283506510035298e-06,-3465.69,-11.2506
55_83,"['54_54', '54_77']",6,9.66755787399219e-07,-3445.65,-11.2528
55_27,"['54_79', '53_17']",6,5.941009520779854e-07,-3448.01,-11.252
55_3,"['53_55', '54_23']",7,1.2044358904058923e-06,-3447.79,-11.2646
55_74,"['52_40', '54_68']",7,1.1906681357388196e-06,-3446.52,-11.4085
