cand_id,parents,rank,distance,Net cumulative emissions,Total cost of energy
21_3,"['20_26', '20_44']",1,inf,-3645.42,-13.1726
21_46,"['20_52', '20_61']",1,inf,-3879.5,-12.1025
21_70,"['20_4', '19_11']",1,1.4603113113404393e-05,-3674.77,-12.6167
21_5,"['20_52', '19_9']",1,9.160939562505923e-06,-3771.03,-12.3658
21_35,"['20_4', '20_52']",1,6.665864394208753e-06,-3724.88,-12.4637
21_39,"['19_9', '20_80']",1,5.836490371082155e-06,-3707.25,-12.5862
21_55,"['20_79', '20_4']",1,4.960706341429223e-06,-3663.65,-12.9056
21_49,"['20_64', '19_9']",1,4.947969708401844e-06,-3665.97,-12.8132
21_47,"['19_9', '20_52']",1,9.75385334678574e-07,-3791.1,-12.2667
21_44,"['17_57', '20_82']",2,1.585490432490021e-05,-3658.29,-13.2934
21_38,"['20_66', '20_82']",2,1.243357153332901e-05,-3686.84,-12.7999
21_56,"['19_9', '20_66']",2,7.19880408278306e-06,-3787.61,-12.4655
21_73,"['20_6', '20_87']",2,6.550361753231008e-06,-3691.16,-12.7949
20_71,"['19_67', '17_57']",2,6.371666555105787e-06,-3668.56,-13.0003
21_22,"['20_85', '17_57']",2,6.236227186760513e-06,-3672.3,-12.8802
21_43,"['20_64', '20_64']",2,5.573275268658726e-06,-3816.15,-12.4539
17_57,"['16_85', '16_25']",2,5.500417923419619e-06,-3661.05,-13.2896
21_45,"['20_87', '20_11']",2,5.187348032357777e-06,-3731.3,-12.5377
21_58,"['20_2', '20_85']",2,4.741437679398442e-06,-3735.9,-12.5207
20_11,"['19_67', '19_85']",2,4.60131591897298e-06,-3861.21,-12.3947
21_18,"['19_9', '20_61']",2,4.1546961582812345e-06,-3881.17,-12.1212
21_63,"['20_4', '19_9']",2,2.998169728846123e-06,-3741.95,-12.4844
21_76,"['20_71', '20_64']",2,2.4703665737193494e-06,-3697.91,-12.6843
21_24,"['20_64', '20_66']",2,1.4085237156057902e-06,-3730.75,-12.5574
21_71,"['20_71', '19_9']",2,1.2107553352819914e-06,-3702.12,-12.6389
20_64,"['19_9', '19_24']",2,4.047180840706367e-07,-3821.1,-12.4507
21_59,"['20_52', '20_64']",3,1.5495333824564135e-05,-3797.21,-12.4763
19_9,"['18_61', '18_33']",3,7.56064867281199e-06,-3712.03,-12.6952
20_52,"['19_85', '19_9']",3,7.041872703672173e-06,-3900.21,-12.1723
20_4,"['19_9', '19_69']",3,6.0586320030477736e-06,-3743.79,-12.5309
21_78,"['20_52', '20_52']",3,5.587156653664325e-06,-3895.19,-12.1776
20_85,"['19_9', '19_9']",3,5.101791648333905e-06,-3706.24,-12.7459
21_62,"['20_80', '19_9']",3,5.018262358578744e-06,-3693.66,-12.8467
21_41,"['20_20', '17_57']",3,4.575315578303517e-06,-3716.95,-12.6458
20_82,"['19_69', '19_11']",3,4.356110450958637e-06,-3687.14,-12.8864
21_21,"['20_71', '20_44']",3,4.14277833285707e-06,-3702.17,-12.8274
21_65,"['20_61', '20_52']",4,3.348779810737577e-05,-3956.82,-12.2594
21_37,"['20_56', '20_79']",4,1.2719232794436275e-05,-3756.53,-12.6294
21_29,"['20_61', '20_24']",4,7.06792830808708e-06,-3844.25,-12.4936
21_28,"['20_61', '20_66']",4,5.540865445571623e-06,-3814.13,-12.5592
21_82,"['20_64', '20_85']",4,4.2729540983816355e-06,-3696.15,-12.9091
21_16,"['20_71', '20_71']",4,3.681321911621877e-06,-3714.75,-12.7562
21_72,"['20_2', '20_71']",4,3.652085062400414e-06,-3721.51,-12.7244
21_0,"['19_9', '20_11']",4,3.0714624183305834e-06,-3789.18,-12.626
20_44,"['19_28', '19_34']",4,2.4858032421239435e-06,-3736.65,-12.6576
21_10,"['20_44', '20_52']",4,2.074339205081415e-06,-3825.53,-12.5373
21_17,"['20_71', '20_85']",4,1.7505315795779159e-06,-3700.98,-12.8544
21_2,"['20_64', '19_9']",4,1.6718388193390265e-06,-3791.53,-12.5942
21_64,"['20_52', '20_80']",4,1.5642727484958387e-06,-3827.01,-12.4968
21_60,"['20_44', '20_85']",4,1.2875116040023534e-06,-3700.39,-12.8609
21_11,"['20_20', '20_68']",5,5.487327939668941e-05,-3937.35,-12.4966
21_19,"['20_80', '20_18']",5,3.7289323849177565e-05,-3902.15,-12.5052
21_57,"['20_52', '20_68']",5,1.878577429955615e-05,-3970.63,-12.2636
21_74,"['20_2', '20_56']",5,9.284716371792557e-06,-3777.75,-12.6911
21_85,"['20_82', '20_61']",5,8.158880946049384e-06,-3767.31,-12.7331
21_14,"['20_44', '20_85']",5,5.710087587284374e-06,-3792.75,-12.6191
21_68,"['20_66', '20_32']",5,5.660504606893773e-06,-3827.65,-12.5102
21_8,"['20_64', '20_44']",5,5.047772143668098e-06,-3728.14,-12.7479
21_7,"['20_64', '19_9']",5,4.152041988088466e-06,-3824.04,-12.5681
21_27,"['20_2', '20_79']",5,1.7781048731487442e-06,-3781.16,-12.6797
21_13,"['20_71', '20_14']",5,1.651102081489818e-06,-3715.67,-12.8824
21_61,"['20_82', '20_66']",5,1.457733758817775e-06,-3821.06,-12.6092
21_1,"['20_20', '20_4']",5,1.22242842052034e-06,-3698.6,-12.913
21_32,"['20_52', '19_9']",5,1.0513062539120577e-06,-3716.39,-12.8269
21_34,"['20_2', '20_52']",6,2.0079013046306184e-05,-3975.53,-12.4105
21_40,"['20_71', '20_64']",6,1.3491950812207127e-05,-3808.17,-12.7436
21_69,"['20_61', '20_71']",6,1.1669026554937155e-05,-3894.73,-12.5151
21_67,"['20_56', '20_85']",6,8.60112771715274e-06,-3747.98,-12.8368
21_75,"['20_4', '20_61']",6,8.309929917356876e-06,-3853.56,-12.5558
21_4,"['19_9', '20_26']",6,6.51080597193049e-06,-3782.02,-12.7759
21_51,"['20_80', '20_11']",6,4.957169828946421e-06,-3819.67,-12.7243
21_88,"['17_57', '20_56']",6,3.7430144491158015e-06,-3768.75,-12.8346
21_30,"['20_26', '20_18']",6,2.3615004858431444e-06,-3739.51,-12.8789
21_25,"['20_44', '20_52']",6,1.493416557081242e-06,-3826.1,-12.5934
21_81,"['17_57', '19_11']",6,1.310648373297519e-06,-3699.72,-13.0257
21_23,"['20_71', '19_11']",6,1.1478992486887675e-06,-3699.12,-13.1069
21_54,"['20_14', '20_82']",6,5.660495208332773e-07,-3716.71,-12.8853
21_26,"['20_11', '20_64']",7,0.9996686874750359,-3990.58,-12.5167
21_79,"['20_64', '20_71']",7,7.73020728507945e-06,-3850.92,-12.6626
21_53,"['20_20', '19_9']",7,5.995512379147654e-06,-3810.64,-12.8199
21_31,"['20_79', '20_6']",7,4.639789355363385e-06,-3721.25,-12.9669
21_77,"['20_2', '20_87']",7,2.9527597354242873e-06,-3821.42,-12.7468
21_36,"['19_11', '19_9']",7,1.9450269847258044e-06,-3790.66,-12.8773
21_86,"['18_57', '17_57']",8,1.8375937351540353e-05,-3864.73,-12.7934
21_42,"['20_79', '20_52']",8,1.1702290524632674e-05,-3843.89,-12.9276
21_84,"['20_64', '20_26']",8,2.680752788639179e-06,-3729.9,-13.1193
21_15,"['19_9', '20_44']",8,2.6595619094230804e-06,-3851.93,-12.8444
21_52,"['20_71', '20_26']",8,7.766451369341816e-07,-3736.01,-12.9907
21_66,"['20_52', '20_66']",9,1.3624226605247301e-05,-3883.57,-12.9171
21_50,"['17_57', '20_24']",9,3.4320799245733974e-06,-3780.27,-12.9908
21_12,"['19_28', '20_85']",9,3.1432705024246167e-06,-3738.47,-13.4573
21_33,"['17_57', '20_82']",9,2.4743301595061306e-06,-3740.82,-13.0093
21_20,"['20_26', '17_57']",10,1.000002850516664,-3747.97,-13.5662
21_6,"['20_14', '20_26']",10,1.6361335395311884e-05,-3832.64,-13.0453
21_48,"['17_57', '17_57']",10,1.0831852429608805e-05,-3760.64,-13.1114
21_80,"['20_20', '20_11']",11,7.739598009684023e-06,-3860.19,-13.0876
21_9,"['20_18', '20_26']",12,inf,-999999.0,-999999.0
21_89,"['20_11', '20_68']",12,1.9996521130763205,-999999.0,-999999.0
21_83,"['20_71', '20_64']",12,0.0,-999999.0,-999999.0
21_87,"['20_87', '20_71']",12,0.0,-999999.0,-999999.0
