cand_id,parents,rank,distance,CO2 Gross emissions,Total cost of energy
19_74,"['18_34', '18_79']",1,inf,-36.0849,-13.8638
26_75,"['19_82', '22_24']",1,inf,-39.3668,-13.0876
19_82,"['18_17', '18_34']",1,0.047041136204036126,-38.3172,-13.2241
21_58,"['20_63', '20_47']",1,0.03924913179846178,-37.4513,-13.3461
22_24,"['21_40', '21_40']",1,0.031789638359395196,-37.1699,-13.3524
11_2,"['9_12', '10_67']",1,0.023089701523999986,-39.0095,-13.1798
24_58,"['20_38', '20_38']",1,0.020449650055088586,-36.2507,-13.5336
22_35,"['17_54', '21_2']",2,0.026676542576473776,-39.443,-13.1466
26_34,"['19_74', '19_74']",2,0.026041208083346454,-36.5302,-13.9603
9_12,"['8_11', '8_74']",2,0.02541001628735284,-39.4742,-13.0937
20_60,"['11_13', '11_13']",2,0.023166529244411156,-36.223,-14.0845
26_87,"['25_49', '25_10']",2,0.017846876813752764,-39.0471,-13.4741
26_31,"['25_65', '25_21']",2,0.014333458473372376,-36.6403,-13.8219
26_52,"['25_27', '24_58']",2,0.012932745379222278,-36.9208,-13.7863
26_19,"['25_18', '21_58']",2,0.012031471800295403,-38.2992,-13.5688
26_18,"['25_12', '25_47']",2,0.008857223277317165,-38.3563,-13.5649
26_78,"['25_56', '22_35']",2,0.00806371575519641,-38.52,-13.526
26_8,"['25_12', '24_58']",2,0.0074476579173701225,-37.7211,-13.5892
26_14,"['22_35', '21_58']",2,0.006188262872084506,-37.2751,-13.6903
26_3,"['19_74', '25_29']",2,0.005620390625880172,-39.0007,-13.5195
26_7,"['22_35', '25_8']",3,0.06194551140163821,-40.3843,-13.4445
26_39,"['25_47', '22_35']",3,0.028508439318783694,-40.0117,-13.5128
26_54,"['19_74', '25_65']",3,0.013696438482232067,-36.6413,-14.003
26_63,"['25_65', '19_74']",3,0.013652118954437673,-36.7462,-13.9326
26_26,"['25_10', '25_10']",3,0.011560220916637078,-37.0203,-13.8566
26_79,"['19_82', '9_12']",3,0.01143851737850529,-37.5455,-13.7425
26_43,"['9_12', '25_49']",3,0.010949057825506774,-38.0815,-13.5905
26_11,"['25_29', '24_58']",3,0.010946237072778048,-39.3266,-13.5223
26_30,"['24_58', '25_69']",3,0.010365050903929567,-37.1468,-13.7927
25_65,"['9_12', '24_58']",3,0.00999408034957997,-36.6712,-13.9852
26_62,"['25_75', '25_63']",3,0.008227168247696722,-38.9464,-13.5275
26_67,"['25_27', '25_60']",3,0.005890838229907096,-37.7553,-13.6088
26_13,"['22_35', '25_47']",3,0.00349334655328075,-37.4606,-13.7869
26_49,"['21_58', '25_82']",4,0.07299092529381497,-41.6023,-13.4537
26_88,"['22_35', '25_82']",4,0.07052021800216128,-40.7096,-13.5221
26_42,"['25_47', '22_35']",4,0.0358075436390927,-39.6148,-13.5617
26_71,"['19_74', '11_2']",4,0.023352207635820292,-40.0949,-13.5454
26_64,"['25_65', '25_47']",4,0.014409483503698313,-36.781,-13.9906
26_4,"['9_12', '25_29']",4,0.013144415208149924,-38.0102,-13.616
26_56,"['22_24', '22_24']",4,0.012914969799730117,-37.8599,-13.6198
26_89,"['9_12', '25_10']",4,0.012660875305571563,-38.2122,-13.6059
26_6,"['25_65', '25_47']",4,0.012178511472459264,-37.2485,-13.9508
26_68,"['25_8', '9_12']",4,0.011005916551522775,-37.8055,-13.6549
26_15,"['19_74', '9_12']",4,0.01024854822311882,-37.6382,-13.7842
26_46,"['25_27', '25_21']",4,0.007010539502215765,-37.4828,-13.8339
26_27,"['25_63', '25_65']",4,0.006589925362671199,-37.2549,-13.8414
26_32,"['25_69', '25_10']",5,0.05366692412711797,-43.1469,-13.5107
26_73,"['25_8', '25_63']",5,0.03815957146326392,-41.8473,-13.5145
26_9,"['19_82', '25_10']",5,0.026887870770826387,-36.9943,-14.0358
26_36,"['25_29', '19_74']",5,0.01710256844954835,-38.8684,-13.611
26_0,"['21_58', '25_8']",5,0.012122733581492545,-38.4763,-13.6218
26_85,"['25_60', '19_82']",5,0.011022023261232947,-37.2837,-13.8879
26_20,"['21_58', '24_18']",5,0.00932150542031225,-37.5961,-13.8531
26_40,"['21_58', '21_58']",5,0.0072785714777003335,-38.1244,-13.6302
26_77,"['25_65', '25_60']",5,0.0063022267242743,-37.3376,-13.875
26_69,"['25_82', '25_12']",5,0.002919343780448042,-39.0468,-13.607
26_66,"['25_69', '25_29']",6,0.05521463381119648,-42.5585,-13.5383
26_29,"['21_58', '25_27']",6,0.04504673099927897,-42.2375,-13.5459
26_83,"['24_58', '19_74']",6,0.020337080706860296,-38.6109,-13.6499
26_25,"['25_65', '19_74']",6,0.0149869268087983,-37.3664,-13.909
26_23,"['25_12', '21_58']",6,0.011494601380097879,-38.1542,-13.7033
26_17,"['24_58', '21_58']",6,0.011494287711184787,-39.1937,-13.6156
26_58,"['21_58', '20_60']",6,0.00844422940277978,-37.3109,-13.9712
26_37,"['22_35', '25_60']",6,0.004050563126397994,-39.1161,-13.6173
