cand_id,parents,rank,distance,CO2 Gross emissions,Total cost of energy
5_61,"['0_127', '0_127']",1,inf,-36.2143,-14.0857
9_12,"['8_11', '8_74']",1,inf,-39.4742,-13.0937
9_84,"['7_20', '6_3']",1,0.0509466031127728,-36.6723,-13.9853
8_3,"['7_87', '7_74']",1,0.036896348574197026,-37.316,-13.7268
8_52,"['6_77', '6_77']",1,0.022728481471111103,-38.8819,-13.5222
9_63,"['8_11', '5_61']",1,0.01843776092563857,-38.4674,-13.5698
8_11,"['7_56', '7_45']",1,0.017704869181653544,-38.5872,-13.5511
9_26,"['7_27', '8_3']",1,0.01280994704847481,-39.2997,-13.509
9_10,"['7_27', '7_27']",1,0.01264380665791031,-38.1564,-13.6015
9_15,"['8_80', '7_27']",1,0.011235312157604531,-39.3694,-13.4889
8_80,"['7_27', '7_34']",1,0.010995373469988596,-37.6211,-13.699
7_59,"['6_3', '5_33']",1,0.010872239251020481,-36.3717,-14.0108
9_1,"['8_3', '7_27']",1,0.00996698444441978,-37.8066,-13.684
9_71,"['8_42', '8_42']",1,0.008909331663129835,-37.414,-13.722
1_7,"['0_15', '0_3']",1,0.007800028644616209,-37.8826,-13.6346
8_42,"['7_2', '7_74']",1,0.007441757118616946,-37.428,-13.7104
9_43,"['6_3', '8_42']",1,0.004912704249200739,-37.8707,-13.6553
7_45,"['6_77', '3_81']",2,0.10909141460516102,-40.2885,-13.4355
9_80,"['7_59', '6_3']",2,0.019359661393889956,-36.3871,-14.0181
9_59,"['5_61', '6_3']",2,0.014535527233720204,-38.0049,-13.7299
9_72,"['8_3', '8_11']",2,0.013043478181502186,-39.5846,-13.4823
7_27,"['6_58', '3_81']",2,0.008603679087615064,-38.1733,-13.6031
9_53,"['5_61', '8_3']",2,0.006078892207448354,-37.8649,-13.7626
9_22,"['8_3', '8_84']",2,0.005586248253311554,-37.4228,-13.7672
9_86,"['7_45', '8_47']",3,0.021188060201380216,-41.4809,-13.437
9_25,"['8_11', '8_47']",3,0.020159260004171606,-39.2339,-13.6083
9_68,"['8_34', '8_3']",3,0.019571044467087982,-38.3136,-13.7489
9_40,"['8_80', '7_45']",3,0.015340861654994202,-39.8972,-13.495
9_83,"['8_3', '5_61']",3,0.015035875814218218,-37.4681,-13.8536
9_57,"['8_60', '7_59']",3,0.01291155141207699,-37.7081,-13.7971
9_31,"['8_34', '8_11']",3,0.011551387722719311,-41.1411,-13.4567
9_33,"['8_34', '8_52']",3,0.009331883652991592,-38.6746,-13.6698
9_61,"['8_28', '8_29']",3,0.006036701255422469,-38.679,-13.6202
9_62,"['8_3', '8_52']",4,0.03754493621840056,-40.8177,-13.5292
9_77,"['8_42', '8_80']",4,0.02306234416110657,-42.0099,-13.4744
9_39,"['8_80', '8_34']",4,0.019643718442337043,-39.7845,-13.6382
9_89,"['7_45', '8_20']",4,0.011830280749216354,-40.009,-13.5362
9_19,"['8_9', '8_52']",4,0.01118987958357418,-37.8333,-13.8192
9_0,"['6_3', '8_3']",4,0.01061249609287878,-38.8535,-13.6995
9_64,"['7_45', '8_52']",4,0.007567139981190312,-42.4076,-13.4681
9_85,"['8_3', '5_61']",4,0.006536638664279931,-37.6465,-13.9766
9_38,"['8_28', '8_74']",4,0.004830612395319077,-39.5754,-13.687
9_17,"['5_61', '7_20']",5,0.016749368287868424,-38.7141,-13.9184
