cand_id,parents,rank,distance,CO2 Gross emissions,Total cost of energy
19_74,"['18_34', '18_79']",1,inf,-36.0849,-13.8638
27_25,"['26_8', '26_19']",1,inf,-38.5803,-13.0765
32_23,"['31_40', '30_77']",1,0.042218996874262366,-38.5382,-13.215
34_68,"['33_81', '33_26']",1,0.03934252592897174,-38.0953,-13.2321
30_35,"['29_18', '27_41']",1,0.03610578850542901,-37.9715,-13.3228
24_58,"['20_38', '20_38']",1,0.02507957706460278,-36.2507,-13.5336
30_5,"['29_45', '26_34']",1,0.015680181115495934,-36.1858,-13.8322
21_58,"['20_63', '20_47']",1,0.012305918498064401,-37.4513,-13.3461
22_24,"['21_40', '21_40']",1,0.011336504552535976,-37.1699,-13.3524
31_56,"['19_74', '30_42']",1,0.008782824960113601,-36.8821,-13.4984
36_45,"['35_36', '35_30']",2,0.06148831770958747,-36.4975,-13.9892
36_81,"['30_35', '32_23']",2,0.05369826703313678,-39.818,-13.1431
36_32,"['35_47', '35_36']",2,0.030518128059488638,-37.4168,-13.3714
36_18,"['19_74', '35_48']",2,0.018535958251653224,-37.3219,-13.7857
36_85,"['34_68', '35_25']",2,0.010198138973229732,-37.3397,-13.7211
36_19,"['35_27', '34_68']",2,0.009085667825429623,-37.1519,-13.801
36_75,"['30_5', '32_23']",2,0.006543774409964804,-36.5357,-13.8302
36_84,"['35_29', '30_35']",3,0.030839051060412678,-39.8781,-13.4479
36_2,"['35_66', '35_22']",3,0.021793608032807676,-37.1387,-13.8575
36_83,"['21_58', '35_66']",3,0.01918901733458159,-36.7764,-13.8978
36_60,"['35_36', '35_36']",3,0.017607027442505637,-36.5862,-13.9513
36_50,"['34_68', '35_71']",3,0.012900321663452733,-37.6129,-13.6619
36_70,"['35_61', '35_51']",3,0.01274562734854102,-36.5526,-13.9827
36_43,"['34_68', '32_23']",3,0.009475525649001086,-39.3416,-13.4841
36_57,"['22_24', '22_24']",3,0.009346805345749165,-37.8921,-13.6155
36_78,"['27_25', '35_66']",3,0.009013986893628914,-38.0335,-13.5733
36_14,"['30_5', '27_25']",3,0.008618895190306543,-37.5073,-13.7066
36_15,"['35_22', '35_22']",3,0.0077152227653247574,-37.3847,-13.7279
36_31,"['35_65', '35_68']",3,0.0041814957748692125,-37.4487,-13.7072
36_26,"['35_48', '35_68']",3,0.0035347074892039974,-38.673,-13.4945
36_52,"['30_5', '35_71']",4,0.029171374723526333,-40.6863,-13.4671
36_74,"['30_35', '27_25']",4,0.026359939767278594,-39.3719,-13.5271
36_54,"['22_24', '35_71']",4,0.022820187252717523,-39.6136,-13.4934
36_59,"['35_66', '32_23']",4,0.01866422482925885,-36.9224,-13.9022
36_9,"['30_35', '35_76']",4,0.01310244218613564,-37.5774,-13.7667
36_27,"['35_28', '35_76']",4,0.01207500837040755,-38.2032,-13.5776
36_46,"['31_56', '19_74']",4,0.0108910748392846,-36.7867,-13.9071
